Name	sample	TCGA-2W-A8YY-01	TCGA-4J-AA1J-01	TCGA-BI-A0VR-01	TCGA-BI-A0VS-01	TCGA-BI-A20A-01	TCGA-C5-A0TN-01	TCGA-C5-A1BE-01	TCGA-C5-A1BF-01	TCGA-C5-A1BI-01	TCGA-C5-A1BJ-01	TCGA-C5-A1BK-01	TCGA-C5-A1BL-01	TCGA-C5-A1BM-01	TCGA-C5-A1BN-01	TCGA-C5-A1BQ-01	TCGA-C5-A1M5-01	TCGA-C5-A1M6-01	TCGA-C5-A1M7-01	TCGA-C5-A1M8-01	TCGA-C5-A1M9-01	TCGA-C5-A1ME-01	TCGA-C5-A1MF-01	TCGA-C5-A1MH-01	TCGA-C5-A1MI-01	TCGA-C5-A1MJ-01	TCGA-C5-A1MK-01	TCGA-C5-A1ML-01	TCGA-C5-A1MN-01	TCGA-C5-A1MP-01	TCGA-C5-A1MQ-01	TCGA-C5-A2LS-01	TCGA-C5-A2LT-01	TCGA-C5-A2LV-01	TCGA-C5-A2LX-01	TCGA-C5-A2LY-01	TCGA-C5-A2LZ-01	TCGA-C5-A2M1-01	TCGA-C5-A2M2-01	TCGA-C5-A3HD-01	TCGA-C5-A3HE-01	TCGA-C5-A3HF-01	TCGA-C5-A3HL-01	TCGA-C5-A7CG-01	TCGA-C5-A7CH-01	TCGA-C5-A7CJ-01	TCGA-C5-A7CK-01	TCGA-C5-A7CL-01	TCGA-C5-A7CO-01	TCGA-C5-A7UC-01	TCGA-C5-A7UE-01	TCGA-C5-A7UH-01	TCGA-C5-A7UI-01	TCGA-C5-A7X3-01	TCGA-C5-A7X5-01	TCGA-C5-A7X8-01	TCGA-C5-A7XC-01	TCGA-C5-A8XH-01	TCGA-C5-A8XI-01	TCGA-C5-A8XJ-01	TCGA-C5-A8XK-01	TCGA-C5-A8YQ-01	TCGA-C5-A8YR-01	TCGA-C5-A8YT-01	TCGA-C5-A8ZZ-01	TCGA-C5-A901-01	TCGA-C5-A902-01	TCGA-C5-A905-01	TCGA-C5-A907-01	TCGA-DG-A2KH-01	TCGA-DG-A2KJ-01	TCGA-DG-A2KK-01	TCGA-DG-A2KL-01	TCGA-DG-A2KM-01	TCGA-DR-A0ZL-01	TCGA-DR-A0ZM-01	TCGA-DS-A0VK-01	TCGA-DS-A0VL-01	TCGA-DS-A0VM-01	TCGA-DS-A0VN-01	TCGA-DS-A1O9-01	TCGA-DS-A1OA-01	TCGA-DS-A1OB-01	TCGA-DS-A1OC-01	TCGA-DS-A1OD-01	TCGA-DS-A3LQ-01	TCGA-DS-A5RQ-01	TCGA-DS-A7WF-01	TCGA-DS-A7WH-01	TCGA-DS-A7WI-01	TCGA-EA-A1QS-01	TCGA-EA-A1QT-01	TCGA-EA-A3HQ-01	TCGA-EA-A3HR-01	TCGA-EA-A3HS-01	TCGA-EA-A3HT-01	TCGA-EA-A3HU-01	TCGA-EA-A3QD-01	TCGA-EA-A3QE-01	TCGA-EA-A3Y4-01	TCGA-EA-A410-01	TCGA-EA-A411-01	TCGA-EA-A439-01	TCGA-EA-A43B-01	TCGA-EA-A44S-01	TCGA-EA-A4BA-01	TCGA-EA-A50E-01	TCGA-EA-A556-01	TCGA-EA-A5FO-01	TCGA-EA-A5O9-01	TCGA-EA-A5ZD-01	TCGA-EA-A5ZE-01	TCGA-EA-A5ZF-01	TCGA-EA-A6QX-01	TCGA-EA-A78R-01	TCGA-EA-A97N-01	TCGA-EK-A2GZ-01	TCGA-EK-A2H0-01	TCGA-EK-A2H1-01	TCGA-EK-A2IP-01	TCGA-EK-A2IR-01	TCGA-EK-A2PG-01	TCGA-EK-A2PI-01	TCGA-EK-A2PK-01	TCGA-EK-A2PL-01	TCGA-EK-A2PM-01	TCGA-EK-A2R7-01	TCGA-EK-A2R8-01	TCGA-EK-A2R9-01	TCGA-EK-A2RA-01	TCGA-EK-A2RB-01	TCGA-EK-A2RC-01	TCGA-EK-A2RE-01	TCGA-EK-A2RJ-01	TCGA-EK-A2RK-01	TCGA-EK-A2RL-01	TCGA-EK-A2RM-01	TCGA-EK-A2RN-01	TCGA-EK-A2RO-01	TCGA-EK-A3GJ-01	TCGA-EK-A3GK-01	TCGA-EK-A3GM-01	TCGA-EK-A3GN-01	TCGA-EX-A1H5-01	TCGA-EX-A1H6-01	TCGA-EX-A3L1-01	TCGA-EX-A449-01	TCGA-EX-A69L-01	TCGA-EX-A69M-01	TCGA-EX-A8YF-01	TCGA-FU-A23K-01	TCGA-FU-A23L-01	TCGA-FU-A2QG-01	TCGA-FU-A3EO-01	TCGA-FU-A3EO-11	TCGA-FU-A3HY-01	TCGA-FU-A3HZ-01	TCGA-FU-A3NI-01	TCGA-FU-A3TQ-01	TCGA-FU-A3TX-01	TCGA-FU-A3WB-01	TCGA-FU-A3YQ-01	TCGA-FU-A40J-01	TCGA-FU-A57G-01	TCGA-FU-A5XV-01	TCGA-FU-A770-01	TCGA-GH-A9DA-01	TCGA-HG-A2PA-01	TCGA-HM-A3JJ-01	TCGA-HM-A3JJ-11	TCGA-HM-A3JK-01	TCGA-HM-A4S6-01	TCGA-HM-A6W2-01	TCGA-HM-A6W2-06	TCGA-IR-A3L7-01	TCGA-IR-A3LA-01	TCGA-IR-A3LB-01	TCGA-IR-A3LC-01	TCGA-IR-A3LF-01	TCGA-IR-A3LH-01	TCGA-IR-A3LI-01	TCGA-IR-A3LK-01	TCGA-IR-A3LL-01	TCGA-JW-A5VG-01	TCGA-JW-A5VH-01	TCGA-JW-A5VI-01	TCGA-JW-A5VJ-01	TCGA-JW-A5VK-01	TCGA-JW-A5VL-01	TCGA-JW-A69B-01	TCGA-JW-A852-01	TCGA-JW-AAVH-01	TCGA-JX-A3PZ-01	TCGA-JX-A3Q0-01	TCGA-JX-A3Q8-01	TCGA-JX-A5QV-01	TCGA-LP-A4AU-01	TCGA-LP-A4AV-01	TCGA-LP-A4AW-01	TCGA-LP-A4AX-01	TCGA-LP-A5U2-01	TCGA-LP-A5U3-01	TCGA-LP-A7HU-01	TCGA-MA-AA3W-01	TCGA-MA-AA3X-01	TCGA-MA-AA3Y-01	TCGA-MA-AA3Z-01	TCGA-MA-AA41-01	TCGA-MA-AA42-01	TCGA-MA-AA43-01	TCGA-MU-A51Y-01	TCGA-MU-A5YI-01	TCGA-MU-A8JM-01	TCGA-MY-A5BD-01	TCGA-MY-A5BE-01	TCGA-MY-A5BF-01	TCGA-MY-A5BF-11	TCGA-MY-A913-01	TCGA-PN-A8MA-01	TCGA-Q1-A5R1-01	TCGA-Q1-A5R2-01	TCGA-Q1-A5R3-01	TCGA-Q1-A6DT-01	TCGA-Q1-A6DV-01	TCGA-Q1-A6DW-01	TCGA-Q1-A73O-01	TCGA-Q1-A73P-01	TCGA-Q1-A73Q-01	TCGA-Q1-A73R-01	TCGA-Q1-A73S-01	TCGA-R2-A69V-01	TCGA-RA-A741-01	TCGA-UC-A7PD-01	TCGA-UC-A7PF-01	TCGA-UC-A7PG-01	TCGA-UC-A7PG-06	TCGA-UC-A7PI-01	TCGA-VS-A8EB-01	TCGA-VS-A8EC-01	TCGA-VS-A8EG-01	TCGA-VS-A8EH-01	TCGA-VS-A8EI-01	TCGA-VS-A8EJ-01	TCGA-VS-A8EK-01	TCGA-VS-A8EL-01	TCGA-VS-A8Q8-01	TCGA-VS-A8Q9-01	TCGA-VS-A8QA-01	TCGA-VS-A8QC-01	TCGA-VS-A8QF-01	TCGA-VS-A8QH-01	TCGA-VS-A8QM-01	TCGA-VS-A94W-01	TCGA-VS-A94X-01	TCGA-VS-A94Y-01	TCGA-VS-A94Z-01	TCGA-VS-A950-01	TCGA-VS-A952-01	TCGA-VS-A953-01	TCGA-VS-A954-01	TCGA-VS-A957-01	TCGA-VS-A958-01	TCGA-VS-A959-01	TCGA-VS-A9U5-01	TCGA-VS-A9U6-01	TCGA-VS-A9U7-01	TCGA-VS-A9UB-01	TCGA-VS-A9UC-01	TCGA-VS-A9UD-01	TCGA-VS-A9UH-01	TCGA-VS-A9UI-01	TCGA-VS-A9UJ-01	TCGA-VS-A9UL-01	TCGA-VS-A9UM-01	TCGA-VS-A9UO-01	TCGA-VS-A9UP-01	TCGA-VS-A9UQ-01	TCGA-VS-A9UR-01	TCGA-VS-A9UT-01	TCGA-VS-A9UU-01	TCGA-VS-A9UV-01	TCGA-VS-A9UY-01	TCGA-VS-A9UZ-01	TCGA-VS-A9V0-01	TCGA-VS-A9V1-01	TCGA-VS-A9V2-01	TCGA-VS-A9V3-01	TCGA-VS-A9V4-01	TCGA-VS-A9V5-01	TCGA-VS-AA62-01	TCGA-WL-A834-01	TCGA-XS-A8TJ-01	TCGA-ZJ-A8QO-01	TCGA-ZJ-A8QQ-01	TCGA-ZJ-A8QR-01	TCGA-ZJ-AAX4-01	TCGA-ZJ-AAX8-01	TCGA-ZJ-AAXA-01	TCGA-ZJ-AAXB-01	TCGA-ZJ-AAXD-01	TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXI-01	TCGA-ZJ-AAXJ-01	TCGA-ZJ-AAXN-01	TCGA-ZJ-AAXT-01	TCGA-ZJ-AAXU-01	TCGA-ZJ-AB0H-01	TCGA-ZJ-AB0I-01	TCGA-ZX-AA5X-01
ARG1-201	ENST00000275196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4114	0.0	0.0	0.0	0.0	2.0531	3.406	0.0	0.0	0.0	0.9411	0.0	0.0	0.0	0.0	0.4222	2.7268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3674	0.0	0.0	0.0	0.0	3.8885	0.0	1.275	1.0	0.0	0.0	0.0	0.3219	0.0	1.0356	0.6871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	3.4594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8319	0.0	0.0	0.0	0.0	0.0	3.2418	0.0	1.7527	0.0	0.0	0.0	0.0	0.0	0.0	2.4777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9561	0.0	0.0	0.0	0.0	0.0	0.0	1.7782	0.0	1.269	0.0	1.0	1.373	0.0	0.0	0.0	0.3334	0.0	0.4222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3334	0.2987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3674	0.0	2.1309	0.0	0.0	0.0	0.0	1.4276	0.7312	1.7527	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ARG1-202	ENST00000356962	0.0	2.3219	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.585	0.0	1.0	1.4168	0.0	0.0	0.0	2.278	0.0	6.832	0.0	0.0	0.0	2.0286	0.0	1.0	1.0	0.0	1.4114	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.9561	1.3334	0.0	1.4383	1.585	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.4594	0.0	0.0	0.0	0.0	1.1243	2.3219	1.1763	2.98	1.585	0.0	0.0	0.0	4.2479	0.0	1.0	3.8074	0.0	2.3219	0.0	0.0	1.0	3.0	2.3219	0.0	0.0	0.0	0.0	3.2048	0.0	0.0	1.0	1.0	1.585	0.0144	0.0	0.0	2.3561	2.0	0.0	2.3219	1.0	0.0	3.1243	0.0	0.0	1.585	1.585	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	4.6439	0.0	1.3618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8914	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0505	0.0	0.0	0.0	0.0	1.0	2.3219	0.0	1.585	0.0	2.0	2.8875	0.0	0.0	1.585	1.585	0.0	3.0374	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.585	1.406	0.0	3.1699	0.0	0.0	1.0	0.0	2.0	1.585	0.0	1.0	2.1731	0.0	1.8197	0.0	1.585	2.6439	1.4594	0.0	0.0	1.0426	0.0	0.0	0.0	0.0	0.0	1.0426	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.4542	0.0	0.0	0.2265	0.9635	4.0875	1.0	0.0	0.0	0.0	1.585	1.4542	1.4699	0.0	0.0	1.0	2.585	0.0	0.0	0.0	1.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	2.0	1.0	0.0	0.0	2.585	0.0	1.0	0.0	6.1599	2.5753	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.3219	1.4383	0.0	0.0	0.0	1.585	0.0	0.0	1.2016	0.0	2.729	1.585	1.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0496	1.585	1.0635	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	2.0	2.3219	0.0	0.0	0.0	0.0	1.4276	0.0	0.0	0.0	0.0	1.585	0.0	1.0	0.0	0.0	0.0	0.0
ARG1-203	ENST00000368087	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	1.0	0.0	3.4594	0.0	3.1457	8.0026	0.0	0.0	0.0	0.0	2.6848	0.0	0.0	5.1293	0.0	5.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3103	0.0	0.0	0.0	0.0	0.0	0.0	8.3979	2.189	4.6769	0.0	0.0	0.0	2.2449	0.0	0.0	4.0832	3.8629	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	6.7319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	1.585	1.8953	0.0	0.0	0.0	0.0	0.0	0.0	6.3668	0.0	1.3951	0.0	0.0	0.0	0.0	0.0	2.5705	5.925	1.4276	1.0	0.0	0.0	0.0	0.0	0.0	2.0496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	6.6643	0.0	5.3854	1.0	1.0	0.0	0.0	0.0	0.0	1.2265	0.0	0.0	1.0	2.5607	0.0	0.0	0.0	0.84	0.0	0.0	5.7452	0.0	1.0	0.0	0.0	0.0	0.0	3.3219	0.0	0.0	0.0	0.0	5.2806	0.0	0.0	0.0	0.0	0.0	3.9069	0.0	1.3674	0.0	0.0	0.0	2.3219	1.585	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	1.8359	0.0	0.0	0.0	0.0	2.8197	0.0	0.0	0.0	0.0	1.0	1.4114	5.1223	4.4627	0.0	0.0	3.1699	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.8074	2.3219	0.0	2.3219	6.6589	3.4594	0.0	0.0	0.0	1.0	4.1699	0.0	1.4005	0.0	0.0	5.6865	4.4621	2.5777	2.8298	0.0	2.1667	0.0	7.6653	0.0	0.0	5.2479	2.585	0.0	0.0	3.6508	4.8885	0.0	0.0	3.3219	1.585	0.0	7.4043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3219	2.3016	0.0	0.0	1.585	3.3219	0.0	0.0	2.585	0.0	0.0	0.0	0.0	2.0772
ARG1-204	ENST00000469293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5261	0.0	0.0	0.0	0.0	0.0	1.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0286	2.3016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8319
ARG1-205	ENST00000484820	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4647	0.2016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2388	0.3561	0.0	0.0	0.5261	0.0	0.0	0.0	0.0	0.3334	0.1506	0.0	0.0	1.5059	1.7004	1.0704	0.0	0.7991	0.1506	0.0	0.0	1.0	0.0	0.0	1.1243	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0841	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.275	2.281	0.0	0.0	0.0	0.0	1.2327	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2048	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5753	1.585	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.275	0.0	0.1375	0.1506	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4854	0.0	1.0909	0.0	0.0	1.585	0.0	0.0	0.0	0.5558	0.0	0.0	0.0	0.0	0.0	0.0	1.9782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4114	0.0	0.0	0.0	0.0	0.0	0.0	1.844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.6135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.585	0.0426	0.9184	0.0	0.4436	0.0	0.0	0.0	0.0	1.0	0.0	0.6508	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2869	0.0	0.0	0.0	1.0	0.0	0.3334	1.585	1.0	1.585	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.1763	0.0	1.5558	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARG1-206	ENST00000498260	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.3896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8359	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3103	0.0	0.0	0.0	0.0	1.4957	1.4436	0.0	1.9598	0.0	0.0	0.0	0.0	1.585	0.0	1.5311	0.0	0.0	0.0	1.4594	1.4436	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.4383	0.3896	0.0	0.0	0.0	0.0	0.0	2.1953	0.0	0.0	0.0	0.0	0.0	1.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7824	0.7485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.6871	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5311	0.0	0.0	0.0	0.0	0.0	1.2388	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3785	0.0	0.0	0.0	0.0	0.0	0.0	1.3161	0.0	0.0	0.5059	0.0	1.2079	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.4168	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3045	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.281	1.0	2.1243	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	1.4751	0.0	0.0	0.0	0.0	0.0	1.4542	0.0	0.0	0.0	2.5632	0.0	0.0	0.0	0.0	1.2449	0.0	0.0	0.0	0.0	0.0	0.0	1.4803	0.0	0.0	0.0	0.0	1.585	0.0144	0.0	1.5211	0.0	0.1763	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ARG2-201	ENST00000261783	8.9212	8.5961	10.2736	10.0569	9.1246	9.8931	10.6543	10.7085	10.0312	10.4485	9.4256	9.1181	11.4327	10.4713	9.1848	11.8835	14.0597	12.4491	13.0835	9.0554	9.3638	8.1172	10.8177	10.2206	9.8988	10.1498	10.1113	11.0159	10.5567	7.204	9.356	8.2397	9.6929	8.153	7.373	9.6371	9.8944	9.5905	9.6608	9.4239	9.9222	10.9095	9.8953	11.0227	10.4997	8.3924	9.695	10.1616	9.1684	10.9736	8.9466	7.7588	6.7887	8.5333	8.5299	11.6603	9.0574	11.4135	10.323	10.6515	7.367	8.0095	9.8283	10.3618	11.0554	11.5708	11.0755	8.8601	10.7427	5.6519	10.9471	9.983	9.1377	10.9321	9.2291	11.7571	10.0393	7.5021	9.7596	10.6919	9.9533	9.0164	8.9224	9.6173	10.381	9.7039	8.0128	10.4013	10.7304	10.971	11.7969	11.5556	11.1472	7.6609	10.1066	10.4917	9.8697	8.6259	8.2535	11.2368	9.5936	10.7357	8.5454	9.7987	9.094	8.7474	9.098	9.6237	9.8461	10.7662	11.3979	10.3281	9.6521	9.3312	11.1598	10.3671	10.7081	10.495	11.4709	11.6086	9.4618	11.1211	9.2223	8.6001	9.445	12.4687	8.4261	10.6045	10.7194	9.2349	11.9662	11.1009	5.8924	11.6043	10.198	6.6988	8.0034	10.5631	9.6165	11.6772	8.1214	7.4907	10.9769	6.9929	10.6315	8.3012	11.4773	9.8268	8.2464	10.3159	11.3595	10.3954	8.0774	7.889	10.1828	11.6849	10.9387	11.6353	12.4513	10.6609	10.2812	8.8228	8.8398	9.3529	9.7046	7.7019	13.3103	9.9246	7.744	9.9747	8.5856	11.0496	9.1379	12.1418	13.1512	8.8532	12.3623	9.3511	7.3182	7.7878	7.7078	9.409	9.7951	11.4403	10.0907	9.1708	10.072	9.1236	7.7291	8.8818	9.5831	9.8643	9.8269	13.5964	10.7355	10.3782	6.7896	8.5388	8.9988	10.1465	12.2583	9.4203	9.8342	11.8837	9.7558	9.3168	6.7344	8.4558	10.4821	11.0356	10.7912	11.7054	10.5348	8.0067	9.9599	11.3009	11.3643	9.6085	11.002	9.8331	9.7805	7.6208	10.0611	11.8307	9.5282	9.6784	9.3963	7.9313	10.3345	9.9725	8.9809	10.9688	10.4622	9.4074	10.157	9.6202	7.0572	10.2442	11.5788	10.6622	10.8694	8.6687	11.4131	9.0952	10.575	11.617	10.8911	9.1123	9.5939	6.2122	9.9089	7.6098	7.2099	9.4501	9.498	10.0136	7.8746	9.8101	7.691	8.1971	8.8749	9.4996	8.7898	10.2623	11.4878	8.1718	6.5294	8.6681	8.5756	8.846	7.9173	8.9483	10.0806	8.7491	10.2816	9.1372	8.2594	7.6874	8.8406	9.5032	6.6855	10.5772	8.029	9.2542	8.1348	9.5828	8.3362	7.4803	9.4962	8.8508	10.6101	8.0447	10.2303	10.6625	10.3736	9.9388	12.2401	6.488	9.4997	9.1169	6.2988	7.8715	10.171	8.8154	10.0937	7.8694	9.209	8.2765
