Name	sample	TCGA-AB-2803-03	TCGA-AB-2805-03	TCGA-AB-2806-03	TCGA-AB-2808-03	TCGA-AB-2810-03	TCGA-AB-2811-03	TCGA-AB-2812-03	TCGA-AB-2813-03	TCGA-AB-2814-03	TCGA-AB-2815-03	TCGA-AB-2816-03	TCGA-AB-2817-03	TCGA-AB-2818-03	TCGA-AB-2819-03	TCGA-AB-2820-03	TCGA-AB-2821-03	TCGA-AB-2822-03	TCGA-AB-2823-03	TCGA-AB-2824-03	TCGA-AB-2825-03	TCGA-AB-2826-03	TCGA-AB-2828-03	TCGA-AB-2830-03	TCGA-AB-2832-03	TCGA-AB-2833-03	TCGA-AB-2834-03	TCGA-AB-2835-03	TCGA-AB-2836-03	TCGA-AB-2837-03	TCGA-AB-2838-03	TCGA-AB-2839-03	TCGA-AB-2840-03	TCGA-AB-2841-03	TCGA-AB-2842-03	TCGA-AB-2843-03	TCGA-AB-2844-03	TCGA-AB-2845-03	TCGA-AB-2846-03	TCGA-AB-2847-03	TCGA-AB-2848-03	TCGA-AB-2849-03	TCGA-AB-2851-03	TCGA-AB-2853-03	TCGA-AB-2854-03	TCGA-AB-2855-03	TCGA-AB-2856-03	TCGA-AB-2857-03	TCGA-AB-2858-03	TCGA-AB-2859-03	TCGA-AB-2860-03	TCGA-AB-2861-03	TCGA-AB-2862-03	TCGA-AB-2863-03	TCGA-AB-2865-03	TCGA-AB-2866-03	TCGA-AB-2867-03	TCGA-AB-2868-03	TCGA-AB-2869-03	TCGA-AB-2870-03	TCGA-AB-2871-03	TCGA-AB-2872-03	TCGA-AB-2873-03	TCGA-AB-2874-03	TCGA-AB-2875-03	TCGA-AB-2876-03	TCGA-AB-2877-03	TCGA-AB-2878-03	TCGA-AB-2879-03	TCGA-AB-2880-03	TCGA-AB-2881-03	TCGA-AB-2882-03	TCGA-AB-2883-03	TCGA-AB-2884-03	TCGA-AB-2885-03	TCGA-AB-2886-03	TCGA-AB-2887-03	TCGA-AB-2889-03	TCGA-AB-2890-03	TCGA-AB-2891-03	TCGA-AB-2892-03	TCGA-AB-2893-03	TCGA-AB-2894-03	TCGA-AB-2895-03	TCGA-AB-2896-03	TCGA-AB-2897-03	TCGA-AB-2898-03	TCGA-AB-2899-03	TCGA-AB-2900-03	TCGA-AB-2901-03	TCGA-AB-2903-03	TCGA-AB-2904-03	TCGA-AB-2908-03	TCGA-AB-2910-03	TCGA-AB-2911-03	TCGA-AB-2912-03	TCGA-AB-2913-03	TCGA-AB-2914-03	TCGA-AB-2915-03	TCGA-AB-2916-03	TCGA-AB-2917-03	TCGA-AB-2918-03	TCGA-AB-2919-03	TCGA-AB-2920-03	TCGA-AB-2921-03	TCGA-AB-2924-03	TCGA-AB-2925-03	TCGA-AB-2927-03	TCGA-AB-2928-03	TCGA-AB-2929-03	TCGA-AB-2930-03	TCGA-AB-2931-03	TCGA-AB-2932-03	TCGA-AB-2933-03	TCGA-AB-2934-03	TCGA-AB-2935-03	TCGA-AB-2936-03	TCGA-AB-2937-03	TCGA-AB-2938-03	TCGA-AB-2939-03	TCGA-AB-2940-03	TCGA-AB-2941-03	TCGA-AB-2942-03	TCGA-AB-2943-03	TCGA-AB-2944-03	TCGA-AB-2946-03	TCGA-AB-2948-03	TCGA-AB-2949-03	TCGA-AB-2950-03	TCGA-AB-2952-03	TCGA-AB-2954-03	TCGA-AB-2955-03	TCGA-AB-2956-03	TCGA-AB-2959-03	TCGA-AB-2963-03	TCGA-AB-2964-03	TCGA-AB-2965-03	TCGA-AB-2966-03	TCGA-AB-2967-03	TCGA-AB-2969-03	TCGA-AB-2970-03	TCGA-AB-2971-03	TCGA-AB-2972-03	TCGA-AB-2973-03	TCGA-AB-2975-03	TCGA-AB-2976-03	TCGA-AB-2977-03	TCGA-AB-2978-03	TCGA-AB-2979-03	TCGA-AB-2980-03	TCGA-AB-2981-03	TCGA-AB-2983-03	TCGA-AB-2984-03	TCGA-AB-2985-03	TCGA-AB-2986-03	TCGA-AB-2987-03	TCGA-AB-2988-03	TCGA-AB-2990-03	TCGA-AB-2991-03	TCGA-AB-2993-03	TCGA-AB-2994-03	TCGA-AB-2995-03	TCGA-AB-2996-03	TCGA-AB-2998-03	TCGA-AB-2999-03	TCGA-AB-3000-03	TCGA-AB-3002-03	TCGA-AB-3005-03	TCGA-AB-3006-03	TCGA-AB-3007-03	TCGA-AB-3008-03	TCGA-AB-3009-03	TCGA-AB-3011-03	TCGA-AB-3012-03
IL10-202	ENST00000423557.1	-1.2481	-0.7108	-9.9658	-2.6349	-9.9658	-3.458	-3.1714	4.3979	-3.458	0.058	-9.9658	-2.3147	-1.5105	-3.6259	-1.3548	0.7916	-3.0469	-9.9658	-0.0277	-0.8339	0.4016	-2.114	-4.035	-2.9324	0.346	-1.2828	0.4233	2.4198	2.0844	1.9034	-9.9658	-9.9658	-4.035	-2.9324	-1.5522	-1.7322	-3.3076	-1.0559	-1.1811	-0.5973	-0.7108	0.547	-3.6259	-0.0877	-2.5479	-3.1714	0.9862	-9.9658	-5.0116	0.4761	-3.458	-4.6082	-0.8084	1.3901	-1.7322	0.6425	-5.0116	-3.1714	-2.2447	-9.9658	-1.9942	4.2258	-1.4305	-3.816	-2.4659	-2.9324	-1.1811	-4.6082	-0.8084	-1.9942	0.517	-4.035	2.3926	0.0014	-5.0116	-0.9971	-0.8599	-1.1811	4.6645	-1.1811	-1.0262	-4.035	-9.9658	-9.9658	-2.0529	-2.9324	-1.4699	0.8327	-9.9658	-3.6259	-2.7274	1.5661	-4.2934	0.4967	-3.816	-3.458	-3.6259	2.609	0.3573	-3.6259	-2.6349	-1.9942	-0.4521	-2.7274	-5.0116	-3.816	2.4279	-9.9658	-0.9406	-4.2934	-4.035	-0.8084	-2.2447	0.6608	2.1702	-2.9324	-3.816	0.2277	-3.0469	-1.1172	-1.685	-5.0116	-1.2142	4.6462	-0.2328	-2.7274	-3.1714	-3.1714	3.3661	-0.2328	-0.5756	-1.685	-4.2934	-0.6873	-9.9658	-1.2828	-9.9658	-3.816	-3.6259	-9.9658	0.517	-2.9324	0.517	-1.3921	-5.0116	1.1641	-2.7274	-4.6082	-4.035	1.0983	-1.0862	-3.816	0.517	-9.9658	4.9141	-9.9658	-3.816	-1.9942	-9.9658	-2.9324	-4.035	-1.1172	-2.7274	-5.0116	-3.3076	0.1519	-2.6349	-2.5479	-9.9658	-1.7809	-3.458	-3.3076	-3.816
IL10-203	ENST00000471071.1	-9.9658	-1.0862	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	1.2455	-9.9658	-3.6259	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	0.4761	-0.3752	-9.9658	-0.4521	-0.4131	0.1257	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.6643	0.8082	0.517	1.125	-9.9658	-9.9658	-9.9658	-9.9658	-0.9406	-1.5951	-3.816	-9.9658	-1.6394	-1.2828	-9.9658	0.6699	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-0.4719	-9.9658	-9.9658	-2.9324	-0.3022	0.0014	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	3.2466	-1.8314	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	0.058	-2.3147	0.4552	-9.9658	0.3573	-9.9658	-9.9658	-9.9658	0.1648	-1.685	1.7489	-9.9658	-0.9132	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-9.9658	-9.9658	-0.1828	-9.9658	0.1648	-9.9658	-9.9658	-1.8314	1.9786	-1.685	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	0.03	-9.9658	-9.9658	-1.685	-1.9942	0.7832	0.3231	-2.2447	-9.9658	0.2762	-3.6259	-2.114	-1.9942	-9.9658	-2.2447	-9.9658	0.0158	-2.6349	-9.9658	-3.458	2.5707	-9.9658	-1.1172	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-0.5543	-9.9658	-9.9658	-9.9658	-1.2481	-2.0529	-0.4325	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	1.3567	-0.7346	-9.9658	-9.9658	-9.9658	2.1894	-2.114	-2.7274	-1.8836	-9.9658	-9.9658	-2.3147	-9.9658	-1.9942	-2.6349	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714
LGALS3-201	ENST00000254301.13	5.658	6.1973	0.2277	4.2381	3.1344	4.3039	1.2209	6.283	0.9935	5.4383	6.6827	4.0901	4.9996	1.9377	-1.0262	3.6148	-0.0877	5.4944	4.4509	6.8669	6.5364	5.6528	3.8411	2.2693	6.4165	4.1285	6.0029	6.8257	7.1706	5.5735	-0.6643	2.9544	6.1891	4.2095	3.8198	1.8918	2.4831	4.6514	3.5621	5.4118	3.5815	7.0912	2.6693	5.4192	-9.9658	5.5277	3.9847	0.5271	2.6441	3.6939	4.7919	3.222	1.8801	5.7814	7.3643	3.2251	4.2714	2.2391	5.0527	3.5669	1.0007	7.3491	1.2815	1.9968	0.5069	0.8408	3.8541	-0.2845	4.2578	4.7762	3.5899	2.0111	5.5832	1.2271	-0.1993	1.2934	3.927	4.1692	1.8444	4.14	6.4856	4.3335	0.9038	2.676	4.1078	3.4648	4.7127	3.3177	2.4035	0.9568	0.2522	3.5669	6.5839	4.8355	3.1588	-9.9658	3.3842	4.4283	6.7274	4.1044	2.8701	-1.0559	-0.9686	5.1359	4.764	5.4393	4.4142	0.434	3.4517	2.5238	2.7379	6.4827	5.5157	5.6136	5.2906	3.5287	1.2023	4.892	0.4233	3.5411	2.6579	4.2212	3.1377	3.3336	4.0001	5.8968	3.7204	1.7273	4.3392	5.5245	0.5069	6.4074	0.8568	3.6486	0.537	5.9194	0.03	3.9691	6.4091	3.8857	5.9905	3.8601	6.1655	1.0779	1.4859	6.1185	3.0944	2.4279	3.1604	7.7401	1.3791	-0.3022	6.8138	1.7617	7.6682	1.5266	1.9415	3.3675	-1.4699	7.2271	3.8531	4.3632	5.7557	4.2624	2.3308	3.417	3.1393	0.2154	2.2513	3.3993	2.3193	-9.9658	3.3278
LGALS3-202	ENST00000553493.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LGALS3-203	ENST00000553755.5	-9.9658	0.2642	-9.9658	-0.5973	-9.9658	2.3451	-9.9658	1.5316	-9.9658	-0.8599	-1.3548	-9.9658	-1.4305	-9.9658	-2.7274	-9.9658	-0.8084	-9.9658	-9.9658	1.949	0.0718	0.24	-9.9658	-9.9658	1.1382	-9.9658	-1.0559	-0.8339	1.6045	0.346	-9.9658	-9.9658	4.7645	-2.114	-0.1187	-1.685	-9.9658	-0.9971	-9.9658	-0.3752	-0.4719	2.4332	-9.9658	-1.5522	-9.9658	-1.1811	-0.2845	-9.9658	-9.9658	-0.8599	0.4865	-9.9658	-9.9658	0.0158	2.9911	-1.8314	-1.3921	-9.9658	-9.9658	-1.2481	-0.5125	1.9111	-0.2845	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-0.0877	-0.8084	-1.0559	-9.9658	-0.2671	-1.3921	-9.9658	-9.9658	-9.9658	1.0642	0.5763	-9.9658	0.605	-1.1811	-9.9658	-9.9658	0.346	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.4521	-9.9658	2.4544	1.1897	-9.9658	-9.9658	-0.7834	-9.9658	0.605	-9.9658	0.9935	-9.9658	-0.3752	-9.9658	-9.9658	0.1124	-0.8084	-9.9658	-0.3022	-9.9658	-4.2934	3.5035	-1.8314	-9.9658	0.0014	0.9862	-9.9658	2.0395	-9.9658	-9.9658	-9.9658	-0.4131	0.2277	-9.9658	0.0854	1.5854	-9.9658	-9.9658	4.2586	-0.2159	-9.9658	2.6043	-1.9379	-2.6349	-9.9658	-1.6394	-9.9658	-9.9658	1.1641	-0.7834	0.3685	-9.9658	0.6517	-9.9658	-9.9658	-1.685	-9.9658	0.9268	-1.685	1.2516	-2.5479	-9.9658	-1.9379	-5.5735	1.766	-9.9658	-9.9658	0.5859	-9.9658	1.8444	-9.9658	-0.0574	1.1382	-1.685	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.3201	-9.9658	-9.9658	0.6145
LGALS3-204	ENST00000554715.1	-9.9658	-1.1172	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-9.9658	-1.1811	-3.0469	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-1.2142	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-1.685	-0.8863	-1.4699	0.0718	-2.7274	-1.5951	-9.9658	-1.7809	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-0.8599	-2.8262	-1.3921	-9.9658	-1.5522	-9.9658	-9.9658	-1.1172	-9.9658	-2.7274	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-0.1345	-9.9658	-1.3548	-2.3147	-9.9658	-9.9658	-2.3147	-2.3147	-9.9658	-2.0529	-9.9658	-9.9658	-1.7809	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.7588	-0.8084	-2.0529	-1.3183	-9.9658	-9.9658	-2.0529	-9.9658	-2.114	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-1.0559	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-2.4659	-9.9658	-0.8339	-1.685	-2.9324	-9.9658	-9.9658	-9.9658	-0.2671	-9.9658	-2.6349	-9.9658	-2.3147	-1.5522	-2.3884	-9.9658	-2.6349	-9.9658	-2.3147	-2.5479	-9.9658	-9.9658	-2.114	-2.7274	-1.8314	-9.9658	-9.9658	-2.2447	-2.1779	-9.9658	-1.1488	-2.7274	-3.6259	-1.5522	-9.9658	-9.9658	-0.1345	-9.9658	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-2.2447	-1.8836	-9.9658	-9.9658	-2.2447	-9.9658	-1.2142	-9.9658	-2.0529	-9.9658	-3.3076	0.044	-2.4659	-9.9658	-2.2447	-9.9658	-2.0529	-2.2447	-3.0469	-9.9658	-9.9658	-2.8262	-2.1779	-2.3147	-9.9658
LGALS3-205	ENST00000556263.1	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-1.4305	-9.9658	-9.9658	-9.9658	-2.2447	2.1313	-1.6394	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-1.8836	-9.9658	-2.6349	-1.1488	0.4016	-0.8863	-0.7108	-9.9658	-9.9658	-9.9658	-0.0877	-2.8262	-9.9658	-9.9658	-2.6349	-2.0529	-9.9658	-9.9658	-9.9658	-0.1031	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-0.9686	-1.8314	-9.9658	-9.9658	-0.7108	-1.3921	-9.9658	-1.9379	-1.5105	-1.6394	-9.9658	-0.7108	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-1.8836	-9.9658	-2.2447	-0.3752	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-1.3921	-9.9658	-2.0529	-9.9658	-1.5522	-9.9658	-9.9658	-2.3147	-9.9658	-0.8339	-9.9658	-9.9658	-2.1779	-1.9379	-9.9658	-9.9658	-2.5479	-9.9658	-2.7274	-2.2447	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-1.1488	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-1.6394	-1.7809	-9.9658	-2.3884	-2.3147	-2.2447	-0.9132	-1.3183	-9.9658	-2.1779	-2.0529	-2.9324	-1.5522	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.394	-9.9658	-9.9658	-1.3548	-9.9658	-9.9658	-9.9658	-1.1811	-1.9379	-2.7274	-9.9658	-9.9658	1.2147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379
LGALS3-206	ENST00000556322.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.4699	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.1488	-9.9658	-9.9658	-1.3921	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-0.3752	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	0.8805	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3548	-9.9658	-1.2828	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LGALS3-207	ENST00000556438.6	2.6138	3.728	0.434	2.0111	-0.6416	1.4065	-0.7588	3.2959	-0.6193	2.9052	2.6805	1.5902	2.9432	-1.2481	-1.0262	0.8164	-1.0559	2.1574	0.5568	3.5535	3.0217	2.4908	0.6699	-0.4325	2.7205	2.7847	3.1393	3.4451	4.2929	2.561	-0.3383	1.7702	3.4183	1.3167	1.6466	1.3623	0.4865	1.1184	1.0293	2.328	2.0111	3.3661	-0.4921	2.8381	-1.3183	1.7786	2.2113	-1.0262	-0.1504	1.766	2.6895	0.1519	0.9493	1.4228	4.0313	0.24	2.6067	0.8082	2.036	-0.3201	1.3454	3.8002	0.8246	-0.4131	-0.3201	-0.013	2.1147	-2.5479	1.595	1.0433	1.2516	1.5316	2.2144	0.0718	0.4552	1.5366	0.8408	0.8408	0.099	1.334	3.2572	1.7532	-0.5543	-0.5973	1.8078	1.9226	2.7007	0.7748	-0.4131	-0.5125	0.4967	1.0711	3.186	2.036	1.0079	-0.1504	0.679	1.1184	3.6578	2.8117	-0.5125	-0.0425	-1.3183	1.5465	1.8242	1.9452	1.3567	-3.816	1.3846	1.595	0.1257	2.5163	2.0979	2.3926	2.1047	2.1247	-1.3548	2.5511	0.5955	0.9493	0.7579	1.6327	1.0983	0.5763	0.1903	3.5682	1.0779	0.9419	1.934	2.3019	-2.3884	2.7508	1.7828	1.2209	-2.4659	2.7336	-4.035	1.9601	2.3423	2.3308	3.3017	2.0742	2.9525	-1.3921	1.3846	2.1541	1.3051	0.3685	1.3846	3.8187	0.7233	-9.9658	3.3938	-9.9658	4.1186	-0.1031	1.0363	1.5758	0.1388	4.5098	2.1213	1.5612	2.7183	1.9675	0.2154	2.0218	0.2029	0.1648	0.4552	1.0433	0.8883	1.0915	0.7916
LRRC32-201	ENST00000260061.9	-2.3884	-4.6082	-4.2934	-3.0469	-5.0116	-2.114	-3.816	-2.9324	-9.9658	-1.8314	-2.9324	-1.4305	0.1519	-2.3884	-4.035	-0.8339	-4.6082	-3.1714	0.1124	-2.114	-3.458	-2.0529	-1.6394	-9.9658	-5.0116	-9.9658	-9.9658	-2.3147	-6.5064	-0.9686	-0.7346	-3.3076	-4.035	-5.5735	-1.3921	-2.5479	-3.816	-3.3076	-1.8836	-9.9658	-2.7274	-9.9658	-9.9658	-2.0529	-9.9658	-1.0559	0.5763	-4.035	2.9875	-2.5479	-2.2447	-4.6082	-2.3147	3.4344	-9.9658	-3.458	-2.1779	-3.3076	-2.5479	-1.5951	-0.5543	-1.0559	-6.5064	-4.035	-3.1714	-9.9658	0.9789	-9.9658	-5.0116	-9.9658	1.412	-2.114	-1.2481	-0.8599	-9.9658	-3.3076	-5.0116	-0.6873	-3.3076	-5.5735	-3.816	-3.458	-0.1345	-1.685	-9.9658	-0.5543	1.7954	-2.9324	-2.9324	-9.9658	-2.3147	-1.4699	-4.2934	-2.1779	-2.2447	-3.0469	-9.9658	-3.1714	-3.3076	-4.035	-5.0116	-4.035	-3.816	-9.9658	-3.1714	-3.6259	-1.4305	-9.9658	0.2154	-3.816	-4.2934	-2.5479	-4.035	0.9191	-1.0262	-4.035	-9.9658	3.2722	-1.8836	-0.9686	-0.3752	-4.6082	-5.5735	-2.6349	-3.6259	-2.0529	-2.114	-2.1779	-0.2498	-9.9658	-9.9658	-4.6082	-1.685	-2.0529	-2.5479	-0.1828	-4.6082	0.6969	-2.9324	-0.4921	-2.7274	-2.0529	-1.7809	-4.035	-3.6259	-5.5735	-0.394	-9.9658	-0.8339	-2.3884	-1.2828	-3.816	-0.5332	-1.1172	-0.013	-5.0116	-3.816	-2.3884	-9.9658	-9.9658	-1.6394	-1.685	-9.9658	-5.5735	-3.3076	0.4967	-3.816	-2.114	-9.9658	-1.7322	-2.3147	-5.5735	-0.8339
LRRC32-202	ENST00000404995.5	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-5.5735	-9.9658	-1.9942	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.6193	-9.9658	-5.5735	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-3.6259	-3.458	-9.9658	-9.9658	-5.0116	-2.5479	-6.5064	-3.0469	-3.1714	-9.9658	-9.9658	-3.458	-9.9658	-4.035	-9.9658	-2.2447	-9.9658	-9.9658	-3.6259	-2.7274	-9.9658	-9.9658	-0.4131	-3.0469	-2.2447	-9.9658	-6.5064	0.3346	-4.6082	-9.9658	-4.035	-4.2934	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-9.9658	-0.7834	-2.3884	-3.458	-9.9658	-5.5735	-2.3147	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-3.6259	-9.9658	-9.9658	-5.5735	-9.9658	-5.0116	-9.9658	-9.9658	-2.8262	-4.6082	-5.0116	-4.2934	-9.9658	-9.9658	-9.9658	-5.5735	-0.9406	-5.5735	-9.9658	-5.0116	-9.9658	-0.1993	-9.9658	-4.2934	-4.6082	0.8164	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-0.8084	-3.458	-3.6259	-9.9658	-9.9658	-1.7809	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-2.5479	-2.8262	-9.9658	-2.3147	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-6.5064	-4.035	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-5.0116	-3.458	-9.9658	-9.9658	-5.0116	-2.9324	-2.3147	-9.9658	-2.9324	-5.5735	-1.8314	-9.9658	-9.9658	-9.9658
