Name	sample	TCGA-4P-AA8J-01	TCGA-BA-4074-01	TCGA-BA-4075-01	TCGA-BA-4076-01	TCGA-BA-4077-01	TCGA-BA-4078-01	TCGA-BA-5149-01	TCGA-BA-5151-01	TCGA-BA-5152-01	TCGA-BA-5153-01	TCGA-BA-5555-01	TCGA-BA-5556-01	TCGA-BA-5557-01	TCGA-BA-5558-01	TCGA-BA-5559-01	TCGA-BA-6868-01	TCGA-BA-6869-01	TCGA-BA-6870-01	TCGA-BA-6871-01	TCGA-BA-6872-01	TCGA-BA-6873-01	TCGA-BA-7269-01	TCGA-BA-A4IF-01	TCGA-BA-A4IG-01	TCGA-BA-A4IH-01	TCGA-BA-A4II-01	TCGA-BA-A6D8-01	TCGA-BA-A6DA-01	TCGA-BA-A6DB-01	TCGA-BA-A6DD-01	TCGA-BA-A6DE-01	TCGA-BA-A6DG-01	TCGA-BA-A6DI-01	TCGA-BA-A6DJ-01	TCGA-BA-A6DL-01	TCGA-BA-A8YP-01	TCGA-BB-4217-01	TCGA-BB-4223-01	TCGA-BB-4224-01	TCGA-BB-4225-01	TCGA-BB-4227-01	TCGA-BB-4228-01	TCGA-BB-7861-01	TCGA-BB-7862-01	TCGA-BB-7863-01	TCGA-BB-7864-01	TCGA-BB-7866-01	TCGA-BB-7870-01	TCGA-BB-7871-01	TCGA-BB-7872-01	TCGA-BB-8596-01	TCGA-BB-8601-01	TCGA-BB-A5HU-01	TCGA-BB-A5HY-01	TCGA-BB-A5HZ-01	TCGA-BB-A6UM-01	TCGA-BB-A6UO-01	TCGA-C9-A47Z-01	TCGA-C9-A480-01	TCGA-CN-4722-01	TCGA-CN-4723-01	TCGA-CN-4725-01	TCGA-CN-4726-01	TCGA-CN-4727-01	TCGA-CN-4728-01	TCGA-CN-4729-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4733-01	TCGA-CN-4734-01	TCGA-CN-4735-01	TCGA-CN-4736-01	TCGA-CN-4737-01	TCGA-CN-4738-01	TCGA-CN-4739-01	TCGA-CN-4740-01	TCGA-CN-4741-01	TCGA-CN-4742-01	TCGA-CN-5355-01	TCGA-CN-5356-01	TCGA-CN-5358-01	TCGA-CN-5359-01	TCGA-CN-5360-01	TCGA-CN-5361-01	TCGA-CN-5363-01	TCGA-CN-5364-01	TCGA-CN-5365-01	TCGA-CN-5366-01	TCGA-CN-5367-01	TCGA-CN-5369-01	TCGA-CN-5370-01	TCGA-CN-5373-01	TCGA-CN-5374-01	TCGA-CN-6010-01	TCGA-CN-6011-01	TCGA-CN-6012-01	TCGA-CN-6013-01	TCGA-CN-6016-01	TCGA-CN-6017-01	TCGA-CN-6018-01	TCGA-CN-6019-01	TCGA-CN-6020-01	TCGA-CN-6021-01	TCGA-CN-6022-01	TCGA-CN-6023-01	TCGA-CN-6024-01	TCGA-CN-6988-01	TCGA-CN-6989-01	TCGA-CN-6992-01	TCGA-CN-6994-01	TCGA-CN-6995-01	TCGA-CN-6996-01	TCGA-CN-6997-01	TCGA-CN-6998-01	TCGA-CN-A497-01	TCGA-CN-A498-01	TCGA-CN-A499-01	TCGA-CN-A49A-01	TCGA-CN-A49B-01	TCGA-CN-A49C-01	TCGA-CN-A63T-01	TCGA-CN-A63U-01	TCGA-CN-A63V-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CN-A642-01	TCGA-CN-A6UY-01	TCGA-CN-A6V1-01	TCGA-CN-A6V3-01	TCGA-CN-A6V6-01	TCGA-CN-A6V7-01	TCGA-CQ-5323-01	TCGA-CQ-5324-01	TCGA-CQ-5325-01	TCGA-CQ-5326-01	TCGA-CQ-5327-01	TCGA-CQ-5329-01	TCGA-CQ-5330-01	TCGA-CQ-5331-01	TCGA-CQ-5332-01	TCGA-CQ-5333-01	TCGA-CQ-5334-01	TCGA-CQ-6218-01	TCGA-CQ-6219-01	TCGA-CQ-6220-01	TCGA-CQ-6221-01	TCGA-CQ-6222-01	TCGA-CQ-6223-01	TCGA-CQ-6224-01	TCGA-CQ-6225-01	TCGA-CQ-6227-01	TCGA-CQ-6228-01	TCGA-CQ-6229-01	TCGA-CQ-7063-01	TCGA-CQ-7065-01	TCGA-CQ-7067-01	TCGA-CQ-7068-01	TCGA-CQ-7069-01	TCGA-CQ-7071-01	TCGA-CQ-7072-01	TCGA-CQ-A4C6-01	TCGA-CQ-A4C7-01	TCGA-CQ-A4C9-01	TCGA-CQ-A4CA-01	TCGA-CQ-A4CB-01	TCGA-CQ-A4CD-01	TCGA-CQ-A4CE-01	TCGA-CQ-A4CG-01	TCGA-CQ-A4CH-01	TCGA-CQ-A4CI-01	TCGA-CR-5243-01	TCGA-CR-5247-01	TCGA-CR-5248-01	TCGA-CR-5249-01	TCGA-CR-5250-01	TCGA-CR-6467-01	TCGA-CR-6470-01	TCGA-CR-6471-01	TCGA-CR-6472-01	TCGA-CR-6473-01	TCGA-CR-6474-01	TCGA-CR-6477-01	TCGA-CR-6478-01	TCGA-CR-6480-01	TCGA-CR-6481-01	TCGA-CR-6482-01	TCGA-CR-6484-01	TCGA-CR-6487-01	TCGA-CR-6488-01	TCGA-CR-6491-01	TCGA-CR-6492-01	TCGA-CR-6493-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7367-01	TCGA-CR-7368-01	TCGA-CR-7369-01	TCGA-CR-7370-01	TCGA-CR-7371-01	TCGA-CR-7372-01	TCGA-CR-7373-01	TCGA-CR-7374-01	TCGA-CR-7376-01	TCGA-CR-7377-01	TCGA-CR-7379-01	TCGA-CR-7380-01	TCGA-CR-7382-01	TCGA-CR-7383-01	TCGA-CR-7385-01	TCGA-CR-7386-01	TCGA-CR-7388-01	TCGA-CR-7389-01	TCGA-CR-7390-01	TCGA-CR-7391-01	TCGA-CR-7392-01	TCGA-CR-7393-01	TCGA-CR-7394-01	TCGA-CR-7395-01	TCGA-CR-7397-01	TCGA-CR-7398-01	TCGA-CR-7399-01	TCGA-CR-7401-01	TCGA-CR-7402-01	TCGA-CR-7404-01	TCGA-CV-5430-01	TCGA-CV-5431-01	TCGA-CV-5432-01	TCGA-CV-5434-01	TCGA-CV-5435-01	TCGA-CV-5436-01	TCGA-CV-5439-01	TCGA-CV-5440-01	TCGA-CV-5441-01	TCGA-CV-5442-01	TCGA-CV-5443-01	TCGA-CV-5444-01	TCGA-CV-5966-01	TCGA-CV-5970-01	TCGA-CV-5971-01	TCGA-CV-5973-01	TCGA-CV-5976-01	TCGA-CV-5977-01	TCGA-CV-5978-01	TCGA-CV-5979-01	TCGA-CV-6003-01	TCGA-CV-6436-01	TCGA-CV-6441-01	TCGA-CV-6933-01	TCGA-CV-6933-11	TCGA-CV-6934-01	TCGA-CV-6934-11	TCGA-CV-6935-01	TCGA-CV-6935-11	TCGA-CV-6936-01	TCGA-CV-6936-11	TCGA-CV-6937-01	TCGA-CV-6938-01	TCGA-CV-6938-11	TCGA-CV-6939-01	TCGA-CV-6939-11	TCGA-CV-6940-01	TCGA-CV-6941-01	TCGA-CV-6942-01	TCGA-CV-6943-01	TCGA-CV-6943-11	TCGA-CV-6945-01	TCGA-CV-6948-01	TCGA-CV-6950-01	TCGA-CV-6951-01	TCGA-CV-6952-01	TCGA-CV-6953-01	TCGA-CV-6954-01	TCGA-CV-6955-01	TCGA-CV-6955-11	TCGA-CV-6956-01	TCGA-CV-6956-11	TCGA-CV-6959-01	TCGA-CV-6959-11	TCGA-CV-6960-01	TCGA-CV-6960-11	TCGA-CV-6961-01	TCGA-CV-6961-11	TCGA-CV-6962-01	TCGA-CV-6962-11	TCGA-CV-7089-01	TCGA-CV-7090-01	TCGA-CV-7091-01	TCGA-CV-7091-11	TCGA-CV-7095-01	TCGA-CV-7097-01	TCGA-CV-7097-11	TCGA-CV-7099-01	TCGA-CV-7100-01	TCGA-CV-7101-01	TCGA-CV-7101-11	TCGA-CV-7102-01	TCGA-CV-7103-01	TCGA-CV-7103-11	TCGA-CV-7104-01	TCGA-CV-7177-01	TCGA-CV-7177-11	TCGA-CV-7178-01	TCGA-CV-7178-11	TCGA-CV-7180-01	TCGA-CV-7183-01	TCGA-CV-7183-11	TCGA-CV-7235-01	TCGA-CV-7235-11	TCGA-CV-7236-01	TCGA-CV-7238-01	TCGA-CV-7238-11	TCGA-CV-7242-01	TCGA-CV-7242-11	TCGA-CV-7243-01	TCGA-CV-7245-01	TCGA-CV-7245-11	TCGA-CV-7247-01	TCGA-CV-7248-01	TCGA-CV-7250-01	TCGA-CV-7250-11	TCGA-CV-7252-01	TCGA-CV-7252-11	TCGA-CV-7253-01	TCGA-CV-7254-01	TCGA-CV-7255-01	TCGA-CV-7255-11	TCGA-CV-7261-01	TCGA-CV-7261-11	TCGA-CV-7263-01	TCGA-CV-7406-01	TCGA-CV-7406-11	TCGA-CV-7407-01	TCGA-CV-7409-01	TCGA-CV-7410-01	TCGA-CV-7411-01	TCGA-CV-7413-01	TCGA-CV-7414-01	TCGA-CV-7415-01	TCGA-CV-7416-01	TCGA-CV-7416-11	TCGA-CV-7418-01	TCGA-CV-7421-01	TCGA-CV-7422-01	TCGA-CV-7423-01	TCGA-CV-7423-11	TCGA-CV-7424-01	TCGA-CV-7424-11	TCGA-CV-7425-01	TCGA-CV-7425-11	TCGA-CV-7427-01	TCGA-CV-7428-01	TCGA-CV-7429-01	TCGA-CV-7430-01	TCGA-CV-7432-01	TCGA-CV-7432-11	TCGA-CV-7433-01	TCGA-CV-7434-01	TCGA-CV-7434-11	TCGA-CV-7435-01	TCGA-CV-7437-01	TCGA-CV-7437-11	TCGA-CV-7438-01	TCGA-CV-7438-11	TCGA-CV-7440-01	TCGA-CV-7440-11	TCGA-CV-7446-01	TCGA-CV-7568-01	TCGA-CV-A45O-01	TCGA-CV-A45P-01	TCGA-CV-A45Q-01	TCGA-CV-A45R-01	TCGA-CV-A45T-01	TCGA-CV-A45U-01	TCGA-CV-A45V-01	TCGA-CV-A45W-01	TCGA-CV-A45X-01	TCGA-CV-A45Y-01	TCGA-CV-A45Z-01	TCGA-CV-A460-01	TCGA-CV-A461-01	TCGA-CV-A463-01	TCGA-CV-A464-01	TCGA-CV-A465-01	TCGA-CV-A468-01	TCGA-CV-A6JD-01	TCGA-CV-A6JE-01	TCGA-CV-A6JM-01	TCGA-CV-A6JN-01	TCGA-CV-A6JO-01	TCGA-CV-A6JT-01	TCGA-CV-A6JU-01	TCGA-CV-A6JY-01	TCGA-CV-A6JZ-01	TCGA-CV-A6K0-01	TCGA-CV-A6K1-01	TCGA-CV-A6K2-01	TCGA-CX-7082-01	TCGA-CX-7085-01	TCGA-CX-7086-01	TCGA-CX-7219-01	TCGA-CX-A4AQ-01	TCGA-D6-6515-01	TCGA-D6-6516-01	TCGA-D6-6517-01	TCGA-D6-6823-01	TCGA-D6-6824-01	TCGA-D6-6825-01	TCGA-D6-6826-01	TCGA-D6-6827-01	TCGA-D6-8568-01	TCGA-D6-8569-01	TCGA-D6-A4Z9-01	TCGA-D6-A4ZB-01	TCGA-D6-A6EK-01	TCGA-D6-A6EM-01	TCGA-D6-A6EN-01	TCGA-D6-A6EO-01	TCGA-D6-A6EP-01	TCGA-D6-A6EQ-01	TCGA-D6-A6ES-01	TCGA-D6-A74Q-01	TCGA-DQ-5624-01	TCGA-DQ-5625-01	TCGA-DQ-5629-01	TCGA-DQ-5630-01	TCGA-DQ-5631-01	TCGA-DQ-7588-01	TCGA-DQ-7589-01	TCGA-DQ-7590-01	TCGA-DQ-7591-01	TCGA-DQ-7592-01	TCGA-DQ-7593-01	TCGA-DQ-7594-01	TCGA-DQ-7595-01	TCGA-DQ-7596-01	TCGA-F7-7848-01	TCGA-F7-8298-01	TCGA-F7-8489-01	TCGA-F7-A50I-01	TCGA-F7-A50J-01	TCGA-F7-A61S-01	TCGA-F7-A61V-01	TCGA-F7-A61W-01	TCGA-F7-A620-01	TCGA-F7-A622-01	TCGA-F7-A623-01	TCGA-F7-A624-01	TCGA-H7-7774-01	TCGA-H7-8501-01	TCGA-H7-8502-01	TCGA-H7-A6C4-01	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-H7-A76A-01	TCGA-HD-7229-01	TCGA-HD-7753-01	TCGA-HD-7754-01	TCGA-HD-7831-01	TCGA-HD-7832-01	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8314-01	TCGA-HD-8634-01	TCGA-HD-8635-01	TCGA-HD-8635-11	TCGA-HD-A4C1-01	TCGA-HD-A633-01	TCGA-HD-A634-01	TCGA-HD-A6HZ-01	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-01	TCGA-HD-A6I0-11	TCGA-HL-7533-01	TCGA-IQ-7630-01	TCGA-IQ-7631-01	TCGA-IQ-7632-01	TCGA-IQ-A61E-01	TCGA-IQ-A61G-01	TCGA-IQ-A61H-01	TCGA-IQ-A61I-01	TCGA-IQ-A61J-01	TCGA-IQ-A61O-01	TCGA-IQ-A6SG-01	TCGA-IQ-A6SH-01	TCGA-KU-A66S-01	TCGA-KU-A66T-01	TCGA-KU-A6H7-01	TCGA-KU-A6H7-06	TCGA-KU-A6H8-01	TCGA-MT-A51W-01	TCGA-MT-A51X-01	TCGA-MT-A67A-01	TCGA-MT-A67D-01	TCGA-MT-A67F-01	TCGA-MT-A7BN-01	TCGA-MZ-A5BI-01	TCGA-MZ-A6I9-01	TCGA-MZ-A7D7-01	TCGA-P3-A5Q5-01	TCGA-P3-A5Q6-01	TCGA-P3-A5QA-01	TCGA-P3-A5QE-01	TCGA-P3-A5QF-01	TCGA-P3-A6SW-01	TCGA-P3-A6SX-01	TCGA-P3-A6T0-01	TCGA-P3-A6T2-01	TCGA-P3-A6T3-01	TCGA-P3-A6T4-01	TCGA-P3-A6T5-01	TCGA-P3-A6T6-01	TCGA-P3-A6T7-01	TCGA-P3-A6T8-01	TCGA-QK-A64Z-01	TCGA-QK-A652-01	TCGA-QK-A6IF-01	TCGA-QK-A6IG-01	TCGA-QK-A6IH-01	TCGA-QK-A6II-01	TCGA-QK-A6IJ-01	TCGA-QK-A6V9-01	TCGA-QK-A6VB-01	TCGA-QK-A6VC-01	TCGA-QK-A8Z7-01	TCGA-QK-A8Z8-01	TCGA-QK-A8Z9-01	TCGA-QK-A8ZA-01	TCGA-QK-A8ZB-01	TCGA-QK-AA3J-01	TCGA-QK-AA3K-01	TCGA-RS-A6TO-01	TCGA-RS-A6TP-01	TCGA-T2-A6WX-01	TCGA-T2-A6WZ-01	TCGA-T2-A6X0-01	TCGA-T2-A6X2-01	TCGA-T3-A92M-01	TCGA-T3-A92N-01	TCGA-TN-A7HI-01	TCGA-TN-A7HJ-01	TCGA-TN-A7HL-01	TCGA-UF-A718-01	TCGA-UF-A719-01	TCGA-UF-A71A-01	TCGA-UF-A71A-06	TCGA-UF-A71B-01	TCGA-UF-A71D-01	TCGA-UF-A71E-01	TCGA-UF-A7J9-01	TCGA-UF-A7JA-01	TCGA-UF-A7JC-01	TCGA-UF-A7JD-01	TCGA-UF-A7JF-01	TCGA-UF-A7JH-01	TCGA-UF-A7JJ-01	TCGA-UF-A7JK-01	TCGA-UF-A7JO-01	TCGA-UF-A7JS-01	TCGA-UF-A7JT-01	TCGA-UF-A7JV-01	TCGA-UP-A6WW-01	TCGA-WA-A7GZ-01	TCGA-WA-A7GZ-11	TCGA-WA-A7H4-01
ARG1-201	ENST00000275196.5	0.0	2.0391	0.0	0.0	0.0	0.0	0.7312	3.2296	0.0	0.0	0.0	0.0	3.5753	2.8972	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.4957	0.6041	4.9146	0.0	2.0144	0.0	0.0	3.7192	0.7824	0.0	0.0	3.1779	0.0	0.0	0.0	1.7908	0.0	1.2079	1.3277	0.0	0.0	0.3334	0.6508	0.0	0.0	0.0	1.4383	0.0	0.0	0.0	0.0	8.0679	0.0	1.7355	0.0	0.0	6.3997	1.251	0.0	4.8485	0.0	4.4436	2.4087	4.5993	0.0	0.0	0.0	0.0	0.0	1.9107	0.4542	0.0	6.9425	0.3785	6.4055	7.1073	2.7268	7.7378	5.9995	4.4121	0.8319	0.0	0.0	0.0	0.4005	1.0	0.0	2.7049	7.392	0.0	2.359	0.0	3.9644	0.0	1.0	0.0	0.0	4.813	0.0	0.0	3.3377	0.0	2.1177	0.0	1.8639	4.5379	5.4502	0.0	0.0	0.0	2.4249	0.0	0.0	0.0	0.275	0.0	0.0	4.8909	2.8718	4.4803	0.0	4.7038	0.0	0.0	0.0	0.0	1.0	0.0	1.3219	1.8992	0.0	0.0	2.1375	0.2869	0.0	0.0	5.8222	0.0	0.0	4.7565	3.0339	2.3103	0.0	0.0	6.3509	0.0	3.6241	0.0	0.0	6.1753	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0635	1.5945	5.7393	0.0	0.0	2.2172	0.4114	4.5392	0.3561	2.4515	0.0	2.488	3.7803	3.3434	0.0	0.0	0.0	4.1635	0.0	0.0	0.0	2.6276	0.0	0.0	4.0575	0.0	2.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9184	0.0	0.0	0.0	0.0	2.0	4.4269	0.0	1.0	1.6508	0.0	3.9458	0.0	0.0	0.0	0.0	0.757	0.0	0.0	1.7004	0.0	0.848	0.9855	0.0	2.373	1.8718	3.1127	0.4222	2.3161	1.0	0.0	5.8676	0.3561	0.0	0.0	6.4519	0.0	2.9891	3.2188	4.6047	1.1827	0.0	0.0	4.193	1.0704	3.7549	4.272	0.0	0.0	0.0	0.0	3.3799	0.0	0.0	0.0	3.0197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.5385	0.0	3.211	0.0	1.4222	0.0	0.0	0.9782	2.275	0.0	0.0	0.0	0.0	5.761	5.3208	0.0	0.3785	0.0	0.0	0.0	0.0	0.0	0.0	0.3219	0.0	0.0	0.0	0.0	0.0	0.0	2.848	0.6229	0.0	2.2987	0.0	0.4854	2.4803	2.1177	0.0	1.251	1.0	2.1731	2.7549	2.9088	5.6088	1.0	0.0	1.0	2.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9863	1.6462	2.4114	0.0	1.157	0.0	0.0	0.0	0.0	0.0	3.6053	0.0	0.0	0.0	1.0426	0.0	0.0	0.0	1.2203	5.6366	1.9523	0.0	0.0	0.0	0.0	5.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8587	1.384	0.0	1.8992	0.0286	0.0	0.0	0.0	1.585	0.2141	0.0	0.7655	0.0	4.1127	0.2016	6.6974	0.0	2.3646	0.0	0.0	2.6622	5.3012	1.3896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3219	0.0	0.0	0.0	0.0	0.0	1.6323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433	0.0	0.8074	0.0	0.0	6.3796	0.0	6.1583	0.0	0.0	3.7824	1.1243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5361	0.0	0.3219	2.5336	0.0	2.4114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4751	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6871	0.0	2.516	0.0	0.0	0.0	0.0	2.5336	0.0	0.0	0.0	0.4005	0.4647	0.0	2.4383	0.0	0.0	2.0	4.5928	0.0	0.0	6.2213	0.0	0.0	4.2227	0.0	0.0	0.0	0.0	0.0	0.0	2.0036	0.3896	0.0	0.0	0.0	0.0	5.7774	0.0	0.0	2.5826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1538	2.8699	3.8074	0.0	3.2705	0.516	0.0	2.5509	1.384	5.0264	0.0	0.0	3.1843	0.0	2.3533	0.0	0.0	4.2847	0.0	0.0	4.4356	2.4168	1.0
ARG1-202	ENST00000356962.2	3.3219	0.0	3.3219	0.0	0.0	3.7004	0.0	0.0426	0.0	0.0	0.0	1.585	0.0	0.0	1.585	0.0	0.0	2.0	2.7225	0.0	0.0	0.0	5.745	1.373	1.3103	0.0	0.0	5.4026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	0.0	1.0	1.4276	2.4568	0.0	0.0	0.0	0.0	1.157	5.8992	4.5116	1.1953	2.0	3.5385	2.0461	2.0	7.1861	0.0	1.4168	0.0	0.0	0.0	0.0	2.585	5.5226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1699	0.0	0.0	1.3951	2.8074	0.0	0.0	4.7241	3.6485	1.251	5.8681	0.0	0.0	0.0	0.0	0.0	0.0	1.4222	0.0	0.0	0.0	4.717	2.0531	4.0764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7832	2.5084	2.1243	0.0	4.7602	0.0	0.0	0.0	1.3951	1.0	0.0	0.0	3.7247	0.0	0.0	4.607	0.0	0.0	0.0	0.0	3.7004	0.0	0.0	0.0	0.0	0.0	2.9069	0.0	0.0	2.8074	2.926	2.5311	0.0	0.0	0.0	0.0	0.0	0.0	4.7975	0.0	0.0	0.0	4.5729	1.1763	0.0	0.0	0.0	6.3012	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	5.9745	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.3219	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.7729	0.0	1.4436	0.0	0.0	0.0	4.634	0.0	2.3219	0.0	0.0	3.9495	0.0	0.0	1.0	0.0	2.8074	0.0	0.0	2.7463	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.3219	0.0	0.0	7.7376	0.0	0.0	4.9937	0.0	0.0	1.585	5.2854	0.0	0.0	0.0	0.0	0.0	7.1059	0.0	0.0	2.5898	0.0	0.0	0.0	0.0	1.4114	0.0	0.0	0.0	5.8968	1.4436	0.0	0.0	4.7131	0.0	0.0	0.0	0.0	3.4236	1.0	1.0286	0.0	0.0	6.8909	0.0	0.0	3.9069	0.0	3.585	4.275	0.0	1.6554	1.585	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.4957	0.0	2.3219	0.0	0.0	0.0	0.0	1.7312	0.0	0.0	3.1424	3.3406	0.0	0.0	0.0	0.3896	4.3009	0.0	0.0	0.0	2.8074	5.1981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0479	3.8074	0.0	1.0	0.0	2.6392	0.0	4.7049	2.3219	0.0	0.0	0.0	0.0	1.852	0.0	0.0	0.0	4.5741	0.0	0.0	1.0	0.0	3.6611	0.0	0.0	1.0	0.0	0.0	2.585	0.0	0.0	9.5071	0.0	0.0	3.3219	0.0	0.0	0.0	2.0	0.0	2.3306	0.0	0.0	0.0	0.0	4.101	0.0	0.5656	6.5306	1.4168	5.5314	2.6159	6.272	2.0	4.6473	0.0	5.5919	6.4757	0.0	2.585	0.0	0.0	0.0	0.0	2.0	7.2224	0.0	0.0	0.0	4.1699	1.0	0.0	1.9373	1.585	6.5962	3.2311	0.0	3.2126	1.9928	3.4594	0.0	0.0	4.2165	0.0	1.0	0.0	0.0	0.0	2.7761	5.8268	0.0	0.0	1.0	0.0	0.0	6.2578	3.2296	0.0	1.0	0.0	0.0	2.585	6.2225	4.1699	0.0	0.0	0.0	1.0	1.0	1.585	0.0	0.0	0.0	0.0	0.0	2.585	0.0	5.0815	2.8074	0.0	1.0	0.0	2.0	1.406	1.0	0.0	2.0	0.0	0.0	1.0	7.0137	1.0	0.0	5.3691	0.0	1.585	1.0	0.0	3.0	2.0	2.3219	1.0	4.5741	0.0	1.4594	0.0	0.0	0.0	2.0	3.0391	1.585	0.0	6.3103	0.0	3.3391	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	3.8074	1.0	4.696	7.4918	0.0	3.0	1.585	0.0	0.0	0.0	0.0	1.0	1.0	2.5059	2.9107	0.0	0.0	1.0	1.0	0.0	4.8445	0.0	0.0	5.1918	0.0	1.585	0.0	2.585	1.585	3.2987	1.0	0.0	0.0	0.0	1.4276	2.6276	3.511	0.0	0.0	4.9359	0.0	0.0	4.0383	1.585	0.0	0.0	2.8074	0.0	0.0	1.0	2.8074	1.585	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3001	2.0	0.0	0.0	0.0	5.4535	0.0	1.585	6.2848	0.0	0.0	0.0	0.0	0.0
