transcript_id,TCGA-M8-A5N4-01,TCGA-IB-7890-01,TCGA-Q3-AA2A-01,TCGA-LB-A9Q5-01,TCGA-IB-8126-01,TCGA-3A-A9IZ-01,TCGA-HZ-7924-01,TCGA-HZ-A49H-01,TCGA-IB-A5SO-01,TCGA-2J-AABU-01,TCGA-IB-A6UG-01,TCGA-3A-A9IC-01,TCGA-IB-7887-01,TCGA-H6-A45N-11,TCGA-HV-A5A3-01,TCGA-3E-AAAY-01,TCGA-IB-AAUO-01,TCGA-3A-A9IL-01,TCGA-H6-8124-01,TCGA-HZ-8315-01,TCGA-2J-AABR-01,TCGA-FB-AAPZ-01,TCGA-HZ-A8P0-01,TCGA-F2-6880-01,TCGA-HV-A7OP-01,TCGA-H6-8124-11,TCGA-HZ-A4BK-01,TCGA-XD-AAUH-01,TCGA-3A-A9IS-01,TCGA-RB-A7B8-01,TCGA-IB-A5SP-01,TCGA-IB-AAUT-01,TCGA-IB-7644-01,TCGA-HZ-A8P1-01,TCGA-3A-A9IR-01,TCGA-2J-AABK-01,TCGA-XN-A8T5-01,TCGA-LB-A8F3-01,TCGA-YB-A89D-11,TCGA-F2-7276-01,TCGA-H6-A45N-01,TCGA-HV-A5A4-01,TCGA-HV-A5A3-11,TCGA-HZ-7923-01,TCGA-HZ-A77Q-01,TCGA-HV-A7OL-01,TCGA-IB-7889-01,TCGA-HZ-7926-01,TCGA-3A-A9IV-01,TCGA-HZ-A49G-01,TCGA-2L-AAQM-01,TCGA-IB-AAUM-01,TCGA-2L-AAQE-01,TCGA-F2-A7TX-01,TCGA-US-A77G-01,TCGA-FB-AAPP-01,TCGA-US-A779-01,TCGA-FB-A545-01,TCGA-IB-7893-01,TCGA-S4-A8RP-01,TCGA-HZ-8002-01,TCGA-IB-7645-01,TCGA-3A-A9IU-01,TCGA-2J-AAB8-01,TCGA-2J-AABP-01,TCGA-IB-7651-01,TCGA-IB-AAUP-01,TCGA-XD-AAUG-01,TCGA-US-A77J-01,TCGA-2J-AABI-01,TCGA-HV-A5A5-01,TCGA-3A-A9I9-01,TCGA-YY-A8LH-01,TCGA-S4-A8RO-01,TCGA-XN-A8T3-01,TCGA-IB-7885-01,TCGA-HZ-A4BH-01,TCGA-HZ-8003-01,TCGA-IB-A5SQ-01,TCGA-FB-AAPS-01,TCGA-HZ-8636-01,TCGA-2J-AAB9-01,TCGA-HZ-7918-01,TCGA-2J-AABA-01,TCGA-IB-A7LX-01,TCGA-HZ-8519-01,TCGA-2L-AAQA-01,TCGA-2J-AABE-01,TCGA-FB-AAQ2-01,TCGA-HZ-7289-01,TCGA-HZ-A77P-01,TCGA-IB-AAUS-01,TCGA-3A-A9IB-01,TCGA-HZ-7922-01,TCGA-IB-AAUR-01,TCGA-FB-A78T-01,TCGA-3A-A9IO-01,TCGA-IB-8127-01,TCGA-HZ-8317-01,TCGA-2L-AAQI-01,TCGA-IB-7886-01,TCGA-IB-AAUW-01,TCGA-US-A776-01,TCGA-Z5-AAPL-01,TCGA-XD-AAUI-01,TCGA-3A-A9IH-01,TCGA-FB-A4P6-01,TCGA-HZ-A77O-01,TCGA-3A-A9I7-01,TCGA-HZ-8638-01,TCGA-3A-A9J0-01,TCGA-IB-7654-01,TCGA-HZ-A9TJ-06,TCGA-2L-AAQL-01,TCGA-HZ-A9TJ-01,TCGA-IB-AAUQ-01,TCGA-IB-7888-01,TCGA-XD-AAUL-01,TCGA-IB-7891-01,TCGA-2J-AABV-01,TCGA-FB-AAQ1-01,TCGA-2J-AABF-01,TCGA-FB-AAPY-01,TCGA-FB-A4P5-01,TCGA-2J-AAB6-01,TCGA-IB-A6UF-01,TCGA-H8-A6C1-01,TCGA-IB-7897-01,TCGA-IB-AAUN-01,TCGA-HV-AA8V-01,TCGA-US-A774-01,TCGA-IB-7652-01,TCGA-Q3-A5QY-01,TCGA-FB-AAPU-01,TCGA-OE-A75W-01,TCGA-IB-7649-01,TCGA-HZ-A49I-01,TCGA-HV-A5A6-01,TCGA-US-A77E-01,TCGA-F2-A8YN-01,TCGA-RL-AAAS-01,TCGA-2J-AABT-01,TCGA-L1-A7W4-01,TCGA-2L-AAQJ-01,TCGA-FB-A5VM-01,TCGA-HZ-8637-01,TCGA-2J-AAB4-01,TCGA-3A-A9IJ-01,TCGA-S4-A8RM-01,TCGA-HZ-7919-01,TCGA-IB-A5ST-01,TCGA-IB-A5SS-01,TCGA-F2-A44H-01,TCGA-YH-A8SY-01,TCGA-F2-A44G-01,TCGA-2J-AABO-01,TCGA-HZ-7925-01,TCGA-3A-A9IN-01,TCGA-FB-AAPQ-01,TCGA-3A-A9I5-01,TCGA-2J-AABH-01,TCGA-3A-A9IX-01,TCGA-3E-AAAZ-01,TCGA-FB-AAQ0-01,TCGA-HZ-8005-01,TCGA-IB-7646-01,TCGA-YB-A89D-01,TCGA-IB-AAUU-01,TCGA-LB-A7SX-01,TCGA-HZ-8001-01,TCGA-HZ-7920-01,TCGA-PZ-A5RE-01,TCGA-2J-AAB1-01,TCGA-HV-AA8X-01,TCGA-IB-A7M4-01,TCGA-F2-6879-01,TCGA-IB-7647-01,TCGA-RB-AA9M-01,TCGA-FB-A7DR-01,TCGA-FB-AAQ6-01,TCGA-F2-7273-01,TCGA-IB-AAUV-01,TCGA-FB-AAQ3-01
ENST00000580907,-0.3022,-0.9406,-9.9658,-0.013,1.736,1.0711,-0.9406,1.1897,-1.6394,-2.6349,0.1776,-0.013,-9.9658,-1.9942,-2.5479,2.0912,1.3956,0.4865,0.3115,0.8164,2.9469,1.6558,0.2029,-2.1779,-9.9658,2.9205,-0.2845,2.9052,-0.6193,-1.9942,-1.7809,2.8681,-1.4699,-1.5105,-0.7346,0.9493,3.5149,-0.2498,1.9226,3.3307,-0.013,-0.1345,4.1644,2.1114,2.8779,-1.9379,1.0573,0.044,-3.816,2.9432,-9.9658,-0.3566,-2.114,-0.5543,-0.8599,-9.9658,-9.9658,-9.9658,-0.0725,1.2455,1.6558,3.1162,-0.8339,0.517,-0.9406,-0.7108,-9.9658,0.4657,0.1124,-0.3201,0.24,0.517,-9.9658,-3.6259,-0.7346,-1.0862,0.8726,-0.0725,-0.9132,-0.8599,1.0779,1.9968,0.3573,-1.685,0.2154,-0.4131,-0.4921,-0.2845,-9.9658,-4.6082,0.2154,1.4335,0.5069,-0.9132,2.6278,-0.6643,-3.1714,-1.0862,1.7617,0.9642,0.9038,1.9749,-0.7108,2.5413,1.1316,0.4865,-0.0277,-0.0425,-0.8599,1.3225,0.6145,-1.3183,0.2277,-0.0425,-0.6643,-0.4325,1.3791,-0.2328,0.8246,-4.2934,-9.9658,2.0946,0.7664,-9.9658,-1.9942,1.3225,-0.0277,1.3735,-0.9406,0.044,1.0915,-0.013,1.5514,-3.6259,-0.9686,-4.035,0.2642,-2.1779,-0.9971,-2.5479,1.3109,1.2394,-1.1488,-0.4521,-0.1345,-0.0877,1.949,0.605,-0.4719,-0.2671,0.0718,-0.0725,0.6969,-0.7588,-0.6193,-0.6193,0.2881,2.6348,1.1447,-1.8314,2.0465,2.5338,-1.4305,-1.5951,-9.9658,-0.5756,0.3796,-1.3548,1.4174,1.3511,0.1776,-1.4699,-5.5735,-0.8863,-1.5105,-2.6349,0.5955,3.5449,1.1512,-9.9658,1.0779,1.4174,-0.7108
ENST00000597453,0.1124,0.3115,2.6895,-9.9658,-0.5125,0.6145,-2.4659,-1.2828,0.4552,-9.9658,0.9862,0.2762,-0.8863,1.8762,2.2421,1.1577,0.7407,-0.8084,-0.0574,-0.7834,0.7321,3.3577,-0.7346,-9.9658,-9.9658,-0.9686,-1.1488,2.8341,-0.3383,-0.7108,-1.1488,0.0014,-0.5543,-0.5756,-1.9942,0.3796,1.6695,-0.3383,0.6699,0.2154,-0.3383,0.4447,0.3796,1.7141,0.4967,0.5859,1.412,-2.0529,-9.9658,0.346,-9.9658,-2.1779,-1.7809,-2.2447,-1.9379,-9.9658,-0.0425,0.7493,0.0014,2.3337,1.0007,0.1903,1.1641,0.346,2.1013,-2.3147,1.1512,0.6517,1.8722,-9.9658,0.1519,-1.4305,1.334,1.2815,1.4335,0.8408,-9.9658,-0.4521,-0.8863,0.1648,-0.1993,-0.6643,2.2144,1.3225,1.2394,-0.2498,0.099,0.8726,0.058,-9.9658,-0.7834,1.9527,1.5115,1.8323,2.496,0.8246,-0.2328,0.24,-9.9658,-1.8314,2.5011,0.8327,-0.7588,3.2959,1.6604,-9.9658,0.7146,-0.2671,0.5069,-0.5973,1.0363,-2.3884,-0.5125,-0.5756,1.0222,0.6608,1.5366,0.4125,-0.0574,0.6145,-9.9658,0.24,1.9073,0.605,3.0961,0.8568,-0.9132,2.3536,0.1776,-0.0277,1.4174,-0.3383,2.3843,-9.9658,0.5568,-9.9658,0.6145,0.8488,1.1117,-0.9132,1.0642,-0.1993,0.0854,-0.5125,0.6517,1.2394,0.8164,-9.9658,1.3846,1.7702,1.2333,-0.9406,-9.9658,1.2992,-0.2671,2.0325,-0.1665,-9.9658,-9.9658,-0.394,0.3231,1.6234,-0.5973,0.8327,1.0079,1.8918,1.5806,-0.9132,0.4125,2.609,1.614,-0.2671,0.346,-1.6394,0.8568,0.4865,2.5238,-0.0574,1.5165,0.3685,0.9038,0.537,0.1903
ENST00000389474,-4.035,-1.4699,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.1779,-3.816,-3.458,-9.9658,-3.1714,-2.7274,-3.6259,-9.9658,-2.6349,-9.9658,-3.6259,-4.2934,-3.1714,-3.1714,-5.5735,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-3.1714,-3.1714,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-2.6349,-9.9658,-2.3884,-4.6082,-3.6259,-9.9658,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-3.816,-9.9658,-5.5735,-3.0469,-3.6259,-9.9658,-9.9658,-3.1714,-3.458,-3.6259,-1.5951,-3.6259,-9.9658,-3.0469,-9.9658,0.2154,-2.1779,-3.458,-3.458,-9.9658,-4.035,-9.9658,-2.9324,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-3.1714,-3.0469,-4.2934,-9.9658,-5.0116,-9.9658,-0.0425,-3.1714,-4.2934,-2.4659,-9.9658,-9.9658,-3.816,-2.3884,-2.1779,-4.6082,-3.6259,-9.9658,-4.035,-4.035,-9.9658,-9.9658,-3.1714,-3.1714,-9.9658,-9.9658,-1.4699,-9.9658,-9.9658,-4.6082,-2.2447,-9.9658,-3.3076,-4.6082,-3.458,-4.6082,-4.2934,-2.2447,-9.9658,-3.816,-4.2934,-9.9658,-9.9658,-3.1714,-9.9658,-2.114,-2.6349,-9.9658,-2.7274,-4.6082,-9.9658,-2.4659,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-2.3884,-4.035,-3.3076,-6.5064,-2.7274,-3.816,-5.0116,-1.5951,1.3109,-9.9658,-9.9658,-2.6349,-2.114,-4.6082,-9.9658,-3.3076,-4.2934,-4.6082,-9.9658,-4.035,-4.6082,-4.6082,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-2.8262,-1.4699,-3.3076,-9.9658,-2.1779,-9.9658,-5.5735,-3.1714,-2.114,-4.6082,-9.9658,-9.9658,-9.9658
ENST00000554715,1.1641,-1.3921,0.1388,-1.1488,-3.816,1.2576,0.517,-3.3076,0.5568,0.1388,1.5661,0.099,-1.3921,-3.1714,0.8327,-0.5973,-0.0725,-9.9658,-0.8084,0.0854,1.0293,3.0127,-0.013,-9.9658,-9.9658,-1.5951,0.4125,0.5069,-9.9658,0.4865,0.8164,0.5568,-0.5543,1.4335,-9.9658,1.0915,-2.3884,-2.5479,0.1776,-1.8314,0.9115,0.7321,-9.9658,-0.0574,-0.4325,-9.9658,-3.1714,-0.0725,-9.9658,-1.0862,-2.7274,-0.1828,1.125,-1.2828,1.9415,0.6425,-3.1714,-0.9132,-1.1488,0.4552,-0.7108,-9.9658,1.949,1.8801,-9.9658,-0.5125,0.1519,0.3573,-9.9658,-0.1031,-1.1172,-2.0529,1.9415,0.517,-1.7809,-2.5479,1.0151,-1.7322,-2.8262,-0.2845,-0.4719,-0.9686,-1.7809,0.6699,2.8877,-2.7274,2.6232,1.0433,0.5763,-1.3183,-0.4131,0.2642,0.9268,-0.5332,-0.6873,1.3791,-2.9324,0.6145,-0.7108,1.105,1.1577,-0.5125,0.6145,-0.9686,1.1706,-0.7108,1.0642,-0.7834,0.2881,0.1388,1.8242,-1.8836,1.1577,-2.1779,2.3106,1.3397,-1.7809,0.9115,-3.3076,-4.2934,0.8164,1.4704,0.4967,-1.2828,2.0569,1.6045,0.3346,-2.3147,-0.7108,1.5316,-1.9942,-0.4131,-1.7809,2.5852,0.099,-9.9658,2.5658,-2.9324,0.8647,1.3791,-3.0469,-0.1665,0.7493,0.1388,-2.5479,-0.5973,2.1411,-9.9658,3.309,0.2277,-1.3921,-1.9379,-0.7108,0.2762,-0.013,0.6517,-1.3548,-9.9658,3.2297,-1.2828,1.6466,-1.685,0.7058,2.5011,-0.3201,-2.1779,0.1124,0.679,-1.0559,-4.035,-1.8836,1.1184,0.346,0.9493,0.03,0.2154,-0.1187,0.688,-0.1828,0.9343,-2.4659,-0.5973,-0.1993
ENST00000598758,0.8408,3.8044,4.6404,-2.1779,0.7493,3.1523,-0.0877,0.03,1.4228,4.1186,1.3735,3.2096,2.6255,2.1638,1.2875,1.7185,2.828,0.3685,1.1117,1.5661,2.1925,3.3492,2.0465,-1.5105,3.4856,0.8568,1.4281,3.66,0.6145,2.3451,-0.0574,1.3109,1.7229,1.9712,0.2029,2.4306,2.8819,0.5666,3.2915,2.9692,0.8082,-0.2328,0.8805,2.6019,2.0218,3.7094,3.7496,1.4962,0.9568,-2.1779,0.7999,0.2522,2.5388,0.6332,-0.8863,0.4967,3.5098,2.3953,3.6042,2.5996,2.5363,3.4596,1.6785,4.0567,3.6972,1.6374,1.6649,2.4252,3.3828,0.9568,0.8408,1.7009,2.6348,1.2455,2.7139,3.5982,0.8164,0.8408,2.6441,2.6918,1.3735,1.9188,3.3307,3.3591,1.5266,0.4447,1.7744,2.7292,3.4791,-1.5522,1.4859,2.3308,2.3536,3.7804,1.3283,3.1876,1.2756,0.8647,-1.0559,-0.1828,3.1924,1.0847,0.6699,3.7017,3.4251,0.8488,-0.1993,0.7579,2.1047,-0.3201,2.8936,1.8722,1.9034,3.2856,2.1606,3.1637,3.5742,2.167,2.9562,1.6875,3.7825,1.7489,4.287,0.4125,4.5736,2.296,0.8726,3.1523,1.9149,3.0515,1.9859,1.0915,2.7227,1.6558,4.3876,2.3508,-0.3201,1.3956,2.791,1.7828,2.3106,1.8722,1.3901,2.0946,4.0287,0.8568,2.3077,1.0573,1.9073,3.7291,2.4985,2.578,1.4652,3.9974,1.5266,3.7496,3.5098,0.9935,2.3479,4.835,2.0707,2.7292,1.7403,3.0181,1.9073,3.055,1.9638,2.1476,0.3796,4.1852,3.2841,2.6828,2.8034,0.8961,1.1184,2.7951,3.652,0.7664,2.0218,2.4831,2.5536,2.2113,3.47
ENST00000275196,-4.2934,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-4.6082,-3.6259,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-3.1714,-9.9658,-2.3147,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-2.3884,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-3.816,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-1.5951,-9.9658,-9.9658,-6.5064,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-4.2934,-9.9658,-9.9658,-3.458,-4.035,-9.9658
ENST00000381577,0.2881,0.7832,-1.6394,-0.4719,0.0158,0.2522,0.688,0.2277,0.5666,0.7999,-0.2498,0.1776,-0.2671,1.9377,-0.6873,0.3685,0.9642,-0.0277,1.7575,1.8918,0.4761,-0.0877,-1.7809,-1.9379,-9.9658,0.1519,1.2147,0.2998,-0.4719,-0.0277,-0.1504,0.9038,0.1776,-1.0262,-1.1488,0.044,0.8488,-2.1779,1.1184,1.0779,-0.8599,0.3115,0.2522,1.7702,1.334,0.4016,-0.9132,1.6558,-0.4719,1.0642,-1.2828,-0.3383,-0.4131,1.8242,-1.8836,-0.1665,-1.9379,0.4016,2.1378,0.5859,1.7744,1.5514,-0.4325,-0.1031,1.6604,1.5563,0.8246,-0.4719,0.0854,-0.1828,-0.2159,-1.2142,0.1903,0.6145,0.9642,0.7748,1.5709,0.3907,0.3231,-0.3566,1.7009,-0.1187,1.5013,-1.9942,1.7273,1.0433,-0.1828,-0.0877,0.099,-0.9686,-1.4699,0.7748,1.334,0.4761,1.125,-0.2671,-0.6416,1.8201,-0.1345,0.03,1.7912,0.679,0.1257,1.3051,-0.0725,0.434,1.0847,0.03,0.2154,1.4174,-1.1811,-0.7346,-0.3566,-2.5479,-0.5125,0.8726,1.1706,0.24,1.4808,-9.9658,-9.9658,1.1833,-1.4305,0.679,2.5683,0.5568,0.1388,1.9302,1.0007,0.6699,0.688,0.9568,0.0718,-0.7588,-1.0262,-0.5543,0.5955,-9.9658,-0.1031,-0.4921,-0.6193,-0.2159,0.6332,-1.3548,-2.2447,3.0163,1.1117,-4.6082,0.099,2.128,-0.2498,1.7995,0.2029,0.7058,0.4125,-1.8314,0.7579,-1.1488,-0.6193,-1.3921,-1.1172,0.7493,-1.6394,-1.3921,1.7273,2.8974,1.334,0.679,-3.6259,-2.114,1.2271,0.679,0.7146,-1.9942,-0.6643,0.537,0.5859,0.4016,1.7316,-1.3548,0.9493,0.2522,-0.9132
ENST00000421973,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000506181,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000507590,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
