transcript_id,TCGA-M8-A5N4-01,TCGA-IB-7890-01,TCGA-Q3-AA2A-01,TCGA-LB-A9Q5-01,TCGA-IB-8126-01,TCGA-3A-A9IZ-01,TCGA-HZ-7924-01,TCGA-HZ-A49H-01,TCGA-IB-A5SO-01,TCGA-2J-AABU-01,TCGA-IB-A6UG-01,TCGA-3A-A9IC-01,TCGA-IB-7887-01,TCGA-H6-A45N-11,TCGA-HV-A5A3-01,TCGA-3E-AAAY-01,TCGA-IB-AAUO-01,TCGA-3A-A9IL-01,TCGA-H6-8124-01,TCGA-HZ-8315-01,TCGA-2J-AABR-01,TCGA-FB-AAPZ-01,TCGA-HZ-A8P0-01,TCGA-F2-6880-01,TCGA-HV-A7OP-01,TCGA-H6-8124-11,TCGA-HZ-A4BK-01,TCGA-XD-AAUH-01,TCGA-3A-A9IS-01,TCGA-RB-A7B8-01,TCGA-IB-A5SP-01,TCGA-IB-AAUT-01,TCGA-IB-7644-01,TCGA-HZ-A8P1-01,TCGA-3A-A9IR-01,TCGA-2J-AABK-01,TCGA-XN-A8T5-01,TCGA-LB-A8F3-01,TCGA-YB-A89D-11,TCGA-F2-7276-01,TCGA-H6-A45N-01,TCGA-HV-A5A4-01,TCGA-HV-A5A3-11,TCGA-HZ-7923-01,TCGA-HZ-A77Q-01,TCGA-HV-A7OL-01,TCGA-IB-7889-01,TCGA-HZ-7926-01,TCGA-3A-A9IV-01,TCGA-HZ-A49G-01,TCGA-2L-AAQM-01,TCGA-IB-AAUM-01,TCGA-2L-AAQE-01,TCGA-F2-A7TX-01,TCGA-US-A77G-01,TCGA-FB-AAPP-01,TCGA-US-A779-01,TCGA-FB-A545-01,TCGA-IB-7893-01,TCGA-S4-A8RP-01,TCGA-HZ-8002-01,TCGA-IB-7645-01,TCGA-3A-A9IU-01,TCGA-2J-AAB8-01,TCGA-2J-AABP-01,TCGA-IB-7651-01,TCGA-IB-AAUP-01,TCGA-XD-AAUG-01,TCGA-US-A77J-01,TCGA-2J-AABI-01,TCGA-HV-A5A5-01,TCGA-3A-A9I9-01,TCGA-YY-A8LH-01,TCGA-S4-A8RO-01,TCGA-XN-A8T3-01,TCGA-IB-7885-01,TCGA-HZ-A4BH-01,TCGA-HZ-8003-01,TCGA-IB-A5SQ-01,TCGA-FB-AAPS-01,TCGA-HZ-8636-01,TCGA-2J-AAB9-01,TCGA-HZ-7918-01,TCGA-2J-AABA-01,TCGA-IB-A7LX-01,TCGA-HZ-8519-01,TCGA-2L-AAQA-01,TCGA-2J-AABE-01,TCGA-FB-AAQ2-01,TCGA-HZ-7289-01,TCGA-HZ-A77P-01,TCGA-IB-AAUS-01,TCGA-3A-A9IB-01,TCGA-HZ-7922-01,TCGA-IB-AAUR-01,TCGA-FB-A78T-01,TCGA-3A-A9IO-01,TCGA-IB-8127-01,TCGA-HZ-8317-01,TCGA-2L-AAQI-01,TCGA-IB-7886-01,TCGA-IB-AAUW-01,TCGA-US-A776-01,TCGA-Z5-AAPL-01,TCGA-XD-AAUI-01,TCGA-3A-A9IH-01,TCGA-FB-A4P6-01,TCGA-HZ-A77O-01,TCGA-3A-A9I7-01,TCGA-HZ-8638-01,TCGA-3A-A9J0-01,TCGA-IB-7654-01,TCGA-HZ-A9TJ-06,TCGA-2L-AAQL-01,TCGA-HZ-A9TJ-01,TCGA-IB-AAUQ-01,TCGA-IB-7888-01,TCGA-XD-AAUL-01,TCGA-IB-7891-01,TCGA-2J-AABV-01,TCGA-FB-AAQ1-01,TCGA-2J-AABF-01,TCGA-FB-AAPY-01,TCGA-FB-A4P5-01,TCGA-2J-AAB6-01,TCGA-IB-A6UF-01,TCGA-H8-A6C1-01,TCGA-IB-7897-01,TCGA-IB-AAUN-01,TCGA-HV-AA8V-01,TCGA-US-A774-01,TCGA-IB-7652-01,TCGA-Q3-A5QY-01,TCGA-FB-AAPU-01,TCGA-OE-A75W-01,TCGA-IB-7649-01,TCGA-HZ-A49I-01,TCGA-HV-A5A6-01,TCGA-US-A77E-01,TCGA-F2-A8YN-01,TCGA-RL-AAAS-01,TCGA-2J-AABT-01,TCGA-L1-A7W4-01,TCGA-2L-AAQJ-01,TCGA-FB-A5VM-01,TCGA-HZ-8637-01,TCGA-2J-AAB4-01,TCGA-3A-A9IJ-01,TCGA-S4-A8RM-01,TCGA-HZ-7919-01,TCGA-IB-A5ST-01,TCGA-IB-A5SS-01,TCGA-F2-A44H-01,TCGA-YH-A8SY-01,TCGA-F2-A44G-01,TCGA-2J-AABO-01,TCGA-HZ-7925-01,TCGA-3A-A9IN-01,TCGA-FB-AAPQ-01,TCGA-3A-A9I5-01,TCGA-2J-AABH-01,TCGA-3A-A9IX-01,TCGA-3E-AAAZ-01,TCGA-FB-AAQ0-01,TCGA-HZ-8005-01,TCGA-IB-7646-01,TCGA-YB-A89D-01,TCGA-IB-AAUU-01,TCGA-LB-A7SX-01,TCGA-HZ-8001-01,TCGA-HZ-7920-01,TCGA-PZ-A5RE-01,TCGA-2J-AAB1-01,TCGA-HV-AA8X-01,TCGA-IB-A7M4-01,TCGA-F2-6879-01,TCGA-IB-7647-01,TCGA-RB-AA9M-01,TCGA-FB-A7DR-01,TCGA-FB-AAQ6-01,TCGA-F2-7273-01,TCGA-IB-AAUV-01,TCGA-FB-AAQ3-01
ENST00000556263,1.6187,-1.1811,-2.3147,-1.3921,-1.0862,-0.5543,0.7146,-0.5543,-0.8599,-9.9658,0.2154,-0.7346,-0.4719,-9.9658,0.6517,0.2762,-9.9658,-9.9658,-0.8863,-0.3022,-1.8314,0.346,-1.2828,-2.9324,-9.9658,-0.9406,0.044,-2.2447,-9.9658,-0.013,1.3397,0.1124,0.346,-0.1828,-9.9658,-1.3921,-9.9658,-1.9942,0.2998,-9.9658,0.8647,0.3907,-9.9658,-9.9658,-1.9379,0.1257,-1.7322,0.1519,-9.9658,-0.5973,-9.9658,-9.9658,-9.9658,0.1124,1.0007,-9.9658,0.2277,0.688,-1.3548,-0.1665,-0.7588,-1.3921,1.196,-0.5332,-2.1779,0.517,-2.5479,-9.9658,-1.3183,-2.8262,-1.4699,-2.9324,0.679,0.346,-1.4305,-9.9658,1.0079,-9.9658,-2.1779,-0.8084,-1.5105,-1.4699,-3.6259,-1.7809,0.434,-3.0469,0.9419,-0.6643,-1.5951,0.7664,-0.4921,-0.7346,-1.0262,-0.7346,-2.114,0.9419,-9.9658,0.7916,-0.8863,-0.3752,-0.7834,0.1776,0.1776,-9.9658,0.4016,-9.9658,-0.7108,-9.9658,-1.3921,-1.8836,-0.1665,-1.8314,-2.3884,-0.3566,-0.6193,-0.4719,-0.5125,-0.6873,-2.9324,-9.9658,-9.9658,-0.5125,-2.7274,-9.9658,0.3346,0.3346,-2.7274,-9.9658,-1.3183,-1.1172,0.4657,0.3685,-2.5479,0.2277,1.3846,-2.7274,1.105,-0.2498,-1.3548,0.5568,-9.9658,-0.6873,0.7579,1.0573,-0.2845,-0.9686,0.3231,-9.9658,1.196,-0.6416,-0.1187,1.4174,-1.1811,-2.2447,-9.9658,-1.9379,-1.2828,-9.9658,0.1124,-2.8262,-0.9971,-1.685,0.1257,0.7579,0.5955,-1.4699,0.3796,-0.2159,-0.1504,-9.9658,-3.458,1.8879,-0.1345,-0.7108,0.346,0.3231,-2.6349,-1.2828,-1.0862,-1.3548,-0.2328,-1.0262,-0.0725
ENST00000254301,9.4688,8.9824,8.8402,7.3029,6.6035,9.0932,9.4051,8.1473,8.4965,9.4604,8.6856,8.3095,8.74,4.8017,9.6967,8.8438,8.7275,4.4377,8.7278,9.4417,8.1516,9.6691,8.3506,4.3227,6.5601,8.1118,9.0747,8.0226,1.9188,8.8815,9.7062,7.9226,9.4807,9.1403,3.3293,8.8651,8.0974,7.948,8.8693,7.6483,8.8729,9.6929,7.9836,8.2032,9.2574,9.5567,9.2827,8.9377,3.8769,8.2872,4.9227,6.7173,9.5585,8.6833,9.4472,8.8544,9.4594,9.2598,8.4919,8.9479,8.0018,8.0105,9.6838,8.6753,6.9254,8.6954,8.3086,7.6867,8.082,7.3257,8.4886,7.7376,9.7013,8.9292,8.2484,8.9297,9.283,6.5975,8.1194,8.3245,9.248,7.6857,8.418,8.4874,9.4461,7.1791,9.2507,8.8371,9.2705,9.7962,8.6729,8.9044,8.9282,9.6663,7.782,9.1826,4.0419,9.9454,7.6668,9.6333,9.886,8.7784,9.1121,7.5317,9.2533,9.0092,8.4619,7.7127,9.0481,9.0416,9.3005,8.8275,8.5525,9.6551,9.2274,9.0205,9.5693,9.6202,8.0659,6.1237,8.3451,8.3925,8.9152,8.2253,9.5064,9.1548,4.9741,7.6942,8.6822,9.1045,8.6402,8.659,8.4611,9.0186,9.3823,7.7467,9.8674,8.7018,8.8732,9.5915,8.4713,8.4406,8.9737,9.6465,7.5117,8.4044,9.1208,5.5565,9.9718,10.0362,7.3809,9.8408,7.9372,8.299,9.0508,9.2598,9.1464,5.3516,9.0349,8.2987,8.9809,7.7267,10.092,9.7705,8.9366,9.6031,9.1203,9.9118,8.0674,8.4367,7.5378,10.1563,9.2538,10.0039,9.4731,9.6049,9.2791,8.8256,8.8897,9.2034,7.9547,8.1768,9.6827
ENST00000600196,2.0912,-9.9658,1.2455,-0.0725,-1.8314,0.6969,-1.2828,-0.013,1.614,0.9716,1.3623,2.8341,0.24,1.0433,3.2707,1.4962,1.1706,0.1124,2.6302,0.7493,0.1257,2.2723,1.3167,-9.9658,-0.3022,1.8363,1.7053,1.9226,-1.3183,1.5612,-0.3201,1.8119,-0.9686,0.4865,-9.9658,-1.5951,1.9749,1.7575,2.2452,0.9038,1.8282,1.5514,2.0254,1.5216,1.0711,2.1638,-0.4719,-0.7834,0.0158,-9.9658,1.4065,-0.2159,1.5465,-0.3022,0.4865,-2.1779,1.674,4.1547,0.2522,1.7575,-0.3566,1.2992,1.1184,0.2029,3.1377,0.8246,1.7273,0.6699,2.6371,1.3283,1.7316,-1.3183,2.2543,1.7316,2.0569,0.8805,2.694,-0.7834,1.7786,2.1957,0.0158,0.5568,-0.7588,1.3735,2.5924,0.434,0.9419,0.4125,-0.9406,-4.2934,0.9493,2.3479,2.6067,0.4761,1.9264,1.7489,-0.2159,1.3956,-0.6416,0.9789,-0.4521,0.5271,-1.8314,0.9115,1.334,0.4447,2.5061,2.05,1.3846,-1.2481,0.679,-9.9658,0.3685,2.0254,1.642,0.3115,1.1184,1.8078,-0.4325,-0.5543,0.7233,0.0718,1.9638,3.0876,1.4388,1.125,0.517,0.7664,0.5955,0.9191,1.0711,-0.1187,2.0742,-2.9324,2.7227,-1.5105,2.4883,2.328,1.0293,0.6332,1.5758,1.105,0.2642,1.7316,2.4439,1.2576,-0.2159,1.4494,-0.0877,0.3907,1.0222,1.8996,0.5271,2.3222,2.2421,-0.0425,1.334,0.4125,0.4233,2.9186,-0.0574,0.24,1.0915,-1.0262,2.0707,-0.6643,2.2237,0.679,-0.9686,-0.8599,0.3231,1.6649,0.9789,0.2642,1.0779,0.6969,0.2029,2.05,1.4228,0.1776,1.614,1.949,0.4865
ENST00000368087,-2.7274,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-2.8262,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-3.1714,-1.8314,-9.9658,-9.9658,-9.9658,-0.394,-9.9658,-9.9658,-1.9379,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-2.7274,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,0.8726,-3.6259,0.058,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-1.2481,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.2142,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-1.9379,-3.1714,-9.9658,-4.6082,-3.458,-9.9658,-9.9658,-9.9658,-1.8836,-1.1488,-9.9658,-9.9658,-2.5479,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.7346,-9.9658,-4.2934,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-4.035,-9.9658,-1.4305,-5.0116,-1.6394,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-1.2481,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,5.6494,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-4.6082,-9.9658,-1.0559,-3.816,-9.9658,-9.9658,-3.458,-3.6259,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000407242,3.3407,4.0198,1.412,1.0222,0.8082,1.9302,1.1641,0.9191,3.3521,2.3704,1.3109,3.2632,3.5851,-2.8262,2.2543,2.4544,0.4761,1.6964,2.2813,3.4277,2.9948,2.8158,1.6187,-3.0469,-9.9658,3.3619,2.5263,2.6873,-1.4699,2.9432,1.1316,2.9507,2.3308,1.1117,0.2522,-0.4521,2.7993,-1.0862,3.6961,3.0654,1.177,2.5828,2.8602,2.8034,3.8876,-0.3752,1.614,2.1894,1.6558,2.6693,1.1447,0.8726,1.8078,2.3981,-0.3383,-2.3147,-0.2328,2.6873,4.5772,2.8819,3.4556,4.1409,2.6067,3.5349,4.1392,3.0654,3.1294,3.8541,1.7009,1.8801,3.1129,1.4547,-0.0877,2.0183,3.0127,3.5187,3.1228,2.5263,3.5887,3.6428,3.4635,2.8199,3.4984,2.872,2.0254,2.1862,1.9638,2.694,0.2154,-1.1488,1.736,3.637,2.9525,4.3349,3.2572,0.8647,-0.7108,2.9948,2.1734,2.0569,3.6066,1.8762,-0.7108,1.4065,1.9675,2.0878,2.8462,1.5854,2.9581,-0.0725,2.8799,3.3952,2.2268,0.9343,1.5013,1.884,3.5098,3.5199,3.421,-9.9658,1.2147,2.5413,0.6517,1.7532,2.3871,0.8647,2.1213,3.2692,2.872,3.4583,3.3535,3.2034,0.547,0.9191,-0.8339,2.0979,2.4597,0.9862,2.7422,2.4386,2.1476,1.7532,2.3898,1.7053,1.4962,1.8119,1.7053,-0.6193,1.5514,3.7248,2.8779,3.9232,2.9857,3.2557,2.7594,2.7205,4.4149,0.5069,0.9493,0.4552,2.1798,2.4883,1.6466,0.7832,3.8391,4.1748,3.3235,1.8119,0.8883,2.7051,3.1588,2.3135,2.1638,1.196,0.605,2.1147,3.9938,2.7487,3.6405,1.1641,3.7836,4.3855,-0.3566
ENST00000521480,-3.3076,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-2.9324,-3.6259,-9.9658,-1.6394,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-3.816,-4.035,-9.9658,-3.3076,-9.9658,-2.5479,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-2.5479,-4.2934,-9.9658,-1.3548,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-4.6082,-3.6259,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.9942,-3.6259,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-3.816,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-3.816,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-3.6259,-4.035,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-4.035,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.9971,-3.6259,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.5479,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,-9.9658,-3.458,-9.9658,-9.9658
ENST00000602118,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-4.6082,-9.9658,-6.5064,-1.9379,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7322,-9.9658,-9.9658,2.826,-9.9658,-3.3076,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.9942,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-3.3076,-9.9658,-2.8262,-9.9658,-9.9658,-1.1488,-9.9658,-2.0529,-9.9658,-9.9658,-0.7834,-9.9658,-1.9379,-9.9658,-2.2447,-5.5735,-9.9658,-4.035,-9.9658,-2.114,-9.9658,-9.9658,-1.685,-9.9658,-2.3884,-4.6082,-1.8836,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-3.3076,-9.9658,-2.3884,-2.0529,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.2934,-2.1779,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-2.2447,-9.9658,-9.9658,-0.9132,-9.9658,-2.9324,-9.9658,-1.5105,-9.9658,-2.3884,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-2.1779,-3.458,-0.7834,-4.035,-9.9658,-9.9658,-9.9658,-0.0425,-9.9658,-9.9658,-9.9658,-9.9658,-1.5105,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-5.0116,-9.9658,-9.9658,-2.5479,-9.9658,-9.9658,-1.5522,-4.2934,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-1.7809
ENST00000519154,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000557120,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-0.7346,-1.5105,-6.5064,-1.8836,-0.8599,-9.9658,-2.3147,-9.9658,-0.9406,-9.9658,-1.7809,-1.9942,-2.1779,-0.8084,-1.7322,-2.7274,-9.9658,-9.9658,-0.8339,-9.9658,0.7233,2.1047,-9.9658,-9.9658,-2.4659,-6.5064,-2.5479,-1.2142,-3.0469,-2.5479,-9.9658,-9.9658,-0.8339,-0.9971,-9.9658,-9.9658,-1.2142,-2.0529,-4.2934,-9.9658,-0.4521,0.517,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-1.8314,-9.9658,-2.9324,0.0718,-3.1714,-0.5125,-1.1811,-1.3921,-9.9658,-2.3147,-2.5479,-1.0559,-1.6394,-1.1172,-9.9658,-0.9686,-1.2828,-9.9658,-1.3921,-1.2828,-9.9658,-9.9658,-9.9658,-9.9658,-0.8863,-2.2447,-1.9379,-9.9658,-9.9658,-2.7274,-9.9658,-1.0262,-1.5105,-2.4659,-2.9324,-9.9658,-1.2481,-1.4699,-3.0469,-0.3201,-0.9686,-2.2447,-0.2159,-9.9658,-0.4325,-9.9658,-4.035,-1.7322,-2.6349,-2.9324,-1.9379,-0.9971,-9.9658,-9.9658,-1.4699,-1.3548,-1.4699,-9.9658,-1.3183,-9.9658,-0.7346,-9.9658,-2.1779,-1.1172,-0.3383,-3.816,-9.9658,-9.9658,-1.4699,-1.7322,-9.9658,-2.0529,-9.9658,0.6145,-1.3921,-9.9658,-9.9658,-1.5951,-3.0469,-1.6394,-2.8262,-3.1714,-9.9658,-3.0469,-1.6394,-1.6394,-9.9658,-0.7346,-1.3183,-2.5479,-3.6259,-1.3921,-1.3183,-3.816,-2.6349,-2.9324,-1.4699,-0.4719,-9.9658,-2.6349,-2.0529,-0.7588,-2.2447,-9.9658,-1.3921,-2.6349,-0.3201,-9.9658,-9.9658,-1.2828,-9.9658,-9.9658,-2.5479,-2.114,-3.3076,-2.3884,-1.9942,-2.7274,-1.685,-9.9658,-9.9658,-2.2447,-1.685,-2.1779,-1.5951,0.2642,-1.7809,-1.1488,-9.9658
ENST00000471071,-9.9658,-0.8084,-9.9658,-9.9658,-2.0529,-3.6259,-9.9658,-0.6193,-0.9686,0.0014,-9.9658,-1.3183,-2.8262,-9.9658,-4.035,-9.9658,-1.8314,-4.6082,-2.0529,-2.5479,-4.6082,-2.8262,-3.0469,-9.9658,-9.9658,-0.7108,-1.4699,-9.9658,-9.9658,-9.9658,-9.9658,-1.9379,-2.9324,-2.1779,-5.5735,-9.9658,-1.9379,-9.9658,-1.3183,-0.2328,-1.8836,-9.9658,-9.9658,0.0854,-0.2671,-9.9658,-1.7809,-1.685,-2.7274,-9.9658,-9.9658,-3.0469,-9.9658,-1.3921,-2.6349,-2.5479,-9.9658,-9.9658,-9.9658,-9.9658,-0.1828,-2.114,-1.3548,-1.7322,-0.0725,-2.8262,-0.5973,-0.9971,-9.9658,-9.9658,-9.9658,-4.2934,-1.8314,-9.9658,-1.9379,-1.4305,-9.9658,-1.1172,-1.5951,-1.4699,-0.5756,-9.9658,-0.4521,-2.0529,-9.9658,-3.0469,-3.816,0.1388,-3.3076,-4.035,-2.3147,0.3115,-3.0469,-1.8314,-0.4131,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,0.03,-0.2671,-9.9658,-9.9658,-9.9658,-9.9658,-0.9132,-2.7274,-4.035,-9.9658,-1.3548,-9.9658,-9.9658,-9.9658,-3.1714,-1.3921,-0.9132,-9.9658,-3.1714,-9.9658,-9.9658,-1.1811,-1.2481,-1.685,-2.9324,-3.1714,-9.9658,-0.5973,-9.9658,-9.9658,-0.8084,-3.1714,-9.9658,-9.9658,-9.9658,-2.7274,-1.4305,-9.9658,-9.9658,-1.7322,-9.9658,-1.9379,-9.9658,-9.9658,-9.9658,-0.1993,-9.9658,-4.035,-9.9658,-2.4659,-1.685,-0.8599,-0.3566,-9.9658,-9.9658,-9.9658,-2.3147,-5.5735,-9.9658,-9.9658,-9.9658,-1.1811,-2.0529,-9.9658,-1.3921,-1.685,-9.9658,-2.114,-0.6873,-0.2671,-9.9658,-2.114,-3.1714,-3.0469,-9.9658,-9.9658,-1.9379,-9.9658,-2.7274,-0.3022,-1.7322,-0.7346,-2.3147
