Name	sample	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-8124-11	TCGA-H6-A45N-01	TCGA-H6-A45N-11	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A3-11	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-HZ-A9TJ-06	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7654-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YB-A89D-11	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
LGALS3-206	ENST00000556322	4.5091	2.0	3.9364	0.0	0.0	2.9542	2.1408	3.0409	3.5423	0.0	0.0	2.7115	0.0	0.0	3.0687	0.0	0.0	2.4673	0.0	3.4581	5.238	0.2265	1.774	1.6645	2.9486	2.6276	4.06	0.0	3.4803	0.0	0.0	2.3103	0.0	0.0	0.0	4.1135	0.0	0.0	2.121	4.238	2.1043	3.5945	2.0566	0.0	4.228	2.7613	1.5607	3.7463	2.0566	1.5801	0.0	3.2327	4.0045	0.0	0.0	3.4931	0.0	3.0514	3.6826	3.8699	3.6439	2.6554	4.5154	2.8777	5.1367	3.9709	3.5981	0.0	3.6496	0.0	2.862	0.0	2.3757	0.0	3.5509	0.0	4.0841	2.1953	0.0	3.111	3.7887	0.0	1.4489	1.4957	0.0	0.0	0.0	5.1119	5.0081	0.0	1.6088	1.5211	0.0	3.0496	2.0635	1.9855	3.8094	1.0144	3.3519	2.7803	3.7115	0.0	4.7735	4.6576	4.1432	0.0	1.4276	2.7824	3.3031	0.0	2.1859	3.0652	4.1301	1.6276	0.0	0.0	2.4725	2.211	0.0	3.8904	3.4489	2.7004	2.8115	0.0	0.0	3.1779	0.0	1.5945	1.541	0.0	3.6124	3.557	0.0	0.0	5.0738	2.2203	0.0	4.5223	4.6999	4.1953	2.0286	1.7527	3.3896	2.7719	0.0	2.0179	2.0144	3.0356	3.4343	1.7782	1.9486	4.0339	0.0	2.0215	0.0	0.0	0.4542	3.7866	0.0	1.8115	2.06	2.7203	2.7398	4.0548	2.7377	3.6088	0.0	4.4423	3.4383	3.9791	3.1953	1.5361	0.0	1.8914	3.3576	4.327	0.0	1.9782	0.0	0.9855	0.0	3.025	0.0
LGALS3-207	ENST00000556438	8.5144	10.5056	10.391	8.2589	7.1043	8.7012	9.3255	9.6898	9.514	8.4809	10.5841	9.2303	6.3995	8.8007	9.2923	8.4817	6.5577	11.6675	9.6099	9.5334	10.1304	10.0716	6.0492	9.1199	9.7085	9.6775	10.1044	9.5849	9.2227	5.8349	5.0492	5.8058	5.0644	4.0224	1.6415	10.6432	4.9322	8.737	9.026	9.8989	9.8407	10.6709	10.4546	5.9215	8.794	8.4921	10.444	8.0909	8.4128	10.206	8.3646	9.1438	10.1298	8.0391	11.5224	9.4158	8.783	9.7402	9.9734	10.9679	9.971	11.057	11.0131	9.3362	10.131	10.4441	9.0466	9.5413	8.8148	9.0755	6.989	8.36	10.4385	8.6114	10.4469	9.2605	9.9344	10.7964	8.9226	10.2976	10.0151	9.0792	8.4519	10.118	8.7675	9.1807	9.9477	9.8036	9.697	9.7368	9.3611	8.7387	7.7932	8.709	11.3499	9.2073	8.7149	9.9459	9.7588	10.4292	9.5295	9.4375	10.3994	10.0411	9.6643	7.8942	9.3838	9.1204	9.2654	9.6976	10.2552	9.1729	9.4419	8.518	9.3471	9.2491	8.1587	9.3039	8.9502	8.809	9.5168	10.1421	8.9423	8.4301	9.9798	8.2108	7.8046	8.255	8.0662	8.2258	10.9266	9.7446	9.6364	7.9933	9.3299	7.6217	10.3633	10.1565	10.9907	9.7295	8.6179	8.7457	9.858	9.1565	9.9081	8.7627	9.5587	9.1486	10.4735	8.9769	9.7674	10.2916	9.4432	8.8012	7.3627	10.9505	11.0991	10.9226	10.3568	10.2505	9.7694	9.3759	8.2373	11.5651	9.5111	9.8478	8.8905	10.4255	10.0327	10.6692	10.5146	9.0612	8.0086	8.7958	10.7923	9.969	9.3273	8.1666	9.3013	9.5102	9.2241	10.8496	7.9839
LRRC32-201	ENST00000260061	11.4383	12.2951	11.8542	10.9707	11.44	12.1513	11.5248	12.3788	12.3087	11.3079	10.3248	11.8256	12.565	11.9346	11.2825	9.9678	9.5237	11.622	11.9373	11.7178	12.1461	12.1673	10.6904	10.3701	12.2424	11.3758	13.0627	12.275	12.1982	10.5395	11.7956	11.4369	10.8294	11.2305	9.8514	11.9531	10.1893	12.521	10.6408	12.0888	12.5234	12.1027	10.9975	9.3649	14.4006	12.9937	11.8881	10.8002	11.928	11.4276	11.6468	11.8653	11.7557	12.289	11.8037	12.4564	8.476	10.3105	12.4097	11.2014	12.0264	11.5398	10.2737	10.8354	10.7836	10.2507	10.6691	11.6353	12.6521	11.5516	10.0221	12.0909	10.6015	11.6929	11.8725	11.9521	10.7849	10.8545	6.2808	12.7974	11.4054	8.2948	12.2078	12.0219	12.1482	12.8098	12.7577	11.6083	14.0251	12.3767	12.5411	12.5107	12.2215	12.5857	12.4951	11.394	13.3201	12.526	11.6361	10.8792	12.7846	11.3537	13.028	13.1745	12.0197	10.9795	11.8702	12.5185	12.268	11.2488	12.1358	12.3452	11.9968	12.873	11.1135	13.6442	11.4938	13.649	13.5016	13.205	12.7329	11.6751	12.6408	12.3796	12.0689	12.5888	12.5214	12.2561	12.28	11.5465	13.4138	13.1936	10.9248	13.0805	12.7534	12.3761	11.3528	11.1265	11.0241	9.6698	10.9533	11.7334	10.4731	12.886	11.3253	12.2603	12.4922	12.3814	11.8172	13.4308	12.1083	11.0513	10.2982	11.3828	10.9921	12.2766	11.1778	11.9765	11.6186	10.6233	11.8086	12.4218	12.0569	11.2342	11.6762	11.7723	12.5562	9.2407	10.7192	12.9467	9.9397	11.3213	12.8123	12.5004	12.2567	13.0199	12.441	12.5589	12.5547	13.3177	11.7044	10.5031	11.4858
LRRC32-202	ENST00000404995	7.8578	8.0133	7.3492	7.0478	7.5505	7.5537	8.2519	9.0855	8.9949	7.3699	6.2016	7.3724	8.3963	7.3786	7.6826	6.4841	4.8253	7.4979	7.5254	8.0485	8.2028	8.6014	7.1777	6.8131	8.3939	7.8552	8.9264	8.4776	8.7444	5.9217	9.0925	8.0538	6.2024	7.5801	6.1146	7.949	6.4031	8.2256	5.7434	8.1857	8.3314	7.3227	7.5133	6.6733	10.3643	9.3522	8.5673	7.1713	8.6179	7.7673	8.1828	8.1382	7.9548	8.6645	7.6406	8.3293	4.6135	6.4313	8.6924	6.9541	7.7329	7.1735	5.7737	7.2407	6.2598	6.1506	7.3179	7.9432	8.9988	8.4532	6.1902	8.4816	7.86	9.0262	9.117	8.5087	7.1952	6.9868	0.0	8.882	8.016	5.7107	7.8755	8.6863	7.8628	8.5994	8.8702	6.9311	10.4333	8.5273	8.5444	8.4466	8.7174	8.014	7.9815	8.0069	9.8377	9.2723	8.0169	6.1387	9.4464	8.6696	9.5665	9.5288	8.2924	7.4077	7.6739	8.5404	7.6817	7.2241	8.6383	9.2414	8.6159	8.9013	7.7838	8.913	7.6992	10.1133	10.1374	9.5973	9.2545	7.1296	9.2752	7.9279	7.7194	8.5865	9.2094	8.4497	7.4703	7.9426	9.5475	9.0848	7.2781	9.0574	9.0999	8.9838	7.3749	7.9977	7.1325	6.5323	7.1956	8.0986	7.2359	9.2916	7.3493	8.3121	8.8797	8.4875	7.7783	9.4397	8.4885	7.4916	6.0717	7.1752	7.7289	8.968	6.9882	7.8581	8.2621	6.7388	8.6077	8.9181	8.4916	6.9854	7.9872	8.3409	8.379	6.0479	6.982	8.8758	5.9184	7.3311	9.669	8.144	8.3523	9.1084	8.1532	8.7031	9.297	10.0399	7.7685	7.0231	7.4796
LRRC32-203	ENST00000407242	9.4881	9.136	9.4933	9.7449	9.2335	9.6368	9.5447	10.1231	9.8827	9.7336	7.4038	9.3585	11.3483	9.8421	8.5639	8.3616	0.0	9.4664	9.0975	9.3599	9.1782	8.2505	8.3636	7.9788	10.4302	9.2527	10.5981	10.5937	9.7548	7.0168	9.0182	8.0262	6.688	7.6833	5.76	10.0879	8.6948	10.1892	8.5683	10.1273	9.8061	9.3947	9.9269	5.1985	11.8655	10.7376	9.9872	9.7397	9.956	9.7288	8.5801	9.377	9.208	9.1264	8.5875	10.85	4.5385	7.4816	10.5835	8.7167	8.2099	9.5566	7.959	8.7473	7.7588	7.0995	7.6927	9.7195	10.8886	7.702	4.6599	9.4803	8.8981	10.0691	9.6581	10.3211	8.2185	7.1452	0.0	10.7783	8.5788	6.4746	11.1583	11.0121	10.9275	11.5991	10.5685	9.1866	12.1672	9.9343	10.5856	10.8768	10.7026	11.0832	11.051	10.0018	10.3993	10.9586	9.7687	7.8223	9.8849	8.5935	9.52	10.2234	9.7698	9.2251	9.2963	10.8187	8.8891	8.2522	8.8652	9.6985	10.1389	11.4211	11.3118	11.891	10.1594	11.1926	11.1698	11.4545	11.33	11.1547	11.3282	10.5385	9.6191	10.9252	11.0631	12.1434	10.6296	8.8505	10.9526	11.026	8.5399	10.8621	11.4218	10.3958	8.2816	9.034	9.3238	8.0591	8.7206	10.0413	8.0144	10.5485	8.91	10.6691	10.9423	10.0499	9.166	11.9078	9.3854	9.6946	8.3634	6.8067	8.622	10.4026	6.8941	9.9957	8.1791	8.4415	10.2107	10.0326	9.6733	8.8665	9.2763	9.8686	10.9122	6.7863	7.2494	10.1095	6.9533	8.9845	10.7035	9.8723	9.2841	10.9284	10.2941	9.7444	10.4212	11.0569	10.3968	7.3674	8.5355
LRRC32-204	ENST00000421973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC32-205	ENST00000464145	8.3963	9.526	8.9627	8.625	8.5007	8.9459	8.6756	8.3612	8.7083	8.6223	8.6166	9.3424	10.0327	8.6697	6.7429	7.8524	8.5375	8.0324	9.286	7.7128	9.6611	10.7946	8.1566	9.5921	9.2274	9.2623	9.8683	9.6316	9.7715	8.4858	6.8407	7.8967	6.2596	7.5182	6.4053	8.1163	5.406	8.8156	7.2016	9.1122	9.6642	8.653	6.0978	4.6943	6.4207	7.627	8.961	7.3288	7.4113	7.3839	8.4843	7.1759	8.6016	10.641	8.562	8.8027	6.0708	7.524	10.1682	8.2876	10.0061	8.905	8.2364	9.1081	8.224	9.6733	8.0572	8.2194	8.9656	7.1648	6.685	8.9332	7.5071	9.2424	7.565	8.6659	8.448	9.9759	7.2021	9.5964	8.5936	6.454	8.1249	9.5527	9.0837	7.3576	7.8635	4.366	8.9643	8.1155	10.3848	8.2299	6.392	6.1833	9.0623	8.1212	7.762	7.1962	6.2653	6.2802	8.1702	8.4076	9.2836	9.275	8.5324	8.1977	8.3637	8.6909	8.9433	8.2999	8.6757	8.9295	6.1771	7.8721	8.4951	9.3603	8.3202	7.0291	6.3677	5.8056	9.7889	7.6372	8.6961	8.0305	9.8539	6.6382	7.5706	8.4904	7.3314	6.7706	8.5026	9.4582	7.4233	9.3146	8.7904	8.3902	8.4195	7.5814	7.6174	7.2499	7.2828	8.4394	9.2675	7.5772	8.9125	8.4834	9.3173	8.7366	8.2313	9.8983	7.868	6.8742	7.2785	9.2906	6.9085	8.7613	10.0747	9.1953	9.4002	8.9778	9.06	9.3414	9.7109	6.3856	8.3379	8.0715	8.1257	6.5923	9.0019	10.5261	6.6373	8.9701	9.4717	9.7778	10.2842	9.6065	9.3084	9.0583	8.1916	10.3446	8.9646	8.4618	8.5984
PDCD1LG2-201	ENST00000397747	6.7004	6.4919	6.6439	5.585	5.3576	6.0661	6.6147	7.9658	5.8074	6.9773	5.3923	4.858	9.5546	6.1898	6.1293	5.585	2.8074	5.8329	5.7004	5.0875	5.6724	5.2095	5.9069	4.7549	6.5546	5.9773	7.6724	7.4346	6.6294	4.2479	4.585	5.9069	4.7549	5.3219	3.585	6.3038	5.4919	7.9425	4.1699	6.2854	7.0553	5.4594	7.7415	3.7004	7.7347	7.4346	6.5078	6.5546	8.2761	6.0224	7.1898	6.1898	4.3923	6.4594	6.1293	7.7347	2.0	3.9069	7.3309	3.585	6.6582	5.1293	4.585	4.8074	5.858	6.3399	4.0	6.1699	7.4009	6.7549	8.983	6.0224	4.0875	6.8455	6.6582	6.7814	6.4919	7.0768	3.1699	7.4263	5.0444	3.1699	8.8106	7.4094	8.0553	7.4757	8.9484	7.3923	7.9887	7.0444	8.29	7.7279	8.098	8.6653	8.1189	6.1699	7.8202	8.9744	10.5651	7.1293	8.1849	7.9009	6.5392	6.8826	7.1497	6.5546	6.8704	7.6366	5.3219	4.7549	5.6439	5.3219	7.3837	8.2192	8.9629	8.7448	7.0334	9.445	8.5353	7.375	7.8392	8.3129	7.3309	7.5622	7.2384	7.4512	8.0715	9.1396	8.9039	7.2668	8.2992	7.8455	4.8074	6.9542	8.4305	7.1898	5.6147	6.0224	5.4919	6.6582	5.6439	6.6865	7.1189	7.8765	6.8455	7.7748	8.585	6.7004	6.7279	7.7944	6.8202	6.2288	5.2854	5.1293	5.8329	6.2095	6.5699	7.6935	7.1396	5.3576	6.9887	5.6439	6.9887	6.3576	5.7549	6.7682	8.0112	4.1699	3.585	5.4263	4.0875	7.4346	6.3576	6.5999	5.9069	6.2479	7.0875	6.6147	7.3219	7.8887	6.8455	4.858	7.4919
SIGLEC15-201	ENST00000389474	2.6392	4.327	3.1043	0.0	0.0	0.0	2.9782	3.0496	2.0321	2.5993	0.0	1.3334	5.8887	1.5656	2.269	2.5185	0.0	2.06	2.9011	0.0	3.3262	1.669	0.0	1.8115	3.7538	3.4581	3.9727	2.5969	0.0	7.3709	3.269	0.0	2.2203	0.0	0.0	3.0	0.0	0.0	0.0	2.5993	2.4828	1.7485	0.0	1.6871	0.0	0.0	2.5826	1.1763	2.5777	3.466	3.2357	0.0	1.9107	2.4751	0.0	3.6381	0.0	1.4436	2.5969	0.0	0.0	2.359	0.0	0.0	0.0	0.0	1.2203	0.0	0.0	2.7824	2.9126	3.2479	2.5607	2.3103	1.373	0.0	0.0	1.8278	0.0	3.4033	0.0	0.0	1.516	0.0	3.5435	1.669	0.0	0.0	1.8875	1.3785	0.0	2.5311	1.9146	1.511	2.5993	0.0	3.5373	2.0738	1.8197	0.0	2.0772	0.0	0.0	0.0	0.0	1.8319	2.441	0.0	2.7845	0.275	1.8319	2.6276	0.0	0.0	0.0	1.257	2.6017	4.4601	3.3016	2.26	0.0	2.9523	0.0	0.0	0.0	3.9662	2.1375	2.6893	1.6276	0.0	2.5008	0.0	2.8718	2.8032	3.9231	3.4647	0.0	2.6135	5.7142	3.8166	1.4854	0.0	0.0	2.5826	3.3291	2.4803	3.4725	1.6915	2.4931	0.0	2.9561	0.8319	0.0	3.3016	0.0	1.7824	0.0	4.6932	0.0	0.0	2.7592	2.7655	2.1635	0.0	0.0	3.904	0.0	0.0	2.9165	0.0	0.0	0.0	2.1342	2.2898	4.3554	2.3674	1.3045	0.0	0.0	3.2913	0.0	0.0	0.0
SIGLEC15-202	ENST00000546268	0.0	0.0	0.0	0.0	0.0	0.0	1.433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2141	0.0	0.0	0.0	0.0	1.1243	1.7398	0.0	0.0	0.0	0.0	0.0	2.6017	1.2141	1.585	0.0	1.3951	0.0	1.8758	0.0	0.0	0.0	0.0	1.144	0.0	0.0	1.6462	0.0	0.0	0.0	1.0356	0.0	0.0	1.0772	1.9709	0.0	1.2079	1.0841	0.0	1.7698	0.0	0.0	0.0	0.0	0.0	0.0	1.8032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0531	0.0	0.0	1.0566	0.0	0.0	0.0	0.0	1.6182	0.0	0.0	0.0	1.251	0.0	1.6229	2.1953	1.0566	0.0	1.0	1.7355	0.0	0.0	0.0	1.86	0.0	0.0	1.0704	0.0	2.1985	0.0	1.7312	0.0	0.0	0.0	3.1144	1.6276	0.0	0.0	0.0	1.0496	0.0	0.0	0.0	0.0	0.0	1.3391	1.0566	1.4114	0.0	0.0	0.0	1.2928	0.0	0.0	0.0	3.0197	3.2172	0.0	0.0	1.144	0.0	0.0	0.0	2.0738	0.0	0.9411	1.3785	0.0	0.856	0.0	1.6871	2.0144	0.0	1.263	0.0	2.1635	1.1243	2.2449	2.3505	1.2079	0.0	0.0	0.0	0.0	0.0	2.4114	1.8237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.6005	0.0
SIGLEC15-203	ENST00000587418	0.0	1.251	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8278	0.0	0.0	0.0	0.0	0.0	0.0	1.6276	0.0	0.0	1.281	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1043	0.0	1.2203	1.0496	0.0	0.0	1.0	0.0	1.5898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7355	0.0	2.3757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3505	0.0	0.0	1.2203	0.0	0.0	0.0	0.0	0.0	1.6915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1953	0.0	0.0	1.0215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9069	1.0	0.0	1.2987	0.0	0.4542	0.0	0.0	0.0	0.0	0.0	0.0	2.2079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189	1.1243	2.8659	1.0909
SIGLEC15-204	ENST00000593178	8.7169	7.0283	5.6579	5.2854	4.0	2.0	8.3783	5.9241	5.6121	4.3985	6.375	6.5466	6.9444	4.4621	4.9796	5.0989	2.0	6.1258	9.5421	9.7603	6.2598	5.2787	1.3391	4.9905	8.0307	5.9628	9.6392	6.7688	4.4594	10.5699	6.6686	3.7004	6.5494	2.3219	1.585	5.6147	2.585	6.5203	4.0	5.1289	5.0126	4.5632	7.5521	3.2898	5.6132	5.5546	5.8582	4.5002	4.6713	8.1506	6.2147	6.52	9.2532	6.2073	4.5008	6.5477	1.0	3.3618	4.9932	4.6899	6.1092	6.0944	7.0	6.8537	5.1293	5.7942	3.6633	6.5392	5.2854	5.4634	5.9181	7.0355	8.088	4.4621	8.0511	5.0378	5.0444	4.2957	6.1829	5.1052	6.4757	0.0	5.6141	10.2783	7.8413	6.5207	6.1481	8.5787	5.8773	7.5804	7.1396	6.0477	5.4992	5.1355	6.3565	3.7677	6.191	7.7076	7.1624	7.9629	5.7756	4.1699	6.5184	5.0339	5.9093	5.2008	6.2468	4.6966	5.602	5.7466	3.9059	8.2987	6.9542	4.3923	5.2854	7.0772	5.3096	9.3378	5.394	4.7661	6.0	8.1712	5.1755	5.2479	5.8329	8.8653	6.9495	6.3496	7.2034	5.1667	9.0039	4.281	9.131	5.6971	5.9554	5.2449	3.5729	4.9331	8.346	9.1837	4.6554	4.3937	8.7525	5.9971	8.129	3.85	5.3071	6.928	5.5198	4.7268	8.1254	3.5122	4.851	4.6915	4.5692	4.4718	4.9212	7.8724	4.6775	6.4232	8.7707	6.2112	5.1639	7.4594	4.8475	7.4463	7.7748	2.585	10.7074	6.8181	4.1699	5.0583	5.1942	6.0898	5.9196	4.89	3.861	4.3219	5.8826	6.0646	4.5741	9.2867	5.2044
SIGLEC15-205	ENST00000602118	0.0	0.0	3.4476	0.0	0.0	0.0	0.7312	0.0	0.0	0.8875	0.0	0.0	4.2165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5558	1.433	0.0	1.86	3.4222	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9928	0.0	0.0	1.7355	0.0	0.0	0.0	0.0	0.0	0.7049	4.99	0.0	0.0	0.0	3.9193	0.4436	0.0	0.0	0.0	1.0704	2.3757	2.6017	2.9146	0.0	4.4155	0.0	3.5248	0.0	0.0	0.0	0.0	0.0	2.8699	0.0	0.0	0.0	0.0	0.0	1.7991	8.3719	0.0	0.0	2.3219	2.3674	0.0	0.0	0.0	0.0	1.8758	2.1763	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	3.4182	2.8972	1.774	0.0	0.0	0.0	3.2079	1.9635	0.7312	0.0	2.8217	0.0	0.0	2.1538	0.0	0.0	3.1177	0.0	2.7159	2.0942	0.0	0.0	0.0	0.0	0.0	1.4803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3561	0.0	2.8278	0.4222	0.0426	0.1375	0.4222	0.0	3.7082	0.0	1.5753	0.0	3.342	0.0	0.0	2.8278	0.0	2.1922	2.2987	0.0	0.0	1.0976	3.5945	0.2869	1.2449	4.717	3.0108	3.3118	0.0	1.189	0.0	0.0	0.0	3.0374	3.6576	0.0	0.0	2.6017	0.0	2.0	2.9411	0.0	0.0	0.0	3.0339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
