Name	sample	TCGA-18-3407-01	TCGA-18-3408-01	TCGA-18-3409-01	TCGA-18-3410-01	TCGA-18-3411-01	TCGA-18-3412-01	TCGA-18-3414-01	TCGA-18-3415-01	TCGA-18-3416-01	TCGA-18-3417-01	TCGA-18-3419-01	TCGA-18-3421-01	TCGA-18-4083-01	TCGA-18-4086-01	TCGA-18-4721-01	TCGA-18-5592-01	TCGA-18-5595-01	TCGA-21-1070-01	TCGA-21-1071-01	TCGA-21-1072-01	TCGA-21-1075-01	TCGA-21-1076-01	TCGA-21-1077-01	TCGA-21-1078-01	TCGA-21-1079-01	TCGA-21-1080-01	TCGA-21-1081-01	TCGA-21-1082-01	TCGA-21-1083-01	TCGA-21-5782-01	TCGA-21-5783-01	TCGA-21-5784-01	TCGA-21-5786-01	TCGA-21-5787-01	TCGA-21-A5DI-01	TCGA-22-0940-01	TCGA-22-0944-01	TCGA-22-1000-01	TCGA-22-1002-01	TCGA-22-1005-01	TCGA-22-1011-01	TCGA-22-1012-01	TCGA-22-1016-01	TCGA-22-1017-01	TCGA-22-4591-01	TCGA-22-4593-01	TCGA-22-4593-11	TCGA-22-4594-01	TCGA-22-4595-01	TCGA-22-4596-01	TCGA-22-4599-01	TCGA-22-4601-01	TCGA-22-4604-01	TCGA-22-4605-01	TCGA-22-4607-01	TCGA-22-4609-01	TCGA-22-4609-11	TCGA-22-4613-01	TCGA-22-5471-01	TCGA-22-5471-11	TCGA-22-5472-01	TCGA-22-5472-11	TCGA-22-5473-01	TCGA-22-5474-01	TCGA-22-5477-01	TCGA-22-5478-01	TCGA-22-5478-11	TCGA-22-5479-01	TCGA-22-5480-01	TCGA-22-5481-01	TCGA-22-5481-11	TCGA-22-5482-01	TCGA-22-5482-11	TCGA-22-5483-01	TCGA-22-5483-11	TCGA-22-5485-01	TCGA-22-5489-01	TCGA-22-5489-11	TCGA-22-5491-01	TCGA-22-5491-11	TCGA-22-5492-01	TCGA-22-A5C4-01	TCGA-33-4532-01	TCGA-33-4533-01	TCGA-33-4538-01	TCGA-33-4547-01	TCGA-33-4566-01	TCGA-33-4582-01	TCGA-33-4583-01	TCGA-33-4586-01	TCGA-33-4587-01	TCGA-33-4587-11	TCGA-33-4589-01	TCGA-33-6737-01	TCGA-33-6737-11	TCGA-33-6738-01	TCGA-33-A4WN-01	TCGA-33-A5GW-01	TCGA-33-AAS8-01	TCGA-33-AASB-01	TCGA-33-AASD-01	TCGA-33-AASI-01	TCGA-33-AASJ-01	TCGA-33-AASL-01	TCGA-34-2596-01	TCGA-34-2600-01	TCGA-34-2608-01	TCGA-34-5231-01	TCGA-34-5232-01	TCGA-34-5234-01	TCGA-34-5236-01	TCGA-34-5239-01	TCGA-34-5240-01	TCGA-34-5241-01	TCGA-34-5927-01	TCGA-34-5928-01	TCGA-34-5929-01	TCGA-34-7107-01	TCGA-34-7107-11	TCGA-34-8454-01	TCGA-34-8454-11	TCGA-34-8455-01	TCGA-34-8456-01	TCGA-34-A5IX-01	TCGA-37-3783-01	TCGA-37-3789-01	TCGA-37-3792-01	TCGA-37-4129-01	TCGA-37-4130-01	TCGA-37-4132-01	TCGA-37-4133-01	TCGA-37-4135-01	TCGA-37-4141-01	TCGA-37-5819-01	TCGA-37-A5EL-01	TCGA-37-A5EM-01	TCGA-37-A5EN-01	TCGA-39-5011-01	TCGA-39-5019-01	TCGA-39-5021-01	TCGA-39-5022-01	TCGA-39-5024-01	TCGA-39-5027-01	TCGA-39-5028-01	TCGA-39-5029-01	TCGA-39-5030-01	TCGA-39-5031-01	TCGA-39-5034-01	TCGA-39-5035-01	TCGA-39-5036-01	TCGA-39-5037-01	TCGA-39-5039-01	TCGA-39-5040-01	TCGA-39-5040-11	TCGA-43-2576-01	TCGA-43-2578-01	TCGA-43-2581-01	TCGA-43-3394-01	TCGA-43-3394-11	TCGA-43-3920-01	TCGA-43-5668-01	TCGA-43-5670-01	TCGA-43-5670-11	TCGA-43-6143-01	TCGA-43-6143-11	TCGA-43-6647-01	TCGA-43-6647-11	TCGA-43-6770-01	TCGA-43-6771-01	TCGA-43-6771-11	TCGA-43-6773-01	TCGA-43-6773-11	TCGA-43-7656-01	TCGA-43-7657-01	TCGA-43-7657-11	TCGA-43-7658-01	TCGA-43-7658-11	TCGA-43-8115-01	TCGA-43-8116-01	TCGA-43-8118-01	TCGA-43-A474-01	TCGA-43-A475-01	TCGA-43-A56U-01	TCGA-43-A56V-01	TCGA-46-3765-01	TCGA-46-3766-01	TCGA-46-3767-01	TCGA-46-3768-01	TCGA-46-3769-01	TCGA-46-6025-01	TCGA-46-6026-01	TCGA-51-4079-01	TCGA-51-4079-11	TCGA-51-4080-01	TCGA-51-4080-11	TCGA-51-4081-01	TCGA-51-4081-11	TCGA-51-6867-01	TCGA-52-7622-01	TCGA-52-7809-01	TCGA-52-7810-01	TCGA-52-7811-01	TCGA-52-7812-01	TCGA-56-1622-01	TCGA-56-5897-01	TCGA-56-5898-01	TCGA-56-6545-01	TCGA-56-6546-01	TCGA-56-7221-01	TCGA-56-7222-01	TCGA-56-7222-11	TCGA-56-7223-01	TCGA-56-7579-01	TCGA-56-7580-01	TCGA-56-7580-11	TCGA-56-7582-01	TCGA-56-7582-11	TCGA-56-7730-01	TCGA-56-7730-11	TCGA-56-7731-01	TCGA-56-7731-11	TCGA-56-7822-01	TCGA-56-7823-01	TCGA-56-7823-11	TCGA-56-8082-01	TCGA-56-8082-11	TCGA-56-8083-01	TCGA-56-8083-11	TCGA-56-8201-01	TCGA-56-8201-11	TCGA-56-8304-01	TCGA-56-8305-01	TCGA-56-8307-01	TCGA-56-8308-01	TCGA-56-8309-01	TCGA-56-8309-11	TCGA-56-8503-01	TCGA-56-8504-01	TCGA-56-8622-01	TCGA-56-8623-01	TCGA-56-8623-11	TCGA-56-8624-01	TCGA-56-8625-01	TCGA-56-8626-01	TCGA-56-8628-01	TCGA-56-8629-01	TCGA-56-A49D-01	TCGA-56-A4BW-01	TCGA-56-A4BX-01	TCGA-56-A4BY-01	TCGA-56-A4ZJ-01	TCGA-56-A4ZK-01	TCGA-56-A5DR-01	TCGA-56-A5DS-01	TCGA-56-A62T-01	TCGA-58-8386-01	TCGA-58-8386-11	TCGA-58-8387-01	TCGA-58-8388-01	TCGA-58-8390-01	TCGA-58-8391-01	TCGA-58-8392-01	TCGA-58-8393-01	TCGA-58-A46J-01	TCGA-58-A46K-01	TCGA-58-A46L-01	TCGA-58-A46M-01	TCGA-58-A46N-01	TCGA-60-2695-01	TCGA-60-2696-01	TCGA-60-2697-01	TCGA-60-2698-01	TCGA-60-2703-01	TCGA-60-2704-01	TCGA-60-2706-01	TCGA-60-2707-01	TCGA-60-2708-01	TCGA-60-2709-01	TCGA-60-2709-11	TCGA-60-2710-01	TCGA-60-2711-01	TCGA-60-2712-01	TCGA-60-2713-01	TCGA-60-2714-01	TCGA-60-2715-01	TCGA-60-2716-01	TCGA-60-2719-01	TCGA-60-2720-01	TCGA-60-2721-01	TCGA-60-2722-01	TCGA-60-2723-01	TCGA-60-2724-01	TCGA-60-2725-01	TCGA-60-2726-01	TCGA-63-5128-01	TCGA-63-5131-01	TCGA-63-6202-01	TCGA-63-7020-01	TCGA-63-7021-01	TCGA-63-7022-01	TCGA-63-7023-01	TCGA-63-A5M9-01	TCGA-63-A5MB-01	TCGA-63-A5MG-01	TCGA-63-A5MH-01	TCGA-63-A5MI-01	TCGA-63-A5MJ-01	TCGA-63-A5ML-01	TCGA-63-A5MM-01	TCGA-63-A5MN-01	TCGA-63-A5MP-01	TCGA-63-A5MR-01	TCGA-63-A5MS-01	TCGA-63-A5MT-01	TCGA-63-A5MU-01	TCGA-63-A5MV-01	TCGA-63-A5MW-01	TCGA-63-A5MY-01	TCGA-66-2727-01	TCGA-66-2734-01	TCGA-66-2737-01	TCGA-66-2742-01	TCGA-66-2744-01	TCGA-66-2753-01	TCGA-66-2754-01	TCGA-66-2755-01	TCGA-66-2756-01	TCGA-66-2757-01	TCGA-66-2758-01	TCGA-66-2759-01	TCGA-66-2763-01	TCGA-66-2765-01	TCGA-66-2766-01	TCGA-66-2767-01	TCGA-66-2768-01	TCGA-66-2769-01	TCGA-66-2770-01	TCGA-66-2771-01	TCGA-66-2773-01	TCGA-66-2777-01	TCGA-66-2778-01	TCGA-66-2780-01	TCGA-66-2781-01	TCGA-66-2782-01	TCGA-66-2783-01	TCGA-66-2785-01	TCGA-66-2786-01	TCGA-66-2787-01	TCGA-66-2788-01	TCGA-66-2789-01	TCGA-66-2790-01	TCGA-66-2791-01	TCGA-66-2792-01	TCGA-66-2793-01	TCGA-66-2794-01	TCGA-66-2795-01	TCGA-66-2800-01	TCGA-68-7755-01	TCGA-68-7756-01	TCGA-68-7757-01	TCGA-68-8250-01	TCGA-68-8251-01	TCGA-68-A59I-01	TCGA-68-A59J-01	TCGA-6A-AB49-01	TCGA-70-6722-01	TCGA-70-6723-01	TCGA-77-6842-01	TCGA-77-6843-01	TCGA-77-6844-01	TCGA-77-6845-01	TCGA-77-7138-01	TCGA-77-7138-11	TCGA-77-7139-01	TCGA-77-7140-01	TCGA-77-7141-01	TCGA-77-7142-01	TCGA-77-7142-11	TCGA-77-7335-01	TCGA-77-7335-11	TCGA-77-7337-01	TCGA-77-7337-11	TCGA-77-7338-01	TCGA-77-7338-11	TCGA-77-7463-01	TCGA-77-7465-01	TCGA-77-8007-01	TCGA-77-8007-11	TCGA-77-8008-01	TCGA-77-8008-11	TCGA-77-8009-01	TCGA-77-8128-01	TCGA-77-8130-01	TCGA-77-8131-01	TCGA-77-8133-01	TCGA-77-8136-01	TCGA-77-8138-01	TCGA-77-8139-01	TCGA-77-8140-01	TCGA-77-8143-01	TCGA-77-8144-01	TCGA-77-8145-01	TCGA-77-8146-01	TCGA-77-8148-01	TCGA-77-8150-01	TCGA-77-8153-01	TCGA-77-8154-01	TCGA-77-8156-01	TCGA-77-A5FZ-01	TCGA-77-A5G1-01	TCGA-77-A5G3-01	TCGA-77-A5G6-01	TCGA-77-A5G7-01	TCGA-77-A5G8-01	TCGA-77-A5GA-01	TCGA-77-A5GB-01	TCGA-77-A5GF-01	TCGA-77-A5GH-01	TCGA-79-5596-01	TCGA-85-6175-01	TCGA-85-6560-01	TCGA-85-6561-01	TCGA-85-6798-01	TCGA-85-7696-01	TCGA-85-7697-01	TCGA-85-7698-01	TCGA-85-7699-01	TCGA-85-7710-01	TCGA-85-7710-11	TCGA-85-7843-01	TCGA-85-7844-01	TCGA-85-7950-01	TCGA-85-8048-01	TCGA-85-8049-01	TCGA-85-8052-01	TCGA-85-8070-01	TCGA-85-8071-01	TCGA-85-8072-01	TCGA-85-8276-01	TCGA-85-8277-01	TCGA-85-8287-01	TCGA-85-8288-01	TCGA-85-8350-01	TCGA-85-8351-01	TCGA-85-8352-01	TCGA-85-8353-01	TCGA-85-8354-01	TCGA-85-8355-01	TCGA-85-8479-01	TCGA-85-8481-01	TCGA-85-8580-01	TCGA-85-8582-01	TCGA-85-8584-01	TCGA-85-8664-01	TCGA-85-8666-01	TCGA-85-A4CL-01	TCGA-85-A4CN-01	TCGA-85-A4JB-01	TCGA-85-A4JC-01	TCGA-85-A4PA-01	TCGA-85-A4QQ-01	TCGA-85-A4QR-01	TCGA-85-A50M-01	TCGA-85-A50Z-01	TCGA-85-A510-01	TCGA-85-A511-01	TCGA-85-A512-01	TCGA-85-A513-01	TCGA-85-A53L-01	TCGA-85-A5B5-01	TCGA-90-6837-01	TCGA-90-6837-11	TCGA-90-7766-01	TCGA-90-7767-01	TCGA-90-7767-11	TCGA-90-7769-01	TCGA-90-7964-01	TCGA-90-A4ED-01	TCGA-90-A4EE-01	TCGA-90-A59Q-01	TCGA-92-7340-01	TCGA-92-7340-11	TCGA-92-7341-01	TCGA-92-8063-01	TCGA-92-8064-01	TCGA-92-8065-01	TCGA-94-7033-01	TCGA-94-7557-01	TCGA-94-7943-01	TCGA-94-8035-01	TCGA-94-8490-01	TCGA-94-8491-01	TCGA-94-A4VJ-01	TCGA-94-A5I4-01	TCGA-94-A5I6-01	TCGA-96-7544-01	TCGA-96-7545-01	TCGA-96-8169-01	TCGA-96-8170-01	TCGA-96-A4JK-01	TCGA-96-A4JL-01	TCGA-98-7454-01	TCGA-98-8020-01	TCGA-98-8022-01	TCGA-98-8023-01	TCGA-98-A538-01	TCGA-98-A539-01	TCGA-98-A53A-01	TCGA-98-A53B-01	TCGA-98-A53C-01	TCGA-98-A53D-01	TCGA-98-A53H-01	TCGA-98-A53I-01	TCGA-98-A53J-01	TCGA-J1-A4AH-01	TCGA-L3-A4E7-01	TCGA-L3-A524-01	TCGA-LA-A446-01	TCGA-LA-A7SW-01	TCGA-MF-A522-01	TCGA-NC-A5HD-01	TCGA-NC-A5HE-01	TCGA-NC-A5HF-01	TCGA-NC-A5HG-01	TCGA-NC-A5HH-01	TCGA-NC-A5HI-01	TCGA-NC-A5HJ-01	TCGA-NC-A5HK-01	TCGA-NC-A5HL-01	TCGA-NC-A5HM-01	TCGA-NC-A5HN-01	TCGA-NC-A5HO-01	TCGA-NC-A5HP-01	TCGA-NC-A5HQ-01	TCGA-NC-A5HR-01	TCGA-NC-A5HT-01	TCGA-NK-A5CR-01	TCGA-NK-A5CT-01	TCGA-NK-A5CX-01	TCGA-NK-A5D1-01	TCGA-NK-A7XE-01	TCGA-O2-A52N-01	TCGA-O2-A52Q-01	TCGA-O2-A52S-01	TCGA-O2-A52V-01	TCGA-O2-A52W-01	TCGA-O2-A5IB-01	TCGA-XC-AA0X-01
ARG1-201	ENST00000275196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189	1.3448	0.0	0.0	0.0	0.0	0.7991	1.269	0.0	0.0	0.0	4.87033982902	0.8237	0.0	0.0	0.0	0.0	0.0	0.6781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5385	0.0	0.0	6.7147	1.4436	0.0	0.0	0.0	0.0	0.0	0.6229	0.0	0.0	0.0	0.0	0.0	0.3674	3.853	0.0	0.0	0.84	0.0	1.7398	0.0	2.1375	0.0	0.0	0.0	0.0	1.0286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2388	0.0	0.0	3.3219	0.0	0.0	0.189	0.0	0.0	0.275	0.0	0.0	0.0	0.0	2.111	4.9021	0.0	0.0	0.0	2.5922	0.0	0.0	1.4803	0.0	0.0	0.0	1.0704	0.0	0.0	3.2172	1.384	2.3248	0.0	0.1243	0.0	0.0	0.774	0.0	0.0	3.1587	3.0	0.0	0.0	0.0	0.0	0.3785	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3951	1.774	0.0	0.0	0.0	0.0	1.0	3.4555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2016	0.8156	0.0	0.0	2.0	1.757	0.0	0.0	3.3827	0.0	0.0	1.2265	1.189	0.0	1.4542	0.0	0.0	4.275	0.0	0.0	0.0	0.0	1.7442	1.3103	0.0	0.0	0.0	1.0	0.0	0.0	2.025	0.0	0.0	0.0	0.0	0.4114	1.757	0.8319	3.5619	1.7527	0.3561	0.0	0.3561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848	0.0	0.0	0.0	0.0	0.0	1.3448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7824	0.0	4.3016	0.0	0.669	0.0	0.8639	0.7137	0.0	0.0	4.812	0.5059	1.281	0.0	1.1827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9336	0.0	0.0	0.0	0.0	2.0566	0.0	1.8032	0.0	3.7159	0.0	0.0	0.0	0.0	4.257	0.0	0.0	0.0	0.0	0.0	3.3103	1.0	0.0	0.0	0.7312	0.0	0.0	1.2141	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	3.8298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	1.4114	0.0	0.0	0.0	3.2645	0.0	0.0	0.0	2.8156	0.0	0.0	0.2869	1.4699	0.0	1.2449	2.4249	0.0	0.0	1.585	0.0	1.7613	0.0	0.0	0.0	1.2016	0.0	0.0	0.0	0.0	0.0	1.0	2.9598	0.0	1.0	0.0	2.1342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9891	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	1.8032	0.0	0.0	1.7613	0.0	1.3674	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2327	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.2141	3.8268	0.0	2.6206	3.1359	0.0	0.0	2.3074	1.0976	0.0	0.0	0.0	0.0	0.0	0.0	2.8053	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5059	0.6323	0.0	0.0	0.0	0.0	0.0	0.0	4.9107	0.0	0.7049	0.0	0.2265	1.5261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4222	0.0	0.0	1.8359	0.0	0.0	0.856	0.3561	0.4957	0.0	0.0	2.7527	1.0	0.0	0.0	0.0	0.0	0.0	0.516	2.6064	0.696	2.2079	1.856	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.2388	0.251	0.0	5.1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067	0.0	5.1595
ARG1-202	ENST00000356962	2.0	2.157	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.4436	1.2987	0.0	0.0	0.0	1.0	0.0	1.373	0.0	3.0	0.0	0.0	2.0807	1.0	0.0	1.0	4.8074	0.0	4.2365	1.585	0.0	2.585	0.0	0.0	0.0	1.585	4.0	0.0	4.017	0.0	2.0	4.6668	0.0	1.0	0.0	2.0	0.0	0.0	0.8718	0.0	0.0	0.0	0.0	0.0	1.4383	0.0	4.6194	0.0	2.5084	0.0	1.4114	0.0	0.0	0.0	0.0	0.0	1.9855	0.0	0.0	0.0	3.0	1.0	0.0	0.0	3.1699	0.0	0.0	3.3219	0.0	0.0	1.0	5.4152	1.0	2.585	2.5509	0.0	0.0	0.0	0.0	1.0	2.8074	0.0	5.7824	0.0	2.8074	0.0	0.0	1.0356	3.8074	0.0	0.0	0.0	2.0	0.0	3.3074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.3219	0.0	0.0	3.585	0.0	0.0	1.0	1.0	1.433	3.3219	0.0	0.0	0.0	5.4545	2.585	0.0	0.0	0.0	1.585	0.0	0.0	4.5367	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.585	0.0	0.0	0.0	0.0	3.488	0.0	1.0	0.0	0.0	0.0	0.0	1.585	1.0	0.0	2.4249	2.9222	0.0	0.0	1.0	2.3219	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.585	1.0	2.7334	1.585	0.0	2.585	0.0	2.257	0.0	0.0	1.433	2.0841	2.3219	1.0	0.0	1.3896	0.0	0.0	0.0	0.0	0.0	1.4114	3.211	0.0	4.2675	0.0	0.0	3.4828	1.585	0.0	0.0	1.585	0.0	1.8156	1.585	1.0	0.0	0.0	3.4594	0.0	0.0	0.0	0.0	2.0	2.8797	1.4168	0.0	0.0	4.2675	0.0	1.4436	0.0	1.4436	2.3306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.585	0.0	2.8074	2.8074	4.3547	0.0	0.0	1.0	0.0	1.0496	0.0	0.0	0.0	0.0	0.0	0.0	2.8895	2.3219	0.0	0.0	2.0	0.0	0.0	1.3674	0.0	0.0	1.4489	0.0	3.4594	1.0	1.585	2.0	0.0	2.9837	3.1699	0.0	0.0	1.1309	0.0	1.0	0.0	4.8445	0.0	0.0	2.585	2.254	0.0	0.0	0.0	2.3219	0.0	1.0	0.0	0.0	4.6381	0.0	2.3219	3.6473	0.0	0.0	1.0	1.0	2.1177	0.0	0.0	1.4222	0.0	0.0	0.0	2.8074	1.0	0.0	1.585	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4594	0.0	3.0	1.0	2.1177	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0704	3.0	3.4303	0.0	0.0	2.0461	0.0	0.0	3.7431	2.0	0.0	4.218	0.0	0.0	0.0	1.433	0.0	0.0	3.8074	0.0	1.0	0.0	1.1375	1.585	0.0	0.0	1.189	2.0	0.0	5.2453	2.0	0.0	0.0	0.0	0.0	2.3219	1.0	0.0	0.0	0.0	4.1835	0.0	0.0	0.0	1.0	1.585	2.4542	3.0161	0.0	0.0	2.8074	0.0	0.0	2.144	2.1077	2.3219	0.0	3.9919	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.585	1.0	3.0	0.0	0.0	0.0	0.0	1.585	3.9837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8176	0.0	0.0	2.4647	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.585	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	1.0	1.0	5.0	2.0	0.0	1.585	1.3674	0.0	1.0	2.0	0.0	3.3219	0.0	0.0	0.0	0.0	2.1276	1.0772	0.0	3.2884	0.0	0.0	0.0	2.8074	0.0	0.0	1.585	2.0	0.0	0.0	1.7137	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4114	2.585	0.0	0.0	0.0	0.0	0.0	1.4436	1.373	0.0	2.0	0.0	0.0	0.0	3.4594	1.585	1.585	2.3219	1.3618	3.1554	2.1309	4.7751	1.251	0.0	0.0	2.585	1.585	0.0	1.0	0.0	1.4005	3.1619	3.0925	0.0	0.0	1.585	0.0	0.0	0.0	1.0	1.585	0.0	1.0	1.585	0.0	1.0	1.0	0.0	0.0	1.585	2.0	0.0	0.0	2.7677	0.0	4.3363
ARG1-203	ENST00000368087	0.0	0.0	1.0	0.0	0.0	3.1243	0.0	0.0	0.0	0.0	0.0	0.0	6.5791	3.1699	0.0	0.0	4.5398	0.0	2.8074	0.0	3.4594	9.5565053569	0.0	0.0	1.0496	0.0	0.0	3.4944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.5333	3.696	0.0	0.0	0.0	6.5546	0.0	3.5619	2.3219	3.4141	0.0	4.2479	3.0	0.0	7.1628	2.8914	0.0	0.0	2.8074	0.0	4.8953	1.848	0.0	1.4436	4.375	3.8329	4.905	2.2479	1.0	0.0	0.0	4.0	2.585	0.0	0.0	2.2141	0.0	1.4005	2.3391	0.0	7.4666	0.0	0.0	0.0	2.8074	0.0	5.5786	0.0	0.0	0.0	0.0	4.2203	8.0969	0.0	2.8074	3.3813	5.3381	0.0	3.6769	0.0	1.0	0.0	3.3219	0.0	3.1699	3.9098	6.4291	2.8856	4.6433	7.097	2.5632	1.3896	0.0	2.8659	0.0	3.1699	3.5934	0.0	4.585	2.0	0.0	0.0	0.0	0.0	6.596	0.0	1.0	7.0129	0.0	0.0	0.0	0.0	0.0	0.0	6.2332	6.3306	1.0	5.1293	0.0	0.0	0.0	4.585	0.0	0.0	2.0	4.0875	0.0	0.0	0.0	3.7004	0.0	2.0	3.4594	0.0	2.3219	0.0	0.0	3.969	0.0	0.0	2.7908	5.1114	0.0	0.0	0.0	8.6301	4.2365	0.0	5.6302	2.585	5.4594	0.0	0.0	0.0	0.0	4.3736	0.0	0.0	0.0	7.3673	1.157	0.0	0.0	0.0	0.0	0.0	0.0	1.3951	0.0	10.0873	5.2095	4.2861	0.0	4.9093	4.7549	0.0	1.0	2.848	8.2577	0.0	0.0	1.585	0.0	4.2211	0.0	0.0	0.0	5.2118	0.0	0.0	0.0	5.726	0.0	1.0	0.0	0.0	0.0	6.0579	3.7247	8.2446	1.5656	0.0	2.8074	0.0	6.0821	0.0	4.1489	0.0	7.0718	4.3923	5.9848	0.0	4.1699	0.0	3.3505	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9458	2.0635	2.8074	7.3393	0.0	0.0	0.0	3.3477	2.8797	0.0	0.0	6.4743	0.0	4.5361	1.86	0.0	0.0	0.0	0.0	0.0	0.0	1.3674	0.0	0.0	3.3219	4.6352	0.0	2.0496	0.0	1.275	8.3399	1.4594	4.5491	0.0	0.0	1.0976	6.1469	2.0	0.0	2.585	0.0	6.6292	0.0	0.0	2.1043	0.0	0.0	6.0345	0.0	0.0	0.0	0.0	1.7613	0.0	0.0	1.585	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	1.1177	0.0	0.0	5.2615	0.0	1.2327	4.1169	0.0	4.3023	0.0	0.0	2.4699	0.0	0.0	0.0	0.0	0.0	1.0	4.9722	6.4263	0.0	0.0	6.1285	0.0	0.0	0.0	2.854	0.0	0.0	4.4114	2.0	2.854	0.0	1.3618	0.0	2.8074	0.0	1.0	0.0	1.0	0.0	0.0	4.0548	0.0	0.0	7.248	0.0	0.0	0.0	0.0	0.0	2.729	7.4647	0.0	0.0	2.8074	0.0	4.2449	0.0	0.0	0.0	2.8953	4.8089	8.1398	1.0	3.1699	3.1699	0.0	0.0	4.1243	0.0	6.6473	2.0	0.0	3.7279	2.3219	0.0	0.0	0.0	2.0	6.1916	0.0	3.1699	6.5057	0.0	0.0	0.0	0.0	0.0	2.2327	0.0	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	0.0	6.0514	5.3576	0.0	0.0	0.0	0.0	1.585	0.0	5.946	6.8305	0.0	5.9869	5.6977	2.8074	3.5373	0.0	2.5509	1.0	0.0	4.6439	0.0	0.0	0.0	3.6124	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	2.5583	0.0	3.0	9.3646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8972	0.0	0.0	2.3219	0.0	0.0	2.0	8.9839	0.0	0.0	0.0	2.5435	0.0	2.585	3.7004	3.3219	0.0	2.585	1.0	0.0	0.0	0.0	6.3207	0.0	0.0	0.0	2.8074	0.0	0.0	1.2327	3.0	0.0	0.0	0.0	0.0	1.585	5.8726	3.6088	0.0	3.7751	0.0	0.0	0.0	0.0	5.6073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.251	0.0	0.0	4.433	0.0	0.0	2.0	0.0	0.0	0.0	3.8074	0.0	0.0	1.7268	7.8546
