Name	sample	TCGA-2W-A8YY-01	TCGA-4J-AA1J-01	TCGA-BI-A0VR-01	TCGA-BI-A0VS-01	TCGA-BI-A20A-01	TCGA-C5-A0TN-01	TCGA-C5-A1BE-01	TCGA-C5-A1BF-01	TCGA-C5-A1BI-01	TCGA-C5-A1BJ-01	TCGA-C5-A1BK-01	TCGA-C5-A1BL-01	TCGA-C5-A1BM-01	TCGA-C5-A1BN-01	TCGA-C5-A1BQ-01	TCGA-C5-A1M5-01	TCGA-C5-A1M6-01	TCGA-C5-A1M7-01	TCGA-C5-A1M8-01	TCGA-C5-A1M9-01	TCGA-C5-A1ME-01	TCGA-C5-A1MF-01	TCGA-C5-A1MH-01	TCGA-C5-A1MI-01	TCGA-C5-A1MJ-01	TCGA-C5-A1MK-01	TCGA-C5-A1ML-01	TCGA-C5-A1MN-01	TCGA-C5-A1MP-01	TCGA-C5-A1MQ-01	TCGA-C5-A2LS-01	TCGA-C5-A2LT-01	TCGA-C5-A2LV-01	TCGA-C5-A2LX-01	TCGA-C5-A2LY-01	TCGA-C5-A2LZ-01	TCGA-C5-A2M1-01	TCGA-C5-A2M2-01	TCGA-C5-A3HD-01	TCGA-C5-A3HE-01	TCGA-C5-A3HF-01	TCGA-C5-A3HL-01	TCGA-C5-A7CG-01	TCGA-C5-A7CH-01	TCGA-C5-A7CJ-01	TCGA-C5-A7CK-01	TCGA-C5-A7CL-01	TCGA-C5-A7CM-01	TCGA-C5-A7CO-01	TCGA-C5-A7UC-01	TCGA-C5-A7UE-01	TCGA-C5-A7UH-01	TCGA-C5-A7UI-01	TCGA-C5-A7X3-01	TCGA-C5-A7X5-01	TCGA-C5-A7X8-01	TCGA-C5-A7XC-01	TCGA-C5-A8XH-01	TCGA-C5-A8XI-01	TCGA-C5-A8XJ-01	TCGA-C5-A8XK-01	TCGA-C5-A8YQ-01	TCGA-C5-A8YR-01	TCGA-C5-A8YT-01	TCGA-C5-A8ZZ-01	TCGA-C5-A901-01	TCGA-C5-A902-01	TCGA-C5-A905-01	TCGA-C5-A907-01	TCGA-DG-A2KH-01	TCGA-DG-A2KJ-01	TCGA-DG-A2KK-01	TCGA-DG-A2KL-01	TCGA-DG-A2KM-01	TCGA-DR-A0ZL-01	TCGA-DR-A0ZM-01	TCGA-DS-A0VK-01	TCGA-DS-A0VL-01	TCGA-DS-A0VM-01	TCGA-DS-A0VN-01	TCGA-DS-A1O9-01	TCGA-DS-A1OA-01	TCGA-DS-A1OB-01	TCGA-DS-A1OC-01	TCGA-DS-A1OD-01	TCGA-DS-A3LQ-01	TCGA-DS-A5RQ-01	TCGA-DS-A7WF-01	TCGA-DS-A7WH-01	TCGA-DS-A7WI-01	TCGA-EA-A1QS-01	TCGA-EA-A1QT-01	TCGA-EA-A3HQ-01	TCGA-EA-A3HR-01	TCGA-EA-A3HS-01	TCGA-EA-A3HT-01	TCGA-EA-A3HU-01	TCGA-EA-A3QD-01	TCGA-EA-A3QE-01	TCGA-EA-A3Y4-01	TCGA-EA-A410-01	TCGA-EA-A411-01	TCGA-EA-A439-01	TCGA-EA-A43B-01	TCGA-EA-A44S-01	TCGA-EA-A4BA-01	TCGA-EA-A50E-01	TCGA-EA-A556-01	TCGA-EA-A5FO-01	TCGA-EA-A5O9-01	TCGA-EA-A5ZD-01	TCGA-EA-A5ZE-01	TCGA-EA-A5ZF-01	TCGA-EA-A6QX-01	TCGA-EA-A78R-01	TCGA-EA-A97N-01	TCGA-EK-A2GZ-01	TCGA-EK-A2H0-01	TCGA-EK-A2H1-01	TCGA-EK-A2IP-01	TCGA-EK-A2IR-01	TCGA-EK-A2PG-01	TCGA-EK-A2PI-01	TCGA-EK-A2PK-01	TCGA-EK-A2PL-01	TCGA-EK-A2PM-01	TCGA-EK-A2R7-01	TCGA-EK-A2R8-01	TCGA-EK-A2R9-01	TCGA-EK-A2RA-01	TCGA-EK-A2RB-01	TCGA-EK-A2RC-01	TCGA-EK-A2RE-01	TCGA-EK-A2RJ-01	TCGA-EK-A2RK-01	TCGA-EK-A2RL-01	TCGA-EK-A2RM-01	TCGA-EK-A2RN-01	TCGA-EK-A2RO-01	TCGA-EK-A3GJ-01	TCGA-EK-A3GK-01	TCGA-EK-A3GM-01	TCGA-EK-A3GN-01	TCGA-EX-A1H5-01	TCGA-EX-A1H6-01	TCGA-EX-A3L1-01	TCGA-EX-A449-01	TCGA-EX-A69L-01	TCGA-EX-A69M-01	TCGA-EX-A8YF-01	TCGA-FU-A23K-01	TCGA-FU-A23L-01	TCGA-FU-A2QG-01	TCGA-FU-A3EO-01	TCGA-FU-A3EO-11	TCGA-FU-A3HY-01	TCGA-FU-A3HZ-01	TCGA-FU-A3NI-01	TCGA-FU-A3TQ-01	TCGA-FU-A3TX-01	TCGA-FU-A3WB-01	TCGA-FU-A3YQ-01	TCGA-FU-A40J-01	TCGA-FU-A57G-01	TCGA-FU-A5XV-01	TCGA-FU-A770-01	TCGA-GH-A9DA-01	TCGA-HG-A2PA-01	TCGA-HM-A3JJ-01	TCGA-HM-A3JJ-11	TCGA-HM-A3JK-01	TCGA-HM-A4S6-01	TCGA-HM-A6W2-01	TCGA-HM-A6W2-06	TCGA-IR-A3L7-01	TCGA-IR-A3LA-01	TCGA-IR-A3LB-01	TCGA-IR-A3LC-01	TCGA-IR-A3LF-01	TCGA-IR-A3LH-01	TCGA-IR-A3LI-01	TCGA-IR-A3LK-01	TCGA-IR-A3LL-01	TCGA-JW-A5VG-01	TCGA-JW-A5VH-01	TCGA-JW-A5VI-01	TCGA-JW-A5VJ-01	TCGA-JW-A5VK-01	TCGA-JW-A5VL-01	TCGA-JW-A69B-01	TCGA-JW-A852-01	TCGA-JW-AAVH-01	TCGA-JX-A3PZ-01	TCGA-JX-A3Q0-01	TCGA-JX-A3Q8-01	TCGA-JX-A5QV-01	TCGA-LP-A4AU-01	TCGA-LP-A4AV-01	TCGA-LP-A4AW-01	TCGA-LP-A4AX-01	TCGA-LP-A5U2-01	TCGA-LP-A5U3-01	TCGA-LP-A7HU-01	TCGA-MA-AA3W-01	TCGA-MA-AA3X-01	TCGA-MA-AA3Y-01	TCGA-MA-AA3Z-01	TCGA-MA-AA41-01	TCGA-MA-AA42-01	TCGA-MA-AA43-01	TCGA-MU-A51Y-01	TCGA-MU-A5YI-01	TCGA-MU-A8JM-01	TCGA-MY-A5BD-01	TCGA-MY-A5BE-01	TCGA-MY-A5BF-01	TCGA-MY-A5BF-11	TCGA-MY-A913-01	TCGA-PN-A8MA-01	TCGA-Q1-A5R1-01	TCGA-Q1-A5R2-01	TCGA-Q1-A5R3-01	TCGA-Q1-A6DT-01	TCGA-Q1-A6DV-01	TCGA-Q1-A6DW-01	TCGA-Q1-A73O-01	TCGA-Q1-A73P-01	TCGA-Q1-A73Q-01	TCGA-Q1-A73R-01	TCGA-Q1-A73S-01	TCGA-R2-A69V-01	TCGA-RA-A741-01	TCGA-UC-A7PD-01	TCGA-UC-A7PF-01	TCGA-UC-A7PG-01	TCGA-UC-A7PG-06	TCGA-UC-A7PI-01	TCGA-VS-A8EB-01	TCGA-VS-A8EC-01	TCGA-VS-A8EG-01	TCGA-VS-A8EH-01	TCGA-VS-A8EI-01	TCGA-VS-A8EJ-01	TCGA-VS-A8EK-01	TCGA-VS-A8EL-01	TCGA-VS-A8Q8-01	TCGA-VS-A8Q9-01	TCGA-VS-A8QA-01	TCGA-VS-A8QC-01	TCGA-VS-A8QF-01	TCGA-VS-A8QH-01	TCGA-VS-A8QM-01	TCGA-VS-A94W-01	TCGA-VS-A94X-01	TCGA-VS-A94Y-01	TCGA-VS-A94Z-01	TCGA-VS-A950-01	TCGA-VS-A952-01	TCGA-VS-A953-01	TCGA-VS-A954-01	TCGA-VS-A957-01	TCGA-VS-A958-01	TCGA-VS-A959-01	TCGA-VS-A9U5-01	TCGA-VS-A9U6-01	TCGA-VS-A9U7-01	TCGA-VS-A9UB-01	TCGA-VS-A9UC-01	TCGA-VS-A9UD-01	TCGA-VS-A9UH-01	TCGA-VS-A9UI-01	TCGA-VS-A9UJ-01	TCGA-VS-A9UL-01	TCGA-VS-A9UM-01	TCGA-VS-A9UO-01	TCGA-VS-A9UP-01	TCGA-VS-A9UQ-01	TCGA-VS-A9UR-01	TCGA-VS-A9UT-01	TCGA-VS-A9UU-01	TCGA-VS-A9UV-01	TCGA-VS-A9UY-01	TCGA-VS-A9UZ-01	TCGA-VS-A9V0-01	TCGA-VS-A9V1-01	TCGA-VS-A9V2-01	TCGA-VS-A9V3-01	TCGA-VS-A9V4-01	TCGA-VS-A9V5-01	TCGA-VS-AA62-01	TCGA-WL-A834-01	TCGA-XS-A8TJ-01	TCGA-ZJ-A8QO-01	TCGA-ZJ-A8QQ-01	TCGA-ZJ-A8QR-01	TCGA-ZJ-AAX4-01	TCGA-ZJ-AAX8-01	TCGA-ZJ-AAXA-01	TCGA-ZJ-AAXB-01	TCGA-ZJ-AAXD-01	TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXI-01	TCGA-ZJ-AAXJ-01	TCGA-ZJ-AAXN-01	TCGA-ZJ-AAXT-01	TCGA-ZJ-AAXU-01	TCGA-ZJ-AB0H-01	TCGA-ZJ-AB0I-01	TCGA-ZX-AA5X-01
ARG1-201	ENST00000275196.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-1.9942	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-1.9379	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-0.5973	-9.9658	-4.035	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-4.6082	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-1.2481	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-4.035	-9.9658	-4.6082	-4.035	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-5.0116	-1.7322	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-4.035	-9.9658	-9.9658
ARG1-202	ENST00000356962.2	-9.9658	-3.458	-6.5064	-9.9658	-6.5064	-5.5735	-9.9658	-6.5064	-9.9658	-5.5735	-9.9658	-5.5735	-5.5735	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	0.2029	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-6.5064	-5.5735	-9.9658	-5.0116	-9.9658	-9.9658	-5.5735	-6.5064	-6.5064	-9.9658	-9.9658	-2.2447	-6.5064	-9.9658	-5.0116	-5.5735	-9.9658	-5.5735	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-4.035	-5.5735	-2.6349	-5.0116	-9.9658	-9.9658	-9.9658	-1.5105	-9.9658	-5.5735	-2.114	-9.9658	-4.6082	-9.9658	-9.9658	-5.5735	-3.816	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-6.5064	-5.5735	-5.5735	-9.9658	-9.9658	-9.9658	-3.3076	-4.6082	-9.9658	-4.6082	-6.5064	-9.9658	-3.1714	-9.9658	-9.9658	-5.0116	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-1.2481	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-6.5064	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-3.816	-9.9658	-5.0116	-9.9658	-5.0116	-3.458	-9.9658	-9.9658	-4.6082	-5.0116	-9.9658	-3.0469	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-6.5064	-5.5735	-5.5735	-5.5735	-9.9658	-3.1714	-9.9658	-9.9658	-5.5735	-9.9658	-3.816	-5.0116	-9.9658	-6.5064	-4.2934	-9.9658	-4.035	-9.9658	-4.035	-3.6259	-5.5735	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-5.5735	-1.9942	-5.0116	-9.9658	-9.9658	-9.9658	-4.6082	-5.0116	-5.0116	-9.9658	-9.9658	-5.5735	-3.6259	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-4.2934	-5.5735	-9.9658	-9.9658	-3.458	-9.9658	-5.5735	-9.9658	0.3685	-3.816	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-3.816	-5.0116	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-5.5735	-9.9658	-1.7809	-4.2934	-5.0116	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-5.0116	-4.2934	-6.5064	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-4.2934	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658
ARG1-203	ENST00000368087.7	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-6.5064	-9.9658	-2.9324	-9.9658	-3.6259	1.3109	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-0.2845	-9.9658	-0.9406	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	2.6395	-3.816	-1.4305	-9.9658	-3.6259	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-1.9379	-2.3147	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	0.7579	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-5.0116	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.0877	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-0.2845	-5.5735	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	0.3115	-9.9658	-1.2142	-6.5064	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-6.5064	-3.816	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-0.6193	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-0.4719	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-4.6082	-5.5735	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-5.5735	-0.4921	-1.4305	-9.9658	-9.9658	-2.8262	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-3.816	-9.9658	-3.816	1.0222	-2.7274	-9.9658	-9.9658	-9.9658	-5.5735	-1.5522	-9.9658	-5.5735	-9.9658	-9.9658	-0.1828	-1.7809	-3.6259	-3.3076	-9.9658	-4.035	-9.9658	1.816	-9.9658	-9.9658	-0.8339	-3.816	-9.9658	-9.9658	-2.3147	-0.8084	-9.9658	-9.9658	-2.3884	-4.6082	-9.9658	1.46	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	2.8974	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	-3.816	-9.9658	-9.9658	-3.6259	-2.1779	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076
ARG1-204	ENST00000469293.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.8084	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.7809	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714
ARG1-205	ENST00000484820.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-5.0116	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-6.5064	-9.9658	-9.9658	-2.6349	-2.2447	-2.8262	-9.9658	-3.816	-6.5064	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-3.458	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-3.816	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-3.0469	-9.9658	-6.5064	-6.5064	-9.9658	-9.9658	-9.9658	-4.2934	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-2.7274	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-3.458	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-4.035	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-4.6082	-1.3921	-2.6349	-1.8314	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-3.0469	-9.9658	-1.5105	-9.9658	-3.3076	-9.9658	-5.5735	-9.9658	-2.1779	-9.9658	-9.9658	-2.114	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658
