transcript_id	gene_id	TCGA-AB-2927-03	TCGA-AB-2914-03	TCGA-AB-2954-03	TCGA-AB-2910-03	TCGA-AB-2867-03	TCGA-AB-2984-03	TCGA-AB-2870-03	TCGA-AB-2818-03	TCGA-AB-2824-03	TCGA-AB-3011-03	TCGA-AB-2866-03	TCGA-AB-3007-03	TCGA-AB-2825-03	TCGA-AB-3009-03	TCGA-AB-3002-03	TCGA-AB-2948-03	TCGA-AB-2862-03	TCGA-AB-2900-03	TCGA-AB-2971-03	TCGA-AB-2976-03	TCGA-AB-2985-03	TCGA-AB-2886-03	TCGA-AB-2931-03	TCGA-AB-2813-03	TCGA-AB-2956-03	TCGA-AB-2913-03	TCGA-AB-2830-03	TCGA-AB-2838-03	TCGA-AB-2933-03	TCGA-AB-2849-03	TCGA-AB-2855-03	TCGA-AB-2894-03	TCGA-AB-2986-03	TCGA-AB-2842-03	TCGA-AB-2820-03	TCGA-AB-2895-03	TCGA-AB-2996-03	TCGA-AB-2920-03	TCGA-AB-2955-03	TCGA-AB-2983-03	TCGA-AB-2816-03	TCGA-AB-2878-03	TCGA-AB-2819-03	TCGA-AB-2943-03	TCGA-AB-2959-03	TCGA-AB-2977-03	TCGA-AB-2919-03	TCGA-AB-2994-03	TCGA-AB-2938-03	TCGA-AB-2833-03	TCGA-AB-2912-03	TCGA-AB-2903-03	TCGA-AB-2908-03	TCGA-AB-2837-03	TCGA-AB-3008-03	TCGA-AB-2898-03	TCGA-AB-2932-03	TCGA-AB-2879-03	TCGA-AB-2979-03	TCGA-AB-2863-03	TCGA-AB-2877-03	TCGA-AB-2969-03	TCGA-AB-2844-03	TCGA-AB-2939-03	TCGA-AB-2937-03	TCGA-AB-2865-03	TCGA-AB-2881-03	TCGA-AB-2970-03	TCGA-AB-2851-03	TCGA-AB-2853-03	TCGA-AB-2839-03	TCGA-AB-2941-03	TCGA-AB-2964-03	TCGA-AB-2845-03	TCGA-AB-2952-03	TCGA-AB-2990-03	TCGA-AB-2896-03	TCGA-AB-2972-03	TCGA-AB-2999-03	TCGA-AB-2840-03	TCGA-AB-2966-03	TCGA-AB-2873-03	TCGA-AB-2899-03	TCGA-AB-2975-03	TCGA-AB-2930-03	TCGA-AB-2810-03	TCGA-AB-3006-03	TCGA-AB-2940-03	TCGA-AB-2889-03	TCGA-AB-2916-03	TCGA-AB-2832-03	TCGA-AB-2875-03	TCGA-AB-2884-03	TCGA-AB-2915-03	TCGA-AB-2924-03	TCGA-AB-2911-03	TCGA-AB-2918-03	TCGA-AB-2978-03	TCGA-AB-2885-03	TCGA-AB-2803-03	TCGA-AB-2811-03	TCGA-AB-2869-03	TCGA-AB-2897-03	TCGA-AB-2935-03	TCGA-AB-2963-03	TCGA-AB-2860-03	TCGA-AB-2815-03	TCGA-AB-2880-03	TCGA-AB-2944-03	TCGA-AB-3005-03	TCGA-AB-2949-03	TCGA-AB-2806-03	TCGA-AB-2843-03	TCGA-AB-2814-03	TCGA-AB-2936-03	TCGA-AB-3000-03	TCGA-AB-2836-03	TCGA-AB-2828-03	TCGA-AB-2965-03	TCGA-AB-2857-03	TCGA-AB-2929-03	TCGA-AB-2950-03	TCGA-AB-2928-03	TCGA-AB-2859-03	TCGA-AB-2861-03	TCGA-AB-2901-03	TCGA-AB-2993-03	TCGA-AB-2883-03	TCGA-AB-2854-03	TCGA-AB-2973-03	TCGA-AB-2835-03	TCGA-AB-2917-03	TCGA-AB-2872-03	TCGA-AB-2987-03	TCGA-AB-2812-03	TCGA-AB-2891-03	TCGA-AB-2823-03	TCGA-AB-3012-03	TCGA-AB-2805-03	TCGA-AB-2942-03	TCGA-AB-2817-03	TCGA-AB-2848-03	TCGA-AB-2841-03	TCGA-AB-2868-03	TCGA-AB-2998-03	TCGA-AB-2847-03	TCGA-AB-2981-03	TCGA-AB-2967-03	TCGA-AB-2882-03	TCGA-AB-2995-03	TCGA-AB-2821-03	TCGA-AB-2980-03	TCGA-AB-2946-03	TCGA-AB-2892-03	TCGA-AB-2904-03	TCGA-AB-2822-03	TCGA-AB-2934-03	TCGA-AB-2826-03	TCGA-AB-2871-03	TCGA-AB-2858-03	TCGA-AB-2808-03	TCGA-AB-2887-03	TCGA-AB-2991-03	TCGA-AB-2890-03	TCGA-AB-2925-03	TCGA-AB-2856-03	TCGA-AB-2846-03	TCGA-AB-2876-03	TCGA-AB-2921-03	TCGA-AB-2893-03	TCGA-AB-2988-03	TCGA-AB-2834-03	TCGA-AB-2874-03
ENST00000407242	LRRC32-203	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-9.9658	-9.9658	-9.9658	0.7832	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-1.3548	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.7809	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.0262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-1.9379	-2.5479	-9.9658	-1.5105	-2.8262	-9.9658	-9.9658	-1.8836	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3183	0.5955	-2.2447	0.058	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658
ENST00000421973	LRRC32-204	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-3.1714	-5.5735	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-3.6259	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658
ENST00000464145	LRRC32-205	-9.9658	-9.9658	-9.9658	-2.114	-0.2159	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-3.816	-9.9658	-2.6349	-2.8262	-4.035	-2.3147	-9.9658	-4.2934	-1.3921	-3.816	-3.6259	-9.9658	-3.3076	-9.9658	-0.7346	-9.9658	-9.9658	-0.1665	-9.9658	-2.9324	-0.2671	-4.2934	-9.9658	-2.7274	-9.9658	-9.9658	1.2394	-3.6259	-9.9658	-5.5735	-9.9658	-9.9658	-2.9324	-0.6643	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-5.5735	-2.6349	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-5.5735	-0.9686	-9.9658	-2.9324	-2.114	-3.458	-1.5522	-9.9658	-4.2934	-6.5064	-9.9658	-6.5064	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-9.9658	-9.9658	-0.2671	-3.458	-0.3022	-2.2447	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-3.6259	-9.9658	-9.9658	-4.035	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-0.3752	-1.1172	-6.5064	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-5.0116	-9.9658	-2.1779	-9.9658	-9.9658	-1.7322	-9.9658	-4.6082	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-5.0116	-9.9658	-9.9658	-2.4659	-9.9658	-5.0116	-9.9658	-9.9658	-2.8262	-9.9658
ENST00000397747	PDCD1LG2-201	-0.4521	-2.2447	-1.8314	-5.0116	-2.1779	-4.2934	-1.9379	-2.114	-1.5522	-5.0116	-1.0559	-5.5735	-0.6643	-3.0469	-1.7322	-2.3884	-3.458	-0.1828	-0.8339	-5.5735	-1.2481	-3.816	-4.6082	-2.1779	0.1648	-1.685	-1.3548	-0.0277	-1.8836	-0.8863	-0.1345	-1.3921	-2.6349	-0.9686	-2.114	-3.458	-0.1504	-3.3076	-0.3383	-0.4521	-0.1504	-2.1779	-2.7274	-3.1714	-0.013	-5.0116	-4.035	-2.4659	0.8647	-4.035	-0.9971	-3.1714	-6.5064	-0.4325	0.099	-2.5479	-0.7588	-2.4659	-9.9658	-2.6349	-9.9658	-1.5951	-2.5479	-2.0529	-3.6259	1.0079	-2.3884	-0.7108	-0.6416	-2.5479	-1.9942	-3.6259	-3.6259	-2.8262	-3.458	-3.6259	-2.1779	-5.5735	-1.9942	-3.458	-2.4659	-0.5543	-0.3383	-1.7322	-1.3921	-9.9658	-1.2828	-2.0529	-3.0469	-1.1811	-2.7274	-3.816	-1.7322	-0.9406	-2.8262	-2.0529	-1.3548	-1.5105	-4.035	-9.9658	-3.3076	-2.3884	-5.5735	-0.8863	-5.5735	-0.0425	-1.5105	-1.9379	-3.816	-1.7809	-0.9971	-2.3147	0.1776	-3.3076	-2.9324	-2.9324	-0.3201	-4.035	-0.8339	-0.5125	-2.7274	-2.8262	-3.1714	-1.1172	-2.9324	-9.9658	-1.7322	-4.035	-1.5105	0.6145	-2.9324	-1.6394	-2.2447	1.5563	-9.9658	-0.9971	-3.6259	-3.0469	-1.3921	-2.3147	-1.5522	-1.6394	-5.0116	-1.0262	-4.2934	-1.4305	2.6395	-3.0469	-0.4521	-0.6643	-2.2447	-2.9324	-1.685	-2.9324	-3.3076	-1.5951	0.1124	-2.4659	-2.5479	-2.9324	-2.3884	-2.2447	-2.1779	-0.5543	-2.8262	-2.8262	-2.3884	-3.6259	-0.3566	-1.3921	-0.8863	-3.458	-3.6259
ENST00000389474	SIGLEC15-201	-9.9658	-3.1714	-0.4521	-1.685	-9.9658	-9.9658	-0.7834	-2.5479	-2.3147	-9.9658	-9.9658	-9.9658	-2.7274	-2.3884	-9.9658	-1.2828	-0.8599	-3.816	-3.0469	-2.8262	-2.4659	-2.8262	-1.9379	-1.9379	-1.3548	-1.6394	-0.8339	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	0.099	-1.2828	-1.0862	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-3.3076	-9.9658	-0.394	-2.9324	-1.8314	-3.1714	-9.9658	-2.5479	-3.1714	-1.8314	-9.9658	-4.6082	-1.8836	-0.1665	-2.5479	-1.2481	-4.035	-2.5479	-9.9658	-1.7809	1.7912	-1.3921	-2.6349	-1.2828	-3.458	0.2998	-9.9658	-2.3147	-2.9324	-3.0469	-1.0559	-0.9971	-9.9658	-0.1031	-2.5479	-1.3183	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-0.5543	-3.816	-1.5105	-9.9658	-0.3752	-9.9658	-9.9658	-2.4659	-0.9686	-0.4521	-0.9406	-3.816	-1.1172	-3.0469	-2.5479	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-1.9942	-9.9658	-0.5543	-9.9658	-1.4699	-9.9658	-0.9971	-9.9658	-9.9658	-0.9132	-1.2142	-2.8262	-9.9658	-9.9658	-0.6193	-9.9658	-2.6349	0.058	-9.9658	-1.4305	-0.2671	-2.9324	-1.8314	-3.0469	-9.9658	-9.9658	-3.1714	-2.9324	-9.9658	-0.9686	-0.0877	0.5568	-9.9658	-0.5973	-2.8262	-1.2142	0.1124	-9.9658	-1.3548	-9.9658	-2.5479	-9.9658	-1.8314	-9.9658	-9.9658	-3.3076	-9.9658	-2.9324	-9.9658	-9.9658	-1.3921	-9.9658	-2.0529	-1.685	-3.0469	-0.5332	0.8883	-9.9658	-1.8836	-0.2845	-1.4305	-3.816	-0.0725	-9.9658	-1.685	-9.9658	-0.2328
ENST00000546268	SIGLEC15-202	-1.8836	-1.1811	0.1388	-9.9658	-2.3147	-9.9658	0.9115	-2.0529	-1.9942	-3.458	-3.458	-1.8836	-1.5951	-0.7588	-4.035	-0.1665	-9.9658	-1.7809	-2.5479	-2.5479	-1.8314	-1.0862	-2.2447	-2.6349	-0.6416	-2.9324	-1.3183	-0.6193	-1.8836	-9.9658	-2.7274	-3.3076	-3.1714	-1.685	-9.9658	-0.3201	-0.4131	-0.2845	-9.9658	-0.4719	-0.9132	-4.6082	-9.9658	-3.816	-9.9658	-1.3183	-9.9658	-0.9686	-9.9658	-1.9942	-9.9658	-1.685	-2.8262	0.0718	-9.9658	-9.9658	0.7579	-0.1993	-0.3022	-3.6259	-9.9658	-0.7108	-9.9658	1.8119	-0.1993	0.5568	0.5859	-9.9658	-1.0862	-1.685	-0.9406	-9.9658	-2.3884	-1.1488	-2.7274	-2.9324	0.1388	-2.8262	-5.5735	-3.458	-4.035	-0.7108	-0.6643	-4.035	-1.2142	-9.9658	0.8164	-1.3183	-0.6193	-2.6349	-9.9658	-1.9942	-2.6349	0.1776	0.3115	-2.0529	-0.7588	-3.0469	-1.1811	-1.3921	-2.5479	-1.7809	-1.2828	-3.0469	-1.8314	-2.3147	-1.1172	-0.7346	-0.2328	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-0.1345	-0.9686	-1.5522	-2.6349	-0.8339	-1.0262	-2.1779	-1.3183	-0.8339	-1.5522	0.03	-1.8836	-5.0116	-4.6082	-1.5105	-1.8314	-9.9658	-1.0862	-9.9658	-3.816	-9.9658	-1.2481	-0.2328	-1.2828	-0.4325	-2.3147	-0.1187	-9.9658	-1.3183	-1.7809	-3.3076	-0.4921	-1.5105	-0.2845	-1.9379	-9.9658	-9.9658	-0.8084	-2.2447	-4.035	-3.0469	-9.9658	-3.3076	-1.0559	-1.1172	-9.9658	-2.9324	-1.5951	-1.4305	-0.3022	-1.3183	0.2881	-1.5951	-0.3566	-1.0862	-9.9658	-1.9942	0.0854
ENST00000587418	SIGLEC15-203	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-2.5479	-2.3884	-1.4305	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-3.458	-1.0559	-9.9658	-9.9658	-9.9658	-2.114	-2.3884	-2.0529	-2.0529	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-2.5479	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.9686	-9.9658	-9.9658	-9.9658	-2.7274	-3.458	-9.9658	-3.6259	-9.9658	-9.9658	-1.4699	-1.3921	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-2.4659	-3.6259	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-2.0529	-9.9658	-2.114	-9.9658	-9.9658	-0.6643	-2.8262	-2.8262	-2.9324	-9.9658	-1.9942	-9.9658	-9.9658	-2.8262	-2.8262	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-2.9324	-9.9658	-3.816	-9.9658	-1.5105	-9.9658	-2.5479	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-2.7274	-9.9658	-9.9658	-0.8339	-9.9658	-2.4659	-9.9658	-9.9658	-1.5105	-1.7322	-2.114	-2.114	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-3.0469	-9.9658	-2.4659	-3.1714	-9.9658	-3.458	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-2.8262	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658
ENST00000593178	SIGLEC15-204	-0.1828	1.3846	1.816	-0.3022	-0.7108	-2.114	2.0183	1.7446	1.1577	1.1117	-0.7346	0.7916	1.3454	0.434	-1.9942	1.614	1.0007	-0.0725	1.3051	0.8082	1.5316	0.2881	1.0915	0.5069	0.6239	1.6785	0.0854	0.3796	0.3115	-0.5332	0.058	-0.1993	0.7233	1.9822	-1.5105	1.6964	1.6327	-0.1031	-0.8084	1.8444	0.7493	-0.7108	-1.0559	-0.8084	0.6145	1.8683	-0.9406	1.614	-1.7322	-0.7588	-0.3566	1.1577	-0.4521	1.4494	-1.6394	0.1388	2.4753	1.9786	0.24	-0.6416	0.0718	0.3796	0.8164	3.5374	1.6093	1.4011	2.561	0.517	1.6604	1.3511	2.1957	-0.1345	-0.0277	0.5763	-0.7588	-0.2671	1.6785	0.1648	1.2696	-0.1031	-2.4659	1.6964	0.517	1.1382	1.1897	-1.5522	2.2144	0.6608	2.0979	0.3231	-2.3884	-0.2498	0.4761	1.816	2.1798	0.6425	1.125	0.1903	0.517	1.9264	-0.8084	-0.2328	0.4552	-1.0262	1.4228	-0.3022	2.0638	0.5666	1.2636	-2.6349	0.2642	-0.2671	0.2881	-2.114	-1.1811	1.4547	0.8246	0.8164	0.9115	0.3115	1.8957	-1.1172	0.4447	1.9786	-1.0262	2.0604	1.2636	-0.7108	0.2277	1.2271	-0.0725	-0.1504	1.9034	-0.2671	0.2642	0.1903	1.8323	2.409	0.9268	0.5568	0.03	1.3051	0.9716	0.7748	0.7146	-0.1504	0.8568	0.9493	1.0433	0.3907	-2.9324	0.1903	0.3573	1.6045	0.0014	-1.0262	0.605	0.3685	0.8488	0.1257	1.2756	0.6425	2.0004	0.2029	0.9642	1.2023	2.2144	1.334	1.9859	1.0503	1.0433	0.9716	2.9071
ENST00000602118	SIGLEC15-205	-3.1714	-9.9658	-2.114	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-2.4659	-9.9658	-1.0862	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.685	-1.8314	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-2.114	-3.3076	-2.9324	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000503634	TDO2-201	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8836	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000506072	TDO2-202	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.1172	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
