genes	TCGA-3X-AAV9-01	TCGA-3X-AAVA-01	TCGA-3X-AAVB-01	TCGA-3X-AAVC-01	TCGA-3X-AAVE-01	TCGA-4G-AAZO-01	TCGA-4G-AAZT-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2I-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2T-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA33-01	TCGA-W5-AA34-01	TCGA-W5-AA36-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-W6-AA0S-01	TCGA-WD-A7RX-01	TCGA-YR-A95A-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y8-01	TCGA-ZU-A8S4-01
LRRC32	55.90968401457235	25.880981159280452	41.38648364206108	42.61929992472565	13.893469331869596	16.880775791876687	47.37835440321891	28.893433560606866	11.252506857119158	16.469334709311056	17.494301331796464	16.30239428508287	48.22366110544482	25.308155106199706	42.800506275141174	16.79792759215269	9.395692055599511	48.857242913416684	50.798964786529154	30.040786783182227	25.18456011990324	9.89665204203743	33.28395265075795	21.075630898637968	29.08689512264837	13.273335106069851	45.18084143921786	19.146990377837483	31.193532801100446	37.20113511712944	18.406973924753743	14.849787032131076	28.685939980736833	31.99152748465346	36.027564441874745	24.7868183383556
SIGLEC15	2.0818210794488294	5.469551909851589	10.658278870683162	3.1747864925445413	2.5796596365277153	1.4874572329850082	1.6058633508737898	-8.330913963459672	0.18708029304161755	2.420791490265181	5.530727780733514	9.054088725314728	5.721794673756811	5.011572182558773	2.6982516186036705	5.626964936497757	3.561694944023216	0.897057511150507	-1.8197218468858694	10.638827302620328	7.777993299651797	-2.834910076161975	-3.7273158698987743	24.34198748110945	3.522302304435435	3.6017404082707927	-0.6175162125308802	-0.5764678046323155	-3.728605703010153	3.1167814983187085	5.385735936728672	-0.2891351828137658	4.959507666561315	-0.25681910985390033	5.822760309044071	126.35361444850527
TDO2	25.883900672061827	0.39290240240177354	22.375680797949258	-22.4407563456939	-38.780644536477894	14.897428025839417	102.0547504169823	-16.5582630034678	14.970059315183448	-1.5634576758479852	-2.742727258969694	46.58451934718278	-2.501907202946086	34.2725166276598	5.798205409088155	75.18243086286884	82.25092270682774	109.82404834723036	0.934155187986903	-40.56917662645344	41.31518140637968	26.942972072159478	107.20191848351726	47.18721194997954	270.91372548785034	-69.12066285784067	35.557095088911524	30.407735364476935	48.693831091414836	-73.18758506270296	80.92805772137444	35.560606172380744	-30.745859452020227	23.99411763841215	-46.26521264474229	18.17421026958334
BIRC7	12.273377296325847	2.4043162687846547	2.2785349141156033	3.385649301125788	-0.6747669434871995	2.4532745636643725	-0.3861359463902261	0.6007916038055257	1.2397447027976227	0.22254859129105853	-0.6114146606262807	-1.1289974186128404	6.8272465988845425	-2.3511098661456487	0.9355641750614438	1.1125767819976886	-0.6825281713890305	2.028290536645784	9.96627198557286	1.3027395056995559	0.17474231621810077	-0.40497846751682687	1.1245853559087564	0.15833068765273595	1.349407165368497	0.9309184438938161	0.4381901508710726	-0.9661253084396932	0.5640802898952231	-0.7298640047267995	0.49096816648863495	0.3407359824740297	1.2088397793282368	1.4244142619366187	-1.5343488448154616	1.6208196139679245
TGFB1	49.89247046101127	62.766944171125715	23.20757497596219	35.917069893402186	26.83769504195186	14.00946008314179	20.52627240658694	61.128038705204744	76.85571003124915	38.9233850674691	-15.60462532310396	43.641158367402	30.045284851261613	32.325103416475145	53.65343113842562	65.00990678792527	12.89363406861196	50.33821125272277	44.2556094591821	98.88541773520126	20.394199194804855	35.43497210913438	37.29044875369664	29.87031461160484	-17.92440881445009	126.59872480506726	44.50615450420264	1.171225752585542	69.3902343609879	57.12165584618572	48.97704128023588	88.88346212405662	62.996383683519184	21.73132054660107	98.91907224754101	83.02395572477161
IDO1	11.156712341778046	9.343957595966685	8.142439520046224	19.090470077311835	45.7531227703432	1.2665742944064107	1.3594469488177765	-1.7450289493703224	39.055374997288084	4.088464082897104	1.225741619617338	-5.296229661863578	15.594175422198418	2.9488279166646407	-1.8133054616825177	-6.647153793280097	5.220583952188633	6.951485144676695	6.375412634773767	0.2373813174410202	6.243947451125507	2.687404958514179	5.3318441343452605	5.152387306307816	-2.329932475568171	7.2563637998631805	23.50448226891973	5.303458921829247	9.056660170054386	2.0788345253912155	-4.368587221353238	2.102255936277487	4.020940052495973	-1.3970991855750867	0.5428604633296743	29.449004509918666
PDCD1LG2	1.877647192388043	1.194778581242991	0.8844014803945903	1.0463001846516367	0.6601366401366793	0.2551985269453887	0.15290319470764935	0.3125283647547068	1.9062159265084055	0.012879354662871378	0.816576810273931	0.8637897708551279	1.9414363888582002	-0.15847071050237105	0.6276533177144383	0.42063098172722313	-0.030534058649951845	0.902448392887738	0.33066769696186427	1.099105528622962	1.2565873349006331	0.11608184905946217	-0.22651458538880398	0.5559217999543602	-0.03790103022499558	0.9425945575948322	1.8249021680935975	0.17810491998634248	0.3232930188306078	0.4982173452449512	0.2948539480330332	0.0630652080413121	0.4817848728406897	0.4646296826013714	0.6500909087668152	19.73436581580928
IL10	0.26522630046836504	0.3650979147947808	0.24503959260599384	0.28055955209588035	0.6070290743245117	0.003627917804426062	0.021536813216544104	0.016932755476521066	0.9646625990846909	0.13825195646138422	0.16703557472594	0.06116461891595204	0.2979969861967433	0.02065593196686688	0.4116673841703493	0.24706693029052396	0.07304403079343036	0.2098961441460787	0.22684440785019966	0.5511895238274249	0.47702133291666726	0.045516762955902124	0.2758515401450756	0.3882509514253467	-0.15057725417312007	0.4213270825404818	0.3173429837586541	0.14493443356702151	0.4759386321158132	0.3259302837072031	0.026920680350514203	0.29495744510752697	0.10133180932156538	0.00505027547457626	0.5977410691409633	1.1240346383188937
ARG1	6.304056923660852	4.202474692817503	2.5243982590297946	0.7391955568634216	-15.15450572187379	8.831395992097015	39.41038163025783	33.290504178442234	4.405189406439916	4.003984960736489	18.4149780702314	18.81409719066565	-5.806779105094876	16.01072218447152	7.614113906722196	40.706484491168226	34.45895172677575	39.0821825080761	2.0504879444098947	24.659119801027998	28.865223194557302	12.602961596722565	41.92056141147884	13.398082428871788	78.69313789646756	-37.306477269803196	52.43283518091803	31.302724904691246	17.03277822416257	-33.44396898981171	26.528766704697773	22.396827781692906	-10.977795676118063	11.149917882228834	12.510529527434954	3.2182257677732196
CCL2	90.49813573237498	174.10926873931203	169.0588897247826	153.44504382036757	278.3105039949314	-26.684176089612265	302.1353886930192	-39.50547678459134	23.167255875554474	96.26988909339616	62.26374657114411	35.05872726171947	59.991617356066854	194.10841118672397	183.76637891999326	197.5142864987938	9.680143066790151	-48.00476982715281	219.05971461468107	378.964161493328	92.30511115013906	91.7636250462956	135.8186990776867	445.1714995806574	9.847140095184841	172.5820735490297	140.9860379001857	28.687305861521054	124.90264044760715	256.2858377527691	183.80270968996138	178.23383628149713	89.52245933795894	119.63587896069203	309.9450196652283	42.492465910972896
