Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-BF-A1PU-01	0	0.173491290986344	0.0221209876529778	0.0611807603406285	0	0	0	0.19197212473997	0	0	0.0869685879308647	0	0	0.0382578541841679	0.0677134764468405	0.302307170406906	0	0	0	0.0148469960584086	0.0329293543543337	0.00821139689855826	9999	-0.00169229120210852	1.08343488291474
TCGA-BF-A1PV-01	0.124325433384711	0	0.079061064812569	0.118244441283663	0	0.182958496052437	0	0.0605969030174878	0.0684111620005812	0	0.0263900882457801	0	0.0325536464721963	0.00777119827557827	0.0578670062579416	0.157013642321119	0.021278213784883	0.0108179038831275	0.0338725260769849	0	0	0.0188382741309401	9999	0.210891024222706	1.00132923989282
TCGA-BF-A1PX-01	0.183694976885405	0	0.0843291856330146	0.307633052495797	0	0	0.000662322866206425	0.0610639032437257	0.080572349808001	0	0	0.0413824130172118	0	0.0889205745354693	0.07748450076935	0.0204476809947257	0	0	0.0437643392386795	0	0	0.010044700512414	9999	0.320879142029084	0.963243920350708
TCGA-BF-A1PZ-01	0.0939559193102163	0	0.0590929349351864	0.154489696651543	0	0.171765549535577	0	0.123074048456506	0.039052510736218	0	0.06599299144216	0	0.00794689869279499	0.0151176642037766	0.0853158393775804	0.112710684955184	0	0	0.0107365515784907	0	0	0.0607487101247676	9999	0.0991459317140344	1.05950847771427
TCGA-BF-A1Q0-01	0.107354269178596	0	0.0199681998275679	0.176529889888168	0	0.131127743947852	0.00586093515248063	0.121564955252027	0.046559448775591	0	0.02352689415639	0.0224068343854101	0	0.116989042471031	0.082186100324031	0.0904657421990639	0.00218752243463187	0	0.0275050552275641	0	0	0.0257673667795967	9999	0.161783870463512	1.02846421991872
TCGA-BF-A3DJ-01	0.168324359552698	0	0.0231168078172332	0.17768833788926	0	0	0	0.0546102592440839	0.0124566423882356	0	0.00684172764416536	0.00721214710648635	0.12002470370323	0.0524820246260283	0.00140405664546454	0.197651302413663	0	0.112763053049857	0.0250393992871237	0	0	0.0403851786324697	9999	0.237855637401204	0.984419688291185
TCGA-BF-A3DL-01	0.028351937324828	0	0.0377846235604611	0.115173586347957	0	0.0721012039288811	0	0.0498357355255133	0.0985891255294197	0	0.14240330783632	0	0	0.340023447351443	0.110303291816083	0	0	0	0	0	0.0054337407790939	0	9999	-0.00765616352027612	1.11936556834381
TCGA-BF-A3DM-01	0	0.0128377247298432	0	0.208200984406646	0	0	0	0.100449816908531	0.0604957238878517	0	0.00740620131121456	0.0129419256473154	0.0506751687824635	0.159675253674066	0.0988423945896171	0.121467511112759	0.00079136377471256	0.00752837884668043	0	0.0513745047938608	0.0315125964895223	0.0758004510449162	9999	-0.0258031080445963	1.10365426244159
TCGA-BF-A3DN-01	0.0474562961218734	0	0	0	0	0.273980691082947	0	0.0873821024445547	0.0253403855252781	0	0.0907621123579066	0.0745632987426781	0.056403842225272	0.102667555624224	0.0148514503604473	0.0661506533759436	0	0.0707934022205238	0.0896482099183513	0	0	0	9999	-0.0318525320702197	1.10249566481803
TCGA-BF-A5EO-01	0	0	0.0873179468256001	0.183507500692163	0	0.0958019887753476	0	0.060125373985257	0.0680767506706809	0	0.0817232688658181	0	0.010901327064862	0.121910191678782	0.0210874166131651	0.174832763216432	0	0	0	0.0753745893139641	0	0.0193408822979289	9999	0.138202277360505	1.03384918326369
TCGA-BF-A5EP-01	0.0167291780154157	0.0271539219727176	0	0.135232084026294	0	0.0388392047810939	0	0.093062574179241	0.0148436319777165	0	0.148824554941452	0.00419620258086497	0	0.145573101374233	0	0.185303751412682	0	0.125557081737925	0.0141463864037752	0.00690500179062927	0	0.0436333248059602	9999	-0.0254450538548699	1.10084286033837
TCGA-BF-A5EQ-01	0.0947354619887499	0.0605492551027394	0.0276734774495891	0.128892978298651	0	0.145629017333782	0	0.129079809733972	0.0860242414692693	0.0108201781865591	0.00935572019273276	0.0153685204385696	0	0.0501496519875588	0.0570989810720862	0.110880290685841	0	0.00289373894443026	0.0334437155664135	0	0	0.0374049615490561	9999	0.213838760778106	1.00578960938593
TCGA-BF-A5ER-01	0.00436221235096014	0.0441497971254987	0	0.0570283663349154	0	0	0	0.187200294766042	0	0	0.11972204737555	0	0	0.36854086567536	0.0360645228201652	0.147157823408465	0	0	0.00428072398860203	0.0128285432018524	0	0.0186648029525886	9999	0.0112404622125256	1.10942708980666
TCGA-BF-A5ES-01	0	0.0391634695061447	0.00609744337146145	0.172031630452789	0	0.104064182558145	0	0.170535115318753	0.0883103135667448	0	0	0.00716423868140297	0.0079421409608764	0.110292126698002	0.0722735325079525	0.177477433829123	0	0	0	0	0	0.0446483725486055	9999	0.0265091016141311	1.09249248975908
TCGA-BF-A9VF-01	0	0.0585361438500019	0.0421571366648982	0.171053069116113	0	0	0	0.0719761963244629	0	0	0.0829242561290641	0.0285559405628126	0.0139289172822376	0.0163102906437338	0	0.207632332801004	0	0.18646992484472	0.0957104813889891	0	0	0.0247453103919624	9999	-0.0333189403528044	1.08982263609735
TCGA-BF-AAOU-01	0.0735736418434273	0	0.196894949924366	0.120873082460219	0	0	0.0152938743487662	0.108356239281465	0.013839343393659	0	0	0	0	0.122196353301012	0.0609187477270017	0.100105013299591	0	0.0451372621116792	0	0.0898249948822547	0	0.0529864974265584	9999	0.354290037072264	0.940942894064311
TCGA-BF-AAOX-01	0.0211632334510441	0.0458846057313862	0	0.0851055559893408	0	0.145235669645591	0	0.0516057366171106	0.0680183342186351	0	0.0909321447150366	0.0254023983070251	0	0.202111219717923	0.0174162926666981	0.132336403243984	0	0.0142510857720547	0	0.033201036292182	0.0126754071812595	0.0546608764507284	9999	0.019537476539743	1.08494870689784
TCGA-BF-AAP1-01	0	0.0525429157009137	0.276211094121395	0.111872329415331	0	0	0	0.0526109230626723	0.0102079061629585	0	0.00745717938991516	0.0320712648854225	0.0030098791513414	0	0	0.31806721298296	0	0.0349542173310445	0.0345549990634223	0	0	0.0664400787326226	9999	0.17103926808193	1.04391418757044
TCGA-BF-AAP2-01	0.117282543667012	0	0.0314936401511212	0.121756975657656	0	0.0858909602760696	0	0.134395014846813	0.103882243348561	0	0	0.00805808789369668	0	0.00373861151750634	0.0873053721378119	0.257095020901908	0	0	0.00872467869883306	0	0	0.0403768509030112	9999	0.158051081725502	1.02741541548636
TCGA-BF-AAP4-01	0.00490113840903974	0.00528684692841767	0.0185444198958174	0.302234238753996	0	0	0.0304750531050688	0.145810218428318	0.0344858021011219	0	0.0909862085181311	0.0509909570680899	0.00867593569223623	0.0201856872056214	0.15994372098933	0.0210559765228394	0.00701861694509147	0	0.0750179764206952	0	0	0.0243872030161859	9999	0.0839504360137797	1.09583790237214
TCGA-BF-AAP6-01	0	0.0389779301365088	0	0.0515938339297349	0	0.0422863584088012	0	0.0629137871524899	0.0630082023649246	0	0.130597624696842	0	0.0112523167352018	0.0814349675497463	0.0167350421212727	0.302691496019748	0	0.101106753314899	0	0.0681740169096381	0	0.029227670660193	9999	-0.0218685145454856	1.09313100435294
TCGA-BF-AAP7-01	0.0731088425271729	0	0.0275872590454291	0.242343139739733	0	0	0	0.135951300246286	0.0472666278141982	0	0.0499929550020583	0.0438304647428868	0.00155912054529839	0.0865743011768666	0.13204988104066	0.0564050067948886	0.00661625185090976	0	0.0837550159576862	0	0	0.0129598335159264	9999	0.143725337222077	1.04097328006669
TCGA-BF-AAP8-01	0	0.141512247158272	0.0348722662467308	0.217266601261665	0	0.0519120502057113	0	0.0868878713072101	0.0198318819656068	0	0.111577610061711	0.0250606541833669	0.0468025858422752	0.0917056802163262	0.00722639587073193	0.0673742168091078	0	0.0132771006234718	0.0318723132010797	0	0.0528205250467325	0	9999	0.0623646429909006	1.06936132284721
TCGA-D3-A5GT-01	0	0.101945536091815	0.00779854170681339	0.156792128083636	0	0	0.00933491415329855	0.151056974740064	0	0	0	0.0250083141433891	0.00748306002193604	0	0	0.225476167735201	0	0.105014165536497	0.168839983538329	0	0.0208307409356872	0.0204194733133329	9999	0.0217246729867005	1.0628033752256
TCGA-D9-A3Z4-01	0.120507609398789	0	0.039572686230233	0.138450323360373	0	0.0941929496236401	0.022111960980416	0.111046513696827	0.115103490830811	0	0.048458951123639	0	0	0.0791036552884736	0.0688491491500762	0.0882725046397809	0.00221200879237356	0	0.029078386675778	0	0	0.04303981020879	9999	0.193981137544955	1.01237171489547
TCGA-D9-A4Z3-01	0.00674576662182612	0.0802855974766533	0	0.208023554545188	0	0.17606146929747	0	0.0478620230275043	0.0573799593095893	0	0.0799215851950852	0	0.0761580857795349	0	0.0210645856202806	0.199266265406202	0	0.00198657533807039	0.0452445323825961	0	0	0	9999	0.023871506281139	1.08657304713884
TCGA-D9-A4Z5-01	0.0638105757444868	0.00878906438781421	0	0.173615099324125	0	0	0.044526492696933	0.0795354755198213	0.0137928824271901	0	0.0508012050157687	0	0.0377802226918017	0.218171678787702	0.0835608792837979	0.205530105023784	0	0	0	0	0	0.0200863190967758	9999	0.0873139432590546	1.05578727516841
TCGA-DA-A960-01	0	0.211147137476828	0	0.134598681929757	0	0	0.0242095243826334	0.125425028352115	0	0	0	0.0686909352994639	0	0.066857063757393	0.0275761348825635	0.157596820448456	0	0.0579316494515271	0.119227555355495	0	0.00673946866376894	0	9999	0.0444712125982202	1.06018914633768
TCGA-EB-A1NK-01	0.0585051042537615	0	0.0116135664375181	0.227669873212754	0	0.0915552007579499	0	0.19402156680131	0	0	0	0.0387106978472672	0.0132068129964069	0.170028375871469	0.00572156196831965	0.0429504441338487	0	0.0955000556382477	0	0	0	0.0505167400811465	9999	0.0258118266716744	1.094873294677
TCGA-EB-A24C-01	0	0.134910696762441	0.0356747293806527	0.107392931299343	0	0	0	0.144648888912337	0	0	0.00194491200722827	0.0350661217747629	0.0313676846794439	0	0.019054445028545	0.345262488953202	0	0.0177237509212164	0.0961487652180424	0	0.0253282691063594	0.00547631595642586	9999	0.0431673688104642	1.05849477131737
TCGA-EB-A24D-01	0.0668054036403976	0	0.135133883216079	0.161069607828616	0	0.21670403110635	0.00406706474246857	0.189255784728645	0	0.00210698982853324	0	0	0	0	0.026785803444271	0.154121693414564	0	0.00211499160698625	0	0.00805263385876674	0	0.0337821125843224	9999	0.245208627060827	1.00156651161888
TCGA-EB-A299-01	0.00880531313738623	0	0	0.265697103105664	0	0.0171265345193986	0	0.241492833541066	0.109660173068681	0	0	0	0.000760660159707136	0.0218781663667476	0.0576624546750329	0.0875462880697169	0	0.0285607647099532	0	0.117248719986419	0	0.0435609886602275	9999	0.040521341394912	1.10540929973612
TCGA-EB-A3HV-01	0.0315556247503438	0	0.0369406615346921	0.271091308872988	0	0	0	0.0794207815640319	0.0610629933988658	0	0.0140711428484995	0	0.110123641581686	0.151135341941979	0.0441216767874105	0.0847537579370963	0.00171442071290571	0	0.0236635757125763	0	0.0546806987678794	0.035664373589045	9999	0.028355263509008	1.0733789132839
TCGA-EB-A3XB-01	0.0257953925623341	0.020022322353527	0.0320873077428885	0.258075554198756	0	0	0	0.170604078809742	0	0	0	0.0700613246544518	0.0214207453914001	0.0282458952989264	0.0402990897349368	0.244325049995366	0	0.026729275109222	0.0357605168702181	0	0	0.0265734472782316	9999	0.109122429200065	1.04671616745822
TCGA-EB-A3XC-01	0.0679818937923828	0	0.0282562787771393	0.201201517413117	0	0.0698428489324907	0	0.061648426755615	0.0711188680181554	0	0.0674396517342472	0.00968210346805791	0.102311676559161	0.11147977738733	0.0892131873199029	0.0493051814224774	0	0.0188622910747862	0.043191021063809	0	0.00846527628132797	0	9999	0.0342217438892908	1.07413415754601
TCGA-EB-A3XD-01	0.0522984391808003	0	0.0153386741483987	0.128421195090669	0	0.217499978191095	0	0.100807945803847	0.0517438530960501	0	0	0.0684451850766661	0	0.137834814217492	0.0414123246468734	0.115768635865735	0.00574959229330622	0	0.0435292462803699	0	0	0.0211501161086959	9999	0.0824305118407663	1.06391568808889
TCGA-EB-A3XE-01	0.0552502529680077	0	0.0357285453122859	0.289320051326778	0	0	0	0.14028923683259	0.0571724953826602	0	0	0.0182175429646809	0	0.178456255863171	0.0747390221773355	0.113856216364565	0.00310506862279012	0	0.0263192344061687	0	0	0.00754607777896627	9999	0.0971361671305104	1.05939854535108
TCGA-EB-A3XF-01	0.000676271374497423	0.0258595362839981	0	0.171126829929911	0	0	0.059287410500492	0.0968268907975559	0.00743715933901837	0	0.0752842141221556	0	0.186404561675838	0.0552340685092118	0.128105161254006	0.0844929897844607	0	0.0344740919321781	0.0720129121249533	0	0	0.00277790237172312	9999	-0.0120398022638316	1.08868987491411
