genes	TCGA-3N-A9WB-06	TCGA-3N-A9WC-06	TCGA-3N-A9WD-06	TCGA-BF-AAP0-06	TCGA-D3-A1Q1-06	TCGA-D3-A1Q3-06	TCGA-D3-A1Q4-06	TCGA-D3-A1Q5-06	TCGA-D3-A1Q6-06	TCGA-D3-A1Q7-06	TCGA-D3-A1Q8-06	TCGA-D3-A1Q9-06	TCGA-D3-A1QA-06	TCGA-D3-A1QB-06	TCGA-D3-A2J6-06	TCGA-D3-A2J7-06	TCGA-D3-A2J8-06	TCGA-D3-A2J9-06	TCGA-D3-A2JA-06	TCGA-D3-A2JB-06	TCGA-D3-A2JC-06	TCGA-D3-A2JD-06	TCGA-D3-A2JE-06	TCGA-D3-A2JF-06	TCGA-D3-A2JG-06	TCGA-D3-A2JH-06	TCGA-D3-A2JK-06	TCGA-D3-A2JL-06	TCGA-D3-A2JN-06	TCGA-D3-A2JO-06	TCGA-D3-A2JP-06	TCGA-D3-A3BZ-06	TCGA-D3-A3C1-06	TCGA-D3-A3C3-06	TCGA-D3-A3C6-06	TCGA-D3-A3C7-06	TCGA-D3-A3C8-06	TCGA-D3-A3CB-06	TCGA-D3-A3CC-06	TCGA-D3-A3CE-06	TCGA-D3-A3CF-06	TCGA-D3-A3ML-06	TCGA-D3-A3MO-06	TCGA-D3-A3MR-06	TCGA-D3-A3MU-06	TCGA-D3-A3MV-06	TCGA-D3-A51E-06	TCGA-D3-A51F-06	TCGA-D3-A51G-06	TCGA-D3-A51J-06	TCGA-D3-A51K-06	TCGA-D3-A51N-06	TCGA-D3-A51R-06	TCGA-D3-A51T-06	TCGA-D3-A5GL-06	TCGA-D3-A5GN-06	TCGA-D3-A5GO-06	TCGA-D3-A5GR-06	TCGA-D3-A5GS-06	TCGA-D3-A5GU-06	TCGA-D3-A8GB-06	TCGA-D3-A8GC-06	TCGA-D3-A8GD-06	TCGA-D3-A8GE-06	TCGA-D3-A8GI-06	TCGA-D3-A8GJ-06	TCGA-D3-A8GK-06	TCGA-D3-A8GL-06	TCGA-D3-A8GM-06	TCGA-D3-A8GN-06	TCGA-D3-A8GO-06	TCGA-D3-A8GP-06	TCGA-D3-A8GQ-06	TCGA-D3-A8GR-06	TCGA-D3-A8GS-06	TCGA-D3-A8GV-06	TCGA-D9-A148-06	TCGA-D9-A149-06	TCGA-D9-A1JW-06	TCGA-D9-A1JX-06	TCGA-D9-A1X3-06	TCGA-D9-A3Z1-06	TCGA-D9-A3Z3-06	TCGA-D9-A4Z6-06	TCGA-D9-A6E9-06	TCGA-D9-A6EA-06	TCGA-D9-A6EC-06	TCGA-D9-A6EG-06	TCGA-DA-A1HV-06	TCGA-DA-A1HW-06	TCGA-DA-A1HY-06	TCGA-DA-A1I0-06	TCGA-DA-A1I1-06	TCGA-DA-A1I2-06	TCGA-DA-A1I4-06	TCGA-DA-A1I5-06	TCGA-DA-A1I7-06	TCGA-DA-A1I8-06	TCGA-DA-A1IA-06	TCGA-DA-A1IB-06	TCGA-DA-A1IC-06	TCGA-DA-A3F2-06	TCGA-DA-A3F3-06	TCGA-DA-A3F5-06	TCGA-DA-A3F8-06	TCGA-DA-A95V-06	TCGA-DA-A95W-06	TCGA-DA-A95X-06	TCGA-DA-A95Y-06	TCGA-DA-A95Z-06	TCGA-EB-A44Q-06	TCGA-EB-A44R-06	TCGA-EB-A5KH-06	TCGA-EB-A5SG-06	TCGA-EB-A5SH-06	TCGA-EB-A5UL-06	TCGA-EB-A5UN-06	TCGA-EB-A5VV-06	TCGA-EB-A6L9-06	TCGA-EE-A17X-06	TCGA-EE-A17Y-06	TCGA-EE-A17Z-06	TCGA-EE-A180-06	TCGA-EE-A181-06	TCGA-EE-A182-06	TCGA-EE-A183-06	TCGA-EE-A184-06	TCGA-EE-A185-06	TCGA-EE-A20B-06	TCGA-EE-A20C-06	TCGA-EE-A20F-06	TCGA-EE-A20H-06	TCGA-EE-A20I-06	TCGA-EE-A29A-06	TCGA-EE-A29B-06	TCGA-EE-A29C-06	TCGA-EE-A29D-06	TCGA-EE-A29E-06	TCGA-EE-A29G-06	TCGA-EE-A29H-06	TCGA-EE-A29L-06	TCGA-EE-A29M-06	TCGA-EE-A29N-06	TCGA-EE-A29P-06	TCGA-EE-A29Q-06	TCGA-EE-A29R-06	TCGA-EE-A29S-06	TCGA-EE-A29T-06	TCGA-EE-A29V-06	TCGA-EE-A29W-06	TCGA-EE-A29X-06	TCGA-EE-A2A0-06	TCGA-EE-A2A1-06	TCGA-EE-A2A2-06	TCGA-EE-A2A5-06	TCGA-EE-A2A6-06	TCGA-EE-A2GB-06	TCGA-EE-A2GC-06	TCGA-EE-A2GD-06	TCGA-EE-A2GE-06	TCGA-EE-A2GH-06	TCGA-EE-A2GI-06	TCGA-EE-A2GJ-06	TCGA-EE-A2GK-06	TCGA-EE-A2GL-06	TCGA-EE-A2GM-06	TCGA-EE-A2GN-06	TCGA-EE-A2GO-06	TCGA-EE-A2GP-06	TCGA-EE-A2GR-06	TCGA-EE-A2GS-06	TCGA-EE-A2GT-06	TCGA-EE-A2GU-06	TCGA-EE-A2M5-06	TCGA-EE-A2M6-06	TCGA-EE-A2M7-06	TCGA-EE-A2M8-06	TCGA-EE-A2MC-06	TCGA-EE-A2MD-06	TCGA-EE-A2ME-06	TCGA-EE-A2MF-06	TCGA-EE-A2MG-06	TCGA-EE-A2MH-06	TCGA-EE-A2MI-06	TCGA-EE-A2MJ-06	TCGA-EE-A2MK-06	TCGA-EE-A2ML-06	TCGA-EE-A2MM-06	TCGA-EE-A2MN-06	TCGA-EE-A2MP-06	TCGA-EE-A2MQ-06	TCGA-EE-A2MR-06	TCGA-EE-A2MS-06	TCGA-EE-A2MT-06	TCGA-EE-A2MU-06	TCGA-EE-A3AA-06	TCGA-EE-A3AB-06	TCGA-EE-A3AC-06	TCGA-EE-A3AD-06	TCGA-EE-A3AE-06	TCGA-EE-A3AF-06	TCGA-EE-A3AG-06	TCGA-EE-A3AH-06	TCGA-EE-A3J3-06	TCGA-EE-A3J4-06	TCGA-EE-A3J5-06	TCGA-EE-A3J7-06	TCGA-EE-A3J8-06	TCGA-EE-A3JA-06	TCGA-EE-A3JB-06	TCGA-EE-A3JD-06	TCGA-EE-A3JE-06	TCGA-EE-A3JH-06	TCGA-EE-A3JI-06	TCGA-ER-A193-06	TCGA-ER-A195-06	TCGA-ER-A197-06	TCGA-ER-A198-06	TCGA-ER-A199-06	TCGA-ER-A19A-06	TCGA-ER-A19B-06	TCGA-ER-A19C-06	TCGA-ER-A19D-06	TCGA-ER-A19E-06	TCGA-ER-A19F-06	TCGA-ER-A19G-06	TCGA-ER-A19H-06	TCGA-ER-A19J-06	TCGA-ER-A19L-06	TCGA-ER-A19M-06	TCGA-ER-A19N-06	TCGA-ER-A19O-06	TCGA-ER-A19P-06	TCGA-ER-A19Q-06	TCGA-ER-A19S-06	TCGA-ER-A19T-06	TCGA-ER-A19W-06	TCGA-ER-A1A1-06	TCGA-ER-A2NC-06	TCGA-ER-A2ND-06	TCGA-ER-A2NE-06	TCGA-ER-A2NF-06	TCGA-ER-A2NG-06	TCGA-ER-A2NH-06	TCGA-ER-A3ES-06	TCGA-ER-A3ET-06	TCGA-ER-A3EV-06	TCGA-ER-A3PL-06	TCGA-ER-A42K-06	TCGA-ER-A42L-06	TCGA-FR-A3YN-06	TCGA-FR-A3YO-06	TCGA-FR-A44A-06	TCGA-FR-A69P-06	TCGA-FR-A729-06	TCGA-FR-A7U8-06	TCGA-FR-A7U9-06	TCGA-FR-A7UA-06	TCGA-FR-A8YC-06	TCGA-FR-A8YD-06	TCGA-FR-A8YE-06	TCGA-FS-A1YW-06	TCGA-FS-A1YX-06	TCGA-FS-A1YY-06	TCGA-FS-A1Z0-06	TCGA-FS-A1Z3-06	TCGA-FS-A1Z4-06	TCGA-FS-A1Z7-06	TCGA-FS-A1ZA-06	TCGA-FS-A1ZB-06	TCGA-FS-A1ZC-06	TCGA-FS-A1ZD-06	TCGA-FS-A1ZE-06	TCGA-FS-A1ZF-06	TCGA-FS-A1ZG-06	TCGA-FS-A1ZH-06	TCGA-FS-A1ZJ-06	TCGA-FS-A1ZK-06	TCGA-FS-A1ZM-06	TCGA-FS-A1ZP-06	TCGA-FS-A1ZQ-06	TCGA-FS-A1ZR-06	TCGA-FS-A1ZS-06	TCGA-FS-A1ZT-06	TCGA-FS-A1ZU-06	TCGA-FS-A1ZW-06	TCGA-FS-A1ZY-06	TCGA-FS-A1ZZ-06	TCGA-FS-A4F0-06	TCGA-FS-A4F2-06	TCGA-FS-A4F4-06	TCGA-FS-A4F5-06	TCGA-FS-A4F8-06	TCGA-FS-A4F9-06	TCGA-FS-A4FB-06	TCGA-FS-A4FC-06	TCGA-FS-A4FD-06	TCGA-FW-A3I3-06	TCGA-FW-A3R5-06	TCGA-FW-A3TU-06	TCGA-FW-A3TV-06	TCGA-FW-A5DY-06	TCGA-GF-A3OT-06	TCGA-GF-A4EO-06	TCGA-GF-A6C8-06	TCGA-GF-A6C9-06	TCGA-GN-A262-06	TCGA-GN-A264-06	TCGA-GN-A265-06	TCGA-GN-A266-06	TCGA-GN-A267-06	TCGA-GN-A268-06	TCGA-GN-A26A-06	TCGA-GN-A26D-06	TCGA-GN-A4U3-06	TCGA-GN-A4U4-06	TCGA-GN-A4U7-06	TCGA-GN-A4U8-06	TCGA-GN-A4U9-06	TCGA-GN-A8LK-06	TCGA-GN-A8LL-06	TCGA-GN-A9SD-06	TCGA-HR-A2OG-06	TCGA-HR-A2OH-06	TCGA-LH-A9QB-06	TCGA-OD-A75X-06	TCGA-QB-A6FS-06	TCGA-QB-AA9O-06	TCGA-RP-A690-06	TCGA-RP-A693-06	TCGA-RP-A694-06	TCGA-RP-A695-06	TCGA-RP-A6K9-06	TCGA-W3-A825-06	TCGA-W3-A828-06	TCGA-W3-AA1O-06	TCGA-W3-AA1Q-06	TCGA-W3-AA1R-06	TCGA-W3-AA1V-06	TCGA-W3-AA1W-06	TCGA-W3-AA21-06	TCGA-WE-A8JZ-06	TCGA-WE-A8K1-06	TCGA-WE-A8K5-06	TCGA-WE-A8K6-06	TCGA-WE-A8ZM-06	TCGA-WE-A8ZN-06	TCGA-WE-A8ZO-06	TCGA-WE-A8ZQ-06	TCGA-WE-A8ZR-06	TCGA-WE-A8ZT-06	TCGA-WE-A8ZX-06	TCGA-WE-A8ZY-06	TCGA-WE-AA9Y-06	TCGA-WE-AAA0-06	TCGA-WE-AAA3-06	TCGA-WE-AAA4-06	TCGA-XV-AB01-06	TCGA-YD-A89C-06	TCGA-YD-A9TA-06	TCGA-YD-A9TB-06	TCGA-YG-AA3O-06	TCGA-YG-AA3P-06	TCGA-Z2-A8RT-06	TCGA-Z2-AA3S-06	TCGA-Z2-AA3V-06
ARG1	-6.149118529035607	-6.85287485701599	-6.090237580619065	-5.279775924773775	-6.5467652706219495	-6.266650622711279	-5.712420163239285	-5.189123913236849	-4.989133232376573	-7.126207446813396	-4.582408076745274	-7.051201367062985	-5.407570203723722	-7.027694413431924	-5.898952073820232	-6.613791756651301	-5.9703248552634385	-6.618456668716101	-5.695733769957364	-4.442532341878023	-7.49590860296576	-6.820163213266092	-5.0652465593647324	-6.369575313372839	-8.326392367788895	-5.174462366385023	-8.10461313018509	-7.7730097544333026	-6.972616844646204	-7.637908636088229	-6.38752608073332	-6.230835576493365	-5.395168666470514	-6.321199021259256	-5.568123312170364	-7.426775022907378	-7.575017885402123	-7.434711225498513	-4.828948823456875	-8.1332997950522	-5.789212470171238	-5.760355027436426	-7.390603509626525	-6.494512799219747	-7.208295779235358	-5.632324584231867	-7.798266527183248	-6.696610233511636	-6.492752877007245	-7.019214994735786	-6.56726829798296	-6.399591708475741	-7.309003094451931	-5.849941111824801	-7.201494727090296	-7.3107293113494105	-6.122473654172575	-5.292894475800471	-6.466479778637131	-6.087639672730636	-5.495811278600952	-4.80673633929955	-5.723645399433955	-7.523917242449038	-5.7258102925263366	-6.3799277676720525	-8.465093623835521	-4.90164772186997	-6.757962630013259	-7.909940343653531	-6.522077723102897	-7.209257361885113	-6.177902127920802	-6.580438596541595	-6.808087528281654	-6.018030522227187	-7.664928755065121	-6.091017813466941	-6.867450374516606	-6.721974761821504	-4.509784784358933	-6.489162706404316	-6.235782770199319	-6.112460088768122	-6.610425263281156	-7.181799754412027	-6.250547218834906	-7.256958524825507	-5.75224533131028	-6.300875849693803	-4.667029874443531	-8.043564362893576	-6.1380521352531074	-7.485829498952544	-6.405528221344403	-6.347846998150717	-8.062849478708497	-5.58639930944917	-6.161532133158355	-6.638563248025112	-7.067064073253139	-7.998948479840743	-6.746433948559611	-6.435117026150181	-5.707021104812578	-8.372386803979907	-5.255580002144571	-6.1691070222515085	-8.093659728584274	-4.018008212500803	-6.703880348687662	-6.41474122625633	-5.654400750231064	-6.851676935822382	-7.1350087207734525	-5.696430721925167	-5.1436117176447835	-4.8452096955083395	-7.1562446986681865	-7.516103466716611	-6.012888971567134	-5.747107170171402	-5.983027266633215	-6.1454828684701335	-6.086142296221197	-7.276603438458898	-6.976425266228916	-7.336606887618157	-6.956841939390982	-6.175919117467276	-6.824605721101499	-5.882403539772679	-6.861301040876982	-6.380649041869617	-5.939126696002112	-6.9356205591274	-5.865213648970031	-5.924890170823496	-5.795379179259049	-5.8751851568213525	-6.140156017461724	-5.312137634629966	-5.673757329953143	-6.376035564705947	-7.420516787536052	-5.509753405583983	-6.68952425084245	-6.651644443310573	-5.658929311604429	-6.828109977068527	-6.7566190090545435	-3.1199506409519495	-6.295205930511686	-5.765236751613083	-5.806281640684119	-5.7787110962167905	-5.981754870546489	-6.596512857581666	-4.538440411401861	-7.147688157418079	-7.3706542501239065	-8.1176726004576	-5.191262457967506	-3.942650984119223	-2.170313189177497	-6.314934182908205	-7.010247727745568	-3.969211797846553	-6.588483433643304	-5.981287006433025	-6.01492467708182	-5.150744354864924	-6.413824569452477	-6.016030020379769	-6.898519506255655	-4.8101276138556965	-6.609619736773256	-4.849898227357484	-7.556213965942492	-5.347711725851292	-4.992636696885392	-4.701860695039635	-5.13269251539719	-5.542561327386042	-5.645273504678515	-7.502394002373697	-6.188794855820773	-5.882510256833896	-6.667536775411811	-6.901066218014868	-7.457429809584464	-4.622708480921958	-6.806105289445049	-6.55100326013555	-5.634205200457442	-5.611188941032656	-7.334631774901919	-6.625439309707699	-6.178073137261331	-5.866156473489556	-6.602934009570363	-4.847832220834755	-6.465607497036202	-6.650233891135419	-5.829535817277103	-7.280412837036565	-5.946917146406148	-5.09639579188687	-6.5532677477611525	-5.781857370600651	-4.543600624807979	-6.733237073186025	-6.8084709799493455	-5.828695246779536	-7.347372927456157	-6.0313339693697	-5.859684326200833	-5.361922374458591	-5.885473467619043	-6.138060219435181	-7.069679874398595	-7.037541458081903	-5.840544833708995	-5.953857250847129	-6.263656102841918	-5.667591327423443	-7.129308467143376	-6.672475358147159	-6.459691294490512	-6.126533566268007	-7.294272388856039	-6.292173748535917	-5.725128929096943	-6.861231262595225	-7.307236209809215	-5.782936448385893	-6.167501569780206	-4.287752600664438	-5.137629209542899	-4.952514162547017	-5.799664042944861	-8.323648237583772	-5.15879218975393	-6.749581096422052	-5.013982373252513	-5.879698698191232	-7.329642234207512	-6.698297295783184	-6.623197095264206	-5.139298384407257	-6.598545009777076	-6.0043779751560855	-6.251707155111911	-6.837467232801241	-7.6194785370085425	-6.456337087880933	-6.572000478987822	-6.868986929624459	-8.209109875853791	-8.88368033857457	-4.648006156780255	-7.0291271525876695	-6.199550005306771	-6.495888772638953	-6.966996442394903	-7.0589756623597735	-4.052615037787618	-6.615547291236286	-6.4863682881121125	-6.582799076187935	-5.415505012458377	-6.754994470185352	-6.329182914054091	-7.417651684287375	-6.267473741607126	-6.546496923517326	-4.870898888468509	-5.466019424126385	-6.337690144941483	-4.954292668965882	-6.673573982801721	-6.775993202041623	-5.313449487923942	-6.327004712920603	-5.378952147379866	-7.99744987923886	-6.034993456152033	-5.929162085040127	-3.62788645285241	-5.76380611331985	-6.079493362774269	-7.032310305363898	-3.9012310864332607	-5.274738708752545	-5.5727838049002205	-5.614257486169316	-6.0376202407848885	-6.033157632735043	-5.431588192225185	-7.845353202914493	-5.5660053622891805	-2.567530845079447	-4.895958755039812	-7.790072879273623	-6.0439586793236755	-4.839148438453108	-6.24625713165908	-7.502818117716145	-7.687723592216476	-5.620397956189673	-7.375851585841493	-6.497534990043329	-6.505982692895736	-7.697195968152182	-6.239032461940061	-5.08727468741338	-7.778984325297956	-7.088301559549785	-7.065610399871456	-7.408551602906514	-8.469242069527308	-5.234048158746523	-6.8104042307058865	-7.254423140522336	-5.744439444220276	-7.264939941803741	-8.638657432128017	-5.842551059450586	-5.44056181572358	-6.734086853534741	-6.221863075942362	-6.960138279511079	-6.33969776257361	-6.124928441131261	-5.453603729175154	-6.880385357822323	-5.571408946924361	-7.510158764048517	-5.337080663021444	-6.620146876069259	-7.805106444106117	-7.01181106628104	-6.973590760115942	-7.144889972250281	-6.824433303239212	-7.0671516306373645	-7.0042905871957055	-6.375225995532233	-6.2431571248403115	-7.466804454266073	-6.101115284412956	-7.06274766092857	-5.494225601080813	-5.903659400917989	-5.579072860933628	-6.7405428365755125	-5.726490720782947	-6.182898250222835	-7.153075665205297	-6.220852405597703	-5.081487305530783	-5.302675162377562	-4.4615176062108315	-6.594148758297366	-4.6301898076861185	-8.06954512973804
ARG2	1.755639869853602	1.3880716831154123	1.558346859279273	1.5226985978408998	2.5046919454113525	2.0405858417128195	2.0232982395611203	2.6095482156328	3.778274235664714	1.904562245931368	2.2518497756378193	1.8892718811415776	1.834769844553333	1.7580340050460599	1.1297198173423209	2.0776570403622148	2.2756717064158067	1.5977356223519006	2.7567282446006356	1.6770076236021243	1.869094170492995	2.0415245319515276	2.975770740792143	2.0796761659223377	1.973936496603792	1.9908779389952864	1.9979625783605661	1.5199012302939672	1.5940025805190963	1.9658830060008055	1.718584705762697	2.0193173525618646	1.660251525531542	1.0001120370742114	2.724145343377534	2.42329168676782	1.350970913934766	1.9103908844055977	2.586851509420926	1.3217428374970597	2.4727030594745942	1.5913320070037356	2.818982713962665	1.912753610983253	2.3918563231360244	2.596980675327102	1.8051177856857843	1.527984959688233	2.0998135644524765	1.5572319444482807	1.326201574959289	1.6424409456746591	2.5602188118546136	2.7820569177363135	2.1669958155777804	2.0827306289014955	2.177474524062319	2.1100422069830596	2.23373008260581	1.7400143642875985	0.9232130109451123	2.1673558138259947	1.9849314621122252	1.6386955523072069	2.263108863813794	1.7556646676238936	2.201218654479772	2.608762010866579	1.7563665578925385	1.5601184251710503	1.6181696278283624	2.0840465262883208	2.095412487964859	1.7384477318167146	1.9377769142254881	2.239240054492878	2.1548075280759047	2.289826575900387	1.5804567498858033	1.7405517205926502	3.833270472754683	2.195725020109532	2.157083984009019	2.5160730832767495	1.964445527313578	2.0298518446561977	2.225491233134627	2.401465433554625	2.0358697501255314	1.0712288495085331	2.897192589881908	1.525152208115124	2.0818221963821917	2.0127356220130106	3.201569926689256	2.427851641956504	2.169728955869121	3.923248064751352	2.022878670542713	2.4845636695447477	1.773111451682892	1.4620242942376787	2.2387600752621135	3.0519359797197567	1.5417715147010538	1.6952653831314397	1.9024942348005638	2.1562699629764177	1.8316127601171046	1.3919934670789536	1.9152981221816126	1.6295839231349771	1.1066961112021831	1.7058868085401715	1.744046876664482	1.7027736907206275	4.249940887236658	1.697676988481114	1.9813929367044967	2.293170819784988	2.8461026572417434	2.3430683958831264	2.1092604863927624	1.926414906443292	1.3562061850398655	2.0386268988599525	2.1591224376034557	2.380818396605973	1.5923875324519725	2.5569910339334907	2.2333670700741153	1.5624329489013618	2.0800764108421075	2.2480957429125272	2.12899239920505	1.6311767227752834	2.3282649650346845	3.298339910971971	2.040749864092704	1.5444252776193705	2.0587044874077036	1.8011316574194542	1.942185146390137	1.9113220663630848	2.4348461034878874	2.224094715132259	2.2130362712344827	2.353506856521603	3.431620125919592	2.1230308335770744	2.4933230484492777	3.582454273685382	1.9379853777397302	2.3726707259581827	2.207209734626318	1.5502895007365665	2.4280820322121337	1.9428147940162441	3.4238925499613053	2.137899704650625	1.7541059793272946	1.3983967093689373	1.7788333367704068	1.071362944955566	1.7342193616539123	1.9714876587505525	2.5502102549476193	3.197787092408494	2.5565859153021364	2.66269876570149	2.3217042758255775	2.740269914838738	2.11084413221407	2.6593162568033404	3.910496487441029	1.9659123894657025	2.0224067435217337	2.6573069604909563	1.8394325995077783	1.6932497589932765	2.107967172313583	2.3559903363760655	1.450622217137531	2.6918751768983853	2.1590353202228374	1.8604248195904955	1.946683232225035	1.9668305834120197	1.1007399317071582	1.500104842720798	1.8991207702244408	1.9315285749982871	1.117129080337999	2.3580161794627936	1.8563040921735887	2.832969272124602	2.4013515517266137	1.7615831200392205	3.0439722784042185	2.0449916808947224	2.219998874604494	3.18981354757983	2.9483123176754527	2.4469029591046634	2.1558364770035676	2.00669585571906	1.808320306839173	1.8734677056721758	2.479082459915522	2.769959032665417	1.306506803014194	2.0146762965717553	2.084172722476544	2.0389972278058304	1.9963410636925913	2.1697526896260544	2.3057981022457024	2.3088474132821677	2.3865167664206286	2.4293476836116	1.6684515869957814	2.4483752655699598	2.110127616442031	2.7398999379094544	2.55217631456756	2.801958778846309	2.0569454998527914	2.46882428303644	2.4035811350783014	2.43125633140576	1.8776869784608976	1.9822064907382886	1.5259306264460226	1.691028647332492	1.8715642534589072	1.1666001633647518	2.014941331374563	1.9688803814321698	2.803739588726741	2.443585382974996	1.6123551803973228	1.067734964813438	1.9649272709727288	1.8645722873264943	1.4060332745680262	1.7544167703336027	2.255300425373485	2.4081477482763893	3.120221474564646	1.8356611459335783	1.9933756512945098	3.1987317735845116	2.212371529446053	2.303789057011774	1.922467908576406	2.433702509453101	2.661217681590147	1.7903591358058555	1.4391717750937607	1.299854689624049	2.1540615149342974	1.6032274818034964	2.462224445804031	2.3948708475894134	2.3382915393815242	2.026819468435492	1.5189275029395999	3.099022971514127	1.933689690128008	2.50953085550238	2.9119496451850866	2.530929375921852	2.4445246339907833	2.4871653236262903	2.6359553400735622	1.8319737923401347	1.7465161215679976	2.456600733779809	2.2653344421968713	2.645379063426451	1.3931371712067093	2.1720819005525485	3.0993560152926993	2.373088969477922	2.917597969101567	2.039147180612448	1.8371086759879043	2.4792317482420025	1.9873003275816632	2.811300700416749	2.278953052263452	2.613227392749957	1.4563296152667473	1.5397183759222546	2.9432153237629173	2.399019321082032	2.4405303595523633	1.9267277961392235	1.9254153480367342	1.6783440692537577	2.522974507224202	1.8809345773201775	2.665659200760356	1.749140863546249	1.5442323589415463	1.910895186745214	2.388759086816179	1.7524337389443272	2.0538201718362994	2.6648677863674664	1.3091799897606973	2.2782709565065096	3.174905551442296	1.8121482752724936	2.369286938805124	2.030801600963896	2.375102123750693	1.6150471668695714	2.6703980949520543	1.3238305603987301	1.5129646339919296	2.6564252102393535	2.243779018070992	1.9966577652335016	1.7505757822796835	2.447717874646361	1.4211011232950455	1.785246554616336	2.3947494101447266	2.078093471465784	1.9875830166600783	1.967113276366796	2.041001583510481	2.1886119023202535	2.4100089827895186	2.642248714330101	1.2172900353592722	1.912681334294685	2.5310206860520834	1.279962019784874	1.339542888941915	1.6134470453735956	1.3134546206798976	1.6409962986777973	2.250164592174592	1.7908157604878614	2.162676766558043	1.8575594186777322	1.9712042410765247	2.4452827279915628	2.108470264590225	1.3516529152197487	3.3164766637706373	1.5978629907018425	2.3051237478048434	2.1074907123875057	2.429636168515786	0.944654229110563	1.688098522961899	2.4350505527011848	1.6936459136099022	1.7053615911181084	1.5787862494324298	1.8904517733274175	2.247457696915714	1.6096412218526575
