Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-3C-AAAU-01	0.141471462781287	0	0.0325933267429104	0	0.0411342013980061	0.0818029934802276	0	0	0.00291367675921848	0.113848413584295	0	0.00886655815233183	0	0	0.00926522045584622	0.163436780644993	0	0	0	0.265919114348668	0.123544085724208	0.0152041659280084	9999	-0.000771982975908901	1.1072004427014
TCGA-3C-AALI-01	0.165560218532225	0	0.0566536953057583	0	0.0526445318196332	0.0666473231206266	0	0.022161274142335	0.0336209252446316	0.0867914608184867	0	0.0293976046126392	0	0.00791340379930038	0	0.0988163541392337	0	0.0673829821930321	0	0.268405184302594	0.0440050419695046	0	9999	0.00485998600359562	1.10797804703766
TCGA-3C-AALJ-01	0.269487413925165	0	0.0342546212602185	0	0.0733830628877091	0.0716845270085521	0	0	0	0.00379454021700737	0	0.0450299942561667	0	0	0	0.190455418993065	0	0.045127348140087	0	0.255358083544208	0.0114249897678213	0	9999	0.00302400307511582	1.11859799822419
TCGA-3C-AALK-01	0.0779676570561184	0	0.0155802635855936	0	0.106592366391296	0	0	0	0	0.0233680800446475	0	0.102012987561803	0.0308352639585343	0	0	0.0325227476249517	0	0.0100459978091891	0	0.601074635967867	0	0	9999	0.0086409506876454	1.26264761223587
TCGA-4H-AAAK-01	0.228356221979737	0	0.0612702765060628	0	0.0410001855507035	0.038691541952599	0.050947580943881	0	0.0488952654078948	0.0223046353880994	0.0167465792874274	0	0.137157027664426	0.0451339274959405	0	0.104086258181882	0	0.00661715505031947	0	0.132912074697803	0.0658812698932255	0	9999	-0.00303308288363426	1.09024198022995
TCGA-5L-AAT0-01	0.0909145094989042	0	0.0557260881882526	0	0.137252649669974	0.0441746074906722	0.0371798618716542	0	0	0.00599274581994121	0.00971277033396997	0	0	0.161095875430898	0.0177818329061244	0.0949922215756307	0	0.00527076306703009	0	0.211527728501581	0.128378345645368	0	9999	0.0185346258120528	1.08789138829575
TCGA-5L-AAT1-01	0.121746416691166	0	0.0307347094287967	0.000810820841581682	0.0189713938295415	0.0174912417734869	0	0	0.052868635397435	0	0	0.0248028715297361	0	0	0.00763852622725962	0.0319187354916297	0.017109872128093	0	0	0.618149636994783	0.0577571396664914	0	9999	0.007717033463668	1.25731357664093
TCGA-5T-A9QA-01	0.021143456606372	0	0.018413333141755	0	0.223730742960869	0	0	0	0	0.0458416719837097	0	0.0807524299425837	0	0	0.0397021941862812	0.134185915002446	0	0	0	0.358665405542511	0.0775648506334729	0	9999	0.0310786032818341	1.12983097023076
TCGA-A1-A0SB-01	0.417860353671318	0	0.235454292788008	0	0.0585063499210809	0	0	0.0546354350725913	0	0.0192638451751373	0	0.0750549830826254	0	0.0147683487381113	0.00122016936969195	0	0	0.0333149309817145	0.0899212911997211	0	0	0	9999	0.0146255591256746	1.21619568036264
TCGA-A1-A0SD-01	0.169005161949547	0	0.0420737252694355	0	0.14339384615476	0.0351269496098168	0.0655410108371196	0	0	0.0593207477002377	0.0271484942742336	0	0.0417988634845631	0.0827724929666532	0	0.164790036454922	0	0.0679781493715635	0	0.101050521927148	0	0	9999	0.0133701242316951	1.07175684011963
